Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:IMATA
,Departamento:AREQUIPA,Provincia:CAYLLOMA,Distrito:SAN,ANTONIODECHUCA
,Latitud:15°50'33.56'',Longitud:71°5'26.22'',Altitud:4475,msnm.
,Tipo:EMA,-Meteorológica,Código:47E3834A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/01/04,08:00,-0.7,0.0,100,290,3.2
2023/01/04,09:00,2.4,0.0,86,237,0.9
2023/01/04,10:00,6.2,0.0,59,270,1.1
2023/01/04,11:00,8.5,0.0,46,187,0.8
2023/01/04,12:00,10.0,0.0,46,331,1.9
2023/01/04,13:00,10.9,0.0,47,297,3.5
2023/01/04,14:00,11.2,0.0,49,252,6.6
2023/01/04,15:00,10.0,0.0,57,257,10.8
2023/01/04,16:00,7.8,0.0,68,254,11.1
2023/01/04,17:00,6.3,0.0,72,242,9.3
2023/01/04,18:00,4.4,0.0,80,258,8.8
2023/01/04,19:00,3.0,0.0,93,251,6.9
2023/01/04,20:00,2.1,0.0,99,257,6.4
2023/01/04,21:00,1.8,0.0,100,284,5.8
2023/01/04,22:00,1.7,0.0,100,283,3.6
2023/01/04,23:00,1.7,0.0,100,305,4.7
2023/01/05,00:00,1.3,0.0,100,297,3.6
2023/01/05,01:00,1.2,0.0,100,304,3.0
2023/01/05,02:00,1.0,0.0,100,292,2.1
2023/01/05,03:00,0.6,0.0,100,254,3.0
2023/01/05,04:00,-0.6,0.0,100,237,1.3
2023/01/05,05:00,-1.7,0.0,100,159,1.8
2023/01/05,06:00,-1.9,0.0,100,165,0.6
2023/01/05,07:00,-0.9,0.0,100,122,1.1
2023/01/05,08:00,2.3,0.0,95,56,2.7
2023/01/05,09:00,5.4,0.0,76,17,1.5
2023/01/05,10:00,7.7,0.0,68,310,1.3
2023/01/05,11:00,10.3,0.0,50,218,1.8
2023/01/05,12:00,11.9,0.0,42,280,2.9
2023/01/05,13:00,13.1,0.0,37,297,5.6
2023/01/05,14:00,12.9,0.0,47,249,9.5
2023/01/05,15:00,11.3,0.0,51,241,11.2
2023/01/05,16:00,9.7,0.0,57,243,12.1
2023/01/05,17:00,7.2,0.0,67,244,12.1
2023/01/05,18:00,4.3,0.0,75,243,9.0
2023/01/05,19:00,1.9,0.0,87,253,8.6
2023/01/05,20:00,1.4,0.0,90,260,6.4
2023/01/05,21:00,0.4,0.0,93,245,5.0
2023/01/05,22:00,-0.4,0.0,97,259,4.1
2023/01/05,23:00,-0.8,0.0,100,255,4.2
2023/01/06,00:00,-1.2,0.0,99,81,0.9
2023/01/06,01:00,-2.2,0.0,100,155,2.1
2023/01/06,02:00,-2.9,0.0,100,165,1.2
2023/01/06,03:00,-2.9,0.0,100,64,1.7
2023/01/06,04:00,-3.2,0.0,100,164,1.2
2023/01/06,05:00,-3.7,0.0,100,172,2.2
2023/01/06,06:00,-3.5,0.0,100,133,2.0
2023/01/06,07:00,-0.7,0.0,97,108,2.5
2023/01/06,08:00,3.6,0.0,69,84,2.4
2023/01/06,09:00,6.9,0.0,41,91,1.2
2023/01/06,10:00,9.7,0.0,28,35,2.5
2023/01/06,11:00,10.9,0.0,29,141,1.6
2023/01/06,12:00,12.0,0.0,33,61,3.1
2023/01/06,13:00,11.8,0.0,36,6,1.7
2023/01/06,14:00,13.3,0.0,33,85,4.5
2023/01/06,15:00,13.7,0.0,36,252,5.8
2023/01/06,16:00,11.9,0.0,47,261,10.2
2023/01/06,17:00,9.5,0.0,59,257,10.1
2023/01/06,18:00,4.7,0.0,88,239,11.0
2023/01/06,19:00,3.5,0.2,93,250,6.5
2023/01/06,20:00,2.4,1.4,100,284,5.3
2023/01/06,21:00,1.3,0.1,100,295,6.1
2023/01/06,22:00,1.7,0.0,100,278,4.7
2023/01/06,23:00,1.9,0.0,100,286,3.4
2023/01/07,00:00,2.2,0.0,100,296,2.2
2023/01/07,01:00,2.3,0.0,100,283,0.7
2023/01/07,02:00,1.9,0.0,100,257,2.5
2023/01/07,03:00,1.0,0.0,100,340,1.8
2023/01/07,04:00,0.8,0.0,100,96,0.6
2023/01/07,05:00,1.6,0.0,100,110,1.0
2023/01/07,06:00,2.3,0.0,99,202,1.0
2023/01/07,07:00,2.9,0.0,98,74,1.7
2023/01/07,08:00,4.6,0.0,93,88,2.6
2023/01/07,09:00,6.3,0.0,81,84,3.0
2023/01/07,10:00,8.0,0.0,69,14,3.3
2023/01/07,11:00,9.9,0.1,56,107,2.8
2023/01/07,12:00,12.0,0.0,44,76,2.2
2023/01/07,13:00,13.6,0.0,36,140,1.3
2023/01/07,14:00,10.5,0.0,56,303,7.8
2023/01/07,15:00,9.2,0.0,63,247,8.3
2023/01/07,16:00,6.8,0.1,78,210,12.3
2023/01/07,17:00,5.1,0.0,87,163,9.6
2023/01/07,18:00,2.5,1.7,99,226,6.5
2023/01/07,19:00,2.8,0.4,100,190,4.1
2023/01/07,20:00,3.3,0.1,98,152,4.7
2023/01/07,21:00,2.8,0.0,99,131,5.2
2023/01/07,22:00,2.5,0.0,97,112,3.2
2023/01/07,23:00,2.3,0.0,94,1,S/D
2023/01/08,00:00,1.8,0.0,96,319,0.8
2023/01/08,01:00,1.7,0.0,97,251,1.3
2023/01/08,02:00,0.9,0.0,99,128,1.0
2023/01/08,03:00,0.6,0.0,100,201,2.1
2023/01/08,04:00,0.3,0.0,100,166,0.5
2023/01/08,05:00,0.1,0.0,100,170,1.4
2023/01/08,06:00,-0.2,0.0,100,191,1.8
2023/01/08,07:00,1.1,0.0,100,141,1.8
2023/01/08,08:00,4.0,0.0,98,80,2.0
2023/01/08,09:00,7.1,0.0,78,31,1.6
2023/01/08,10:00,9.2,0.0,63,37,2.0
2023/01/08,11:00,10.2,0.0,55,221,1.1
2023/01/08,12:00,10.5,0.0,52,265,2.0
2023/01/08,13:00,10.1,0.0,57,236,5.4
2023/01/08,14:00,10.2,0.0,46,144,4.8
2023/01/08,15:00,8.5,0.0,63,247,12.6
2023/01/08,16:00,8.2,0.0,61,250,6.9
2023/01/08,17:00,8.3,0.0,65,239,6.9
2023/01/08,18:00,7.1,0.0,66,359,0.3
2023/01/08,19:00,S/D,S/D,S/D,S/D,S/D
2023/01/08,20:00,3.1,0.0,99,349,1.5
2023/01/08,21:00,2.3,0.0,95,271,3.6
2023/01/08,22:00,2.1,0.0,89,159,0.9
2023/01/08,23:00,1.3,0.0,93,296,1.2
2023/01/09,00:00,0.7,0.0,97,257,1.5
2023/01/09,01:00,0.7,0.0,93,253,1.1
2023/01/09,02:00,-0.6,0.0,100,200,1.4
2023/01/09,03:00,-1.3,0.0,100,201,2.3
2023/01/09,04:00,-1.1,0.0,100,217,0.8
2023/01/09,05:00,-1.5,0.0,100,83,1.7
2023/01/09,06:00,-1.9,0.0,100,177,1.1
2023/01/09,07:00,-0.4,0.0,98,138,0.8
2023/01/09,08:00,3.4,0.0,84,37,0.9
2023/01/09,09:00,5.9,0.0,66,73,1.2
2023/01/09,10:00,7.9,0.0,57,297,2.2
2023/01/09,11:00,9.9,0.0,45,298,1.9
2023/01/09,12:00,11.5,0.0,35,180,1.2
2023/01/09,13:00,12.7,0.0,35,268,1.9
2023/01/09,14:00,12.9,0.0,34,307,3.8
2023/01/09,15:00,13.5,0.0,38,246,9.0
2023/01/09,16:00,12.2,0.0,43,245,11.4
2023/01/09,17:00,9.6,0.0,48,247,11.5
2023/01/09,18:00,6.8,0.0,56,259,10.0
2023/01/09,19:00,3.7,0.0,68,258,7.2
2023/01/09,20:00,1.7,0.0,84,251,4.8
2023/01/09,21:00,0.5,0.0,87,279,4.7
2023/01/09,22:00,-0.1,0.0,89,263,4.5
2023/01/09,23:00,-0.9,0.0,93,282,2.8
2023/01/10,00:00,-1.3,0.0,97,325,1.9
2023/01/10,01:00,-2.1,0.0,99,203,2.4
2023/01/10,02:00,-3.3,0.0,97,192,1.5
2023/01/10,03:00,-3.7,0.0,98,158,0.6
2023/01/10,04:00,-4.2,0.0,96,187,1.3
2023/01/10,05:00,-4.5,0.0,90,201,1.4
2023/01/10,06:00,-4.9,0.0,90,169,1.5
2023/01/10,07:00,-2.5,0.0,82,175,1.0
2023/01/10,08:00,1.5,0.0,72,156,0.3
2023/01/10,09:00,6.3,0.0,45,160,0.7
2023/01/10,10:00,8.7,0.0,29,196,1.1
2023/01/10,11:00,11.1,0.0,28,263,2.1
2023/01/10,12:00,12.7,0.0,23,117,3.7
2023/01/10,13:00,13.5,0.0,19,174,1.8
2023/01/10,14:00,14.2,0.0,17,266,2.7
2023/01/10,15:00,14.4,0.0,24,250,11.5
2023/01/10,16:00,12.8,0.0,30,249,12.1
2023/01/10,17:00,10.8,0.0,28,223,12.2
2023/01/10,18:00,8.3,0.0,35,273,6.6
2023/01/10,19:00,3.4,0.0,65,269,7.6
2023/01/10,20:00,1.1,0.0,80,291,5.2
2023/01/10,21:00,-0.2,S/D,88,299,2.0
2023/01/10,22:00,-0.3,0.0,88,277,3.0
2023/01/10,23:00,-0.7,0.0,88,288,3.1
2023/01/11,00:00,-0.6,0.0,89,265,4.5
2023/01/11,01:00,-1.9,0.0,92,160,1.3
2023/01/11,02:00,-2.2,0.0,93,155,0.6
2023/01/11,03:00,-2.8,0.0,98,148,2.1
2023/01/11,04:00,-3.6,0.0,100,191,3.3
2023/01/11,05:00,-2.9,0.0,94,71,2.0
2023/01/11,06:00,-3.3,0.0,98,139,1.6
2023/01/11,07:00,-1.7,0.0,98,141,2.2
2023/01/11,08:00,3.9,0.0,72,88,2.4
2023/01/11,09:00,8.3,0.0,52,115,2.4
2023/01/11,10:00,11.0,0.0,44,128,4.7
2023/01/11,11:00,12.8,0.0,30,104,5.3
2023/01/11,12:00,13.6,0.0,24,110,5.3
2023/01/11,13:00,14.3,0.0,26,159,4.1
2023/01/11,14:00,13.8,0.0,28,87,6.7
2023/01/11,15:00,12.3,0.0,31,142,9.5
2023/01/11,16:00,8.8,0.0,48,200,10.6
2023/01/11,17:00,6.2,0.0,65,244,7.2
2023/01/11,18:00,7.5,0.0,58,206,3.2
2023/01/11,19:00,6.1,0.0,64,140,6.1
2023/01/11,20:00,3.8,0.0,74,128,4.8
2023/01/11,21:00,2.8,0.0,79,151,4.9
2023/01/11,22:00,2.3,0.0,85,127,2.5
2023/01/11,23:00,2.1,0.0,84,185,3.1
2023/01/12,00:00,0.4,0.0,92,190,1.2
2023/01/12,01:00,-1.4,0.0,96,132,1.9
2023/01/12,02:00,-0.8,0.0,97,148,1.8
2023/01/12,03:00,-1.7,0.0,99,103,1.5
2023/01/12,04:00,-2.3,0.0,99,175,2.1
2023/01/12,05:00,-2.7,0.0,100,161,2.4
2023/01/12,06:00,-3.1,0.0,100,139,1.5
2023/01/12,07:00,0.4,0.0,94,82,2.2
2023/01/12,08:00,4.9,0.0,77,61,2.1
2023/01/12,09:00,9.3,0.0,54,70,1.5
2023/01/12,10:00,11.3,0.0,37,85,1.3
2023/01/12,11:00,12.6,0.0,29,246,1.1
2023/01/12,12:00,13.3,0.0,28,235,2.2
2023/01/12,13:00,13.7,0.0,25,118,3.5
2023/01/12,14:00,13.8,0.0,27,294,4.6
2023/01/12,15:00,12.8,0.0,30,245,8.8
2023/01/12,16:00,12.1,0.0,35,73,8.6
2023/01/12,17:00,9.1,0.0,51,312,4.3
2023/01/12,18:00,10.0,0.0,28,232,6.8
2023/01/12,19:00,6.3,0.0,37,267,5.7
2023/01/12,20:00,2.8,0.0,53,297,3.5
2023/01/12,21:00,1.7,0.0,60,291,3.6
2023/01/12,22:00,2.1,0.0,59,238,1.3
2023/01/12,23:00,0.5,0.0,64,245,1.3
2023/01/13,00:00,-1.6,0.0,70,176,0.9
2023/01/13,01:00,-1.9,0.0,71,252,0.8
2023/01/13,02:00,-4.2,0.0,80,179,1.8
2023/01/13,03:00,-3.9,0.0,81,116,0.2
2023/01/13,04:00,-5.5,0.0,84,146,1.6
2023/01/13,05:00,-5.6,0.0,85,134,1.7
2023/01/13,06:00,-6.8,0.0,89,165,2.8
2023/01/13,07:00,-4.2,0.0,86,154,2.5
2023/01/13,08:00,2.7,0.0,61,68,1.2
2023/01/13,09:00,7.4,0.0,28,130,1.3
2023/01/13,10:00,9.9,0.0,21,64,1.5
2023/01/13,11:00,12.0,0.0,16,239,3.2
2023/01/13,12:00,13.4,0.0,12,224,4.2
2023/01/13,13:00,14.3,0.0,11,284,3.6
2023/01/13,14:00,14.7,0.0,16,214,10.4
2023/01/13,15:00,14.5,0.0,17,236,12.5
2023/01/13,16:00,12.9,0.0,18,240,10.8
2023/01/13,17:00,11.5,0.0,22,240,10.4
2023/01/13,18:00,8.7,0.0,25,241,8.9
2023/01/13,19:00,4.9,0.0,41,250,9.1
2023/01/13,20:00,2.9,0.0,49,248,4.5
2023/01/13,21:00,1.5,0.0,57,271,4.0
2023/01/13,22:00,0.7,0.0,53,254,4.5
2023/01/13,23:00,-0.7,0.0,49,290,4.0
2023/01/14,00:00,-1.4,0.0,53,259,3.0
2023/01/14,01:00,-1.1,0.0,49,264,3.3
2023/01/14,02:00,-0.5,0.0,42,275,3.1
2023/01/14,03:00,-1.7,0.0,40,285,2.4
2023/01/14,04:00,-1.9,0.0,34,305,1.2
2023/01/14,05:00,-4.4,0.0,44,8,0.8
2023/01/14,06:00,-6.4,0.0,58,139,2.1
2023/01/14,07:00,-4.4,0.0,66,147,1.6
2023/01/14,08:00,0.9,0.0,49,287,1.0
2023/01/14,09:00,5.3,0.0,20,277,2.0
2023/01/14,10:00,8.3,0.0,15,13,1.6
2023/01/14,11:00,10.5,0.0,15,153,3.5
2023/01/14,12:00,11.7,0.0,14,152,4.6
2023/01/14,13:00,12.8,0.0,12,150,4.2
2023/01/14,14:00,13.9,0.0,13,234,3.9
2023/01/14,15:00,13.7,0.0,20,239,9.8
2023/01/14,16:00,11.7,0.0,31,240,9.6
2023/01/14,17:00,9.8,0.0,38,252,10.7
2023/01/14,18:00,7.3,0.0,49,262,9.1
2023/01/14,19:00,3.6,0.0,70,266,6.9
2023/01/14,21:00,-0.1,0.0,94,256,1.9
2023/01/14,22:00,-0.5,0.0,87,303,2.5
2023/01/14,23:00,-1.8,0.0,85,278,1.4
2023/01/15,00:00,-2.8,0.0,82,199,2.5
2023/01/15,01:00,-4.6,0.0,89,167,2.1
2023/01/15,02:00,-5.3,0.0,88,169,1.5
2023/01/15,03:00,-7.4,0.0,98,166,2.5
2023/01/15,04:00,-8.0,0.0,96,179,2.9
2023/01/15,05:00,-7.9,0.0,95,165,2.5
2023/01/15,06:00,-7.6,0.0,90,163,2.1
2023/01/15,07:00,-4.4,0.0,83,149,1.9
2023/01/15,08:00,1.8,0.0,56,77,2.4
2023/01/15,09:00,7.5,0.0,34,40,3.0
2023/01/15,10:00,10.1,0.0,31,46,4.0
2023/01/15,11:00,11.5,0.0,26,20,4.4
2023/01/15,12:00,13.6,0.0,22,70,2.3
2023/01/15,13:00,14.4,0.0,20,161,2.3
2023/01/15,14:00,14.4,0.0,21,164,1.8
2023/01/15,15:00,13.2,0.0,23,345,2.4
2023/01/15,16:00,12.1,0.0,28,159,12.1
2023/01/15,17:00,8.9,0.0,39,243,5.8
2023/01/15,18:00,7.6,0.0,52,148,14.8
2023/01/15,19:00,5.8,0.0,66,51,1.4
2023/01/15,20:00,4.0,0.0,65,188,2.7
2023/01/15,21:00,2.8,0.0,80,182,1.3
2023/01/15,22:00,2.6,0.0,82,119,0.8
2023/01/15,23:00,1.6,0.0,85,169,2.1
2023/01/16,00:00,0.7,0.0,90,207,1.2
2023/01/16,01:00,0.5,0.0,90,140,1.6
2023/01/16,02:00,-0.4,0.0,95,87,1.3
2023/01/16,03:00,-1.0,0.0,94,119,2.5
2023/01/16,04:00,-2.2,0.0,99,113,2.3
2023/01/16,05:00,-3.0,0.0,100,157,1.9
2023/01/16,06:00,-2.9,0.0,100,121,1.9
2023/01/16,07:00,0.3,0.0,93,89,1.8
2023/01/16,08:00,5.1,0.0,76,51,4.6
2023/01/16,09:00,8.2,0.0,57,32,3.5
2023/01/16,10:00,10.2,0.0,41,53,3.3
2023/01/16,11:00,11.3,0.0,34,59,1.9
2023/01/16,12:00,13.0,0.0,28,85,4.1
2023/01/16,13:00,14.3,0.0,23,102,6.0
2023/01/16,14:00,13.9,0.0,24,96,5.1
2023/01/16,15:00,13.1,0.0,24,237,4.6
2023/01/16,16:00,9.6,0.0,48,201,11.2
2023/01/16,17:00,8.3,0.0,52,292,8.0
2023/01/16,18:00,6.3,0.0,65,253,8.2
2023/01/16,19:00,3.9,0.0,87,264,6.4
2023/01/16,20:00,2.4,0.0,96,262,5.6
2023/01/16,21:00,2.2,0.0,98,237,1.6
2023/01/16,22:00,1.6,0.0,99,283,4.3
2023/01/16,23:00,1.0,0.0,100,297,4.5
2023/01/17,00:00,0.3,0.0,100,246,2.0
2023/01/17,01:00,0.5,0.0,100,119,1.5
2023/01/17,02:00,0.4,0.0,100,1,S/D
2023/01/17,03:00,-1.2,0.0,100,190,2.5
2023/01/17,04:00,-3.2,0.0,100,160,1.3
2023/01/17,05:00,-1.5,0.0,100,95,1.9
2023/01/17,06:00,-1.0,0.0,100,76,1.6
2023/01/17,07:00,-0.5,0.0,100,138,1.5
2023/01/17,08:00,1.8,0.0,100,73,4.3
2023/01/17,09:00,7.0,0.0,73,69,3.0
2023/01/17,10:00,9.1,0.0,57,77,5.8
2023/01/17,11:00,10.6,0.0,48,88,7.4
2023/01/17,12:00,11.7,0.0,40,108,8.1
2023/01/17,13:00,12.5,0.0,35,127,9.0
2023/01/17,14:00,8.7,0.0,52,172,10.4
2023/01/17,15:00,8.6,0.0,62,178,7.7
2023/01/17,16:00,10.0,0.0,51,179,11.3
2023/01/17,17:00,8.9,0.0,60,177,14.8
2023/01/17,18:00,5.5,0.0,80,173,12.7
2023/01/17,19:00,3.7,0.0,89,175,9.7
2023/01/17,20:00,3.9,0.0,81,140,5.5
2023/01/17,21:00,3.1,0.0,86,191,6.8
2023/01/17,22:00,2.4,0.0,91,102,4.7
2023/01/17,23:00,0.5,0.0,100,120,5.0
2023/01/18,00:00,-0.6,0.0,100,194,3.4
2023/01/18,01:00,-1.0,0.0,100,166,1.5
2023/01/18,02:00,-1.3,0.0,100,142,2.2
2023/01/18,03:00,-2.6,0.0,100,70,2.9
2023/01/18,04:00,-2.3,0.0,100,59,0.4
2023/01/18,05:00,-2.5,0.0,100,109,3.1
2023/01/18,06:00,-2.4,0.0,100,61,3.1
2023/01/18,07:00,-1.3,0.0,100,83,3.0
2023/01/18,08:00,2.0,0.1,100,43,5.8
2023/01/18,09:00,6.3,0.0,79,63,4.6
2023/01/18,10:00,8.6,0.0,59,89,6.0
2023/01/18,11:00,10.6,0.0,46,114,8.1
2023/01/18,12:00,11.8,0.0,40,102,6.7
2023/01/18,13:00,12.8,0.0,37,99,7.9
2023/01/18,14:00,12.5,0.0,38,113,7.8
2023/01/18,15:00,12.5,0.0,39,101,8.4
2023/01/18,16:00,10.0,0.0,50,105,7.8
2023/01/18,17:00,11.3,0.0,39,107,10.0
2023/01/18,18:00,10.2,0.0,43,170,6.6
2023/01/18,19:00,8.0,0.0,59,138,9.6
2023/01/18,20:00,6.4,0.0,65,153,7.8
2023/01/18,21:00,4.0,0.0,97,161,4.4
2023/01/18,23:00,1.4,0.0,100,180,3.3
2023/01/19,00:00,1.2,0.0,100,168,1.1
2023/01/19,01:00,1.9,0.0,100,60,1.3
2023/01/19,02:00,2.0,0.0,100,58,1.8
2023/01/19,03:00,2.4,0.0,100,90,1.6
2023/01/19,04:00,2.3,0.3,100,94,5.9
2023/01/19,05:00,1.0,0.2,100,126,5.2
2023/01/19,06:00,1.1,0.2,100,91,4.1
2023/01/19,07:00,2.3,0.0,100,112,5.8
2023/01/19,08:00,4.8,0.0,94,97,6.4
2023/01/19,09:00,5.8,0.0,80,111,6.1
2023/01/19,10:00,6.2,0.0,78,97,6.5
2023/01/19,11:00,6.2,0.0,84,71,7.9
2023/01/19,12:00,8.3,0.0,73,91,7.1
2023/01/19,13:00,6.5,1.2,76,116,9.7
2023/01/19,14:00,3.3,1.0,100,122,8.4
2023/01/19,15:00,5.2,0.0,97,98,9.9
2023/01/19,16:00,7.6,0.1,83,99,11.8
2023/01/19,17:00,7.8,0.0,74,99,10.4
2023/01/19,18:00,6.0,0.0,80,99,8.0
2023/01/19,19:00,4.5,0.0,88,98,8.0
2023/01/19,20:00,3.5,0.0,93,75,6.0
2023/01/19,21:00,3.0,0.0,94,60,4.6
2023/01/19,22:00,2.2,0.0,99,63,1.8
2023/01/19,23:00,1.9,0.0,100,105,4.7
2023/01/20,00:00,1.3,0.0,100,79,4.3
2023/01/20,01:00,1.3,0.0,100,117,3.8
2023/01/20,02:00,1.7,0.0,100,98,3.4
2023/01/20,03:00,1.0,0.0,100,63,2.0
2023/01/20,04:00,1.2,0.0,100,82,3.6
2023/01/20,05:00,1.3,0.0,100,95,4.2
2023/01/20,06:00,0.9,0.0,100,83,1.8
2023/01/20,07:00,1.9,0.0,97,94,5.1
2023/01/20,08:00,3.0,0.0,93,51,4.3
2023/01/20,09:00,5.7,0.0,81,41,4.6
2023/01/20,10:00,8.5,0.0,62,82,5.3
2023/01/20,11:00,9.9,0.0,55,117,5.8
2023/01/20,12:00,9.7,0.0,54,136,7.4
2023/01/20,13:00,11.8,0.0,46,103,8.3
2023/01/20,14:00,12.6,0.0,41,127,8.0
2023/01/20,15:00,13.3,0.0,35,79,8.4
2023/01/20,16:00,12.9,0.0,32,100,7.7
2023/01/20,17:00,9.0,0.0,58,141,9.0
2023/01/20,18:00,8.8,0.0,50,133,7.1
2023/01/20,19:00,5.7,0.0,76,210,1.8
2023/01/20,20:00,2.9,0.0,96,290,2.8
2023/01/20,21:00,2.4,0.0,100,308,1.7
2023/01/20,22:00,1.6,0.0,100,307,2.2
2023/01/20,23:00,1.2,0.0,100,289,2.9
2023/01/21,00:00,0.4,0.0,100,274,4.3
2023/01/21,01:00,0.1,0.0,100,195,1.4
2023/01/21,02:00,-1.2,0.0,100,277,3.0
2023/01/21,03:00,-1.0,0.0,100,285,4.4
2023/01/21,04:00,-0.3,0.0,100,285,3.1
2023/01/21,05:00,0.0,0.0,100,267,0.6
2023/01/21,06:00,-0.1,0.0,100,134,0.8
2023/01/21,07:00,-0.3,0.1,100,45,1.4
2023/01/21,08:00,1.6,0.0,100,129,1.2
2023/01/21,09:00,6.4,0.0,87,164,4.0
2023/01/21,10:00,9.4,0.0,59,110,8.8
2023/01/21,11:00,8.6,0.0,65,68,7.2
2023/01/21,12:00,11.7,0.0,47,119,8.2
2023/01/21,13:00,13.9,0.0,36,100,9.2
