Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:IMATA
,Departamento:AREQUIPA,Provincia:CAYLLOMA,Distrito:SAN,ANTONIODECHUCA
,Latitud:15°50'33.56'',Longitud:71°5'26.22'',Altitud:4475,msnm.
,Tipo:EMA,-Meteorológica,Código:47E3834A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/04/09,19:00,3.1,0.0,97,300,4.2
2023/04/09,20:00,2.3,0.0,99,283,3.5
2023/04/09,21:00,1.3,0.0,100,283,1.8
2023/04/09,22:00,1.2,0.0,100,31,0.9
2023/04/09,23:00,0.7,0.0,100,94,2.5
2023/04/10,00:00,-0.4,0.0,100,60,4.1
2023/04/10,01:00,-0.4,0.0,100,66,3.4
2023/04/10,02:00,-0.5,0.0,100,104,3.7
2023/04/10,03:00,-1.5,0.0,100,153,1.3
2023/04/10,04:00,-1.1,0.0,100,152,2.5
2023/04/10,05:00,-2.2,0.0,100,161,2.0
2023/04/10,06:00,-3.0,0.0,100,131,1.0
2023/04/10,07:00,-3.2,0.0,100,99,0.7
2023/04/10,08:00,-1.9,0.0,100,75,1.6
2023/04/10,09:00,0.7,0.1,100,53,2.0
2023/04/10,10:00,4.5,0.0,100,55,3.7
2023/04/10,11:00,7.9,0.0,73,59,4.3
2023/04/10,12:00,9.6,0.0,56,314,3.8
2023/04/10,13:00,10.1,0.0,48,269,2.6
2023/04/10,14:00,10.8,0.0,43,318,3.3
2023/04/10,15:00,11.0,0.0,45,260,6.3
2023/04/10,16:00,10.5,0.0,47,245,6.0
2023/04/10,17:00,9.1,0.0,56,233,9.2
2023/04/10,18:00,6.1,0.0,66,243,8.3
2023/04/10,19:00,3.9,0.0,71,291,4.2
2023/04/10,20:00,2.3,0.0,79,245,0.8
2023/04/10,21:00,1.5,0.0,81,238,3.8
2023/04/10,22:00,1.2,0.0,81,119,0.8
2023/04/10,23:00,1.2,0.0,77,346,1.6
2023/04/11,00:00,0.0,0.0,84,140,1.3
2023/04/11,01:00,-1.2,0.0,95,202,2.4
2023/04/11,02:00,-0.6,0.0,85,331,0.9
2023/04/11,03:00,-1.8,0.0,95,127,0.8
2023/04/11,04:00,-2.0,0.0,94,187,2.3
2023/04/11,05:00,-2.1,0.0,88,192,1.9
2023/04/11,06:00,-2.7,0.0,95,191,2.1
2023/04/11,07:00,-2.1,0.0,89,134,1.2
2023/04/11,08:00,0.1,0.0,77,60,1.4
2023/04/11,09:00,4.5,0.0,60,8,0.9
2023/04/11,10:00,7.1,0.0,36,191,1.6
2023/04/11,11:00,8.6,0.0,34,172,1.6
2023/04/11,12:00,10.2,0.0,32,176,1.5
2023/04/11,13:00,10.9,0.0,33,265,3.8
2023/04/11,14:00,11.5,0.0,32,264,4.2
2023/04/11,15:00,11.3,0.0,33,224,5.7
2023/04/11,16:00,10.0,0.0,43,242,8.7
2023/04/11,17:00,8.3,0.0,52,213,8.5
2023/04/11,18:00,5.4,0.0,61,233,8.5
2023/04/11,19:00,3.9,0.0,64,249,6.7
2023/04/11,20:00,2.5,0.0,65,261,4.8
2023/04/11,21:00,0.9,0.0,88,276,4.7
2023/04/11,22:00,0.9,0.0,95,282,1.9
2023/04/11,23:00,1.0,0.0,91,289,3.7
2023/04/12,00:00,0.9,0.0,85,292,3.3
2023/04/12,01:00,0.2,0.0,83,187,1.8
2023/04/12,02:00,-1.0,0.0,91,160,1.7
2023/04/12,03:00,-1.1,0.0,90,80,1.6
2023/04/12,04:00,-1.1,0.0,92,108,1.6
2023/04/12,05:00,-1.1,0.0,98,190,2.5
2023/04/12,06:00,-1.4,0.0,99,180,2.5
2023/04/12,07:00,-1.2,0.0,99,166,1.7
2023/04/12,08:00,1.7,0.0,77,54,2.3
2023/04/12,09:00,5.4,0.0,46,114,1.7
2023/04/12,10:00,8.0,0.0,35,341,1.5
2023/04/12,11:00,9.1,0.0,35,321,2.1
2023/04/12,12:00,10.4,0.0,37,62,2.3
2023/04/12,13:00,11.6,0.0,36,347,3.7
2023/04/12,14:00,12.2,0.0,34,330,4.7
2023/04/12,15:00,11.8,0.0,34,291,6.8
2023/04/12,16:00,11.4,0.0,38,243,7.1
2023/04/12,17:00,9.4,0.0,42,249,9.0
2023/04/12,18:00,5.6,0.0,49,224,7.2
2023/04/12,19:00,3.1,0.0,53,256,6.5
2023/04/12,20:00,1.9,0.0,61,235,7.3
2023/04/12,21:00,1.4,0.0,64,243,5.1
2023/04/12,22:00,0.0,0.0,72,297,3.1
2023/04/12,23:00,-0.5,0.0,80,294,2.9
2023/04/13,00:00,-0.2,0.0,78,209,1.3
2023/04/13,01:00,-1.1,0.0,77,156,1.0
2023/04/13,02:00,-2.2,0.0,85,196,1.3
2023/04/13,03:00,-2.8,0.0,91,178,1.9
2023/04/13,04:00,-3.0,0.0,90,157,1.3
2023/04/13,05:00,-3.1,0.0,94,101,2.3
2023/04/13,06:00,-2.9,0.0,94,175,2.3
2023/04/13,07:00,-1.9,0.0,95,171,2.1
2023/04/13,08:00,1.1,0.0,75,73,1.8
2023/04/13,09:00,4.6,0.0,60,56,3.8
2023/04/13,10:00,7.6,0.0,50,52,3.3
2023/04/13,11:00,9.3,0.0,47,297,4.2
2023/04/13,12:00,10.0,0.0,48,307,5.0
2023/04/13,13:00,11.6,0.0,42,321,4.9
2023/04/13,14:00,12.3,0.0,36,339,2.9
2023/04/13,15:00,12.3,0.0,38,227,5.1
2023/04/13,16:00,11.4,0.0,42,239,8.0
2023/04/13,17:00,9.5,0.0,50,254,8.8
2023/04/13,18:00,5.6,0.0,67,257,8.5
2023/04/13,19:00,2.8,0.0,81,272,4.3
2023/04/13,20:00,1.3,0.0,90,285,3.9
2023/04/13,21:00,0.2,0.0,97,310,2.3
2023/04/13,22:00,0.3,0.0,96,272,1.5
2023/04/13,23:00,0.9,0.0,87,120,1.1
2023/04/14,00:00,0.1,0.0,96,170,1.1
2023/04/14,01:00,-1.2,0.0,100,212,0.9
2023/04/14,02:00,-1.6,0.0,100,187,1.5
2023/04/14,03:00,-1.9,0.0,100,166,0.8
2023/04/14,04:00,-2.1,0.0,100,138,1.6
2023/04/14,05:00,-2.8,0.0,100,139,1.3
2023/04/14,06:00,-2.8,0.0,100,191,2.6
2023/04/14,07:00,-2.4,0.0,100,129,1.5
2023/04/14,08:00,-0.2,0.0,98,146,1.6
2023/04/14,09:00,4.0,0.0,80,78,1.4
2023/04/14,10:00,7.7,0.0,57,104,1.3
2023/04/14,11:00,9.9,0.0,52,330,1.2
2023/04/14,12:00,11.2,0.0,48,8,1.4
2023/04/14,13:00,12.4,0.0,42,254,1.8
2023/04/14,14:00,11.4,0.0,42,208,1.6
2023/04/14,15:00,10.8,0.0,45,221,5.7
2023/04/14,16:00,9.9,0.0,54,250,9.0
2023/04/14,17:00,8.0,0.0,61,241,9.2
2023/04/14,18:00,6.2,0.0,67,240,6.7
2023/04/14,19:00,5.2,0.0,71,240,4.2
2023/04/14,20:00,4.2,0.0,73,224,4.0
2023/04/14,21:00,2.9,0.0,78,289,1.9
2023/04/14,22:00,2.3,0.0,80,284,2.7
2023/04/14,23:00,2.7,0.0,74,254,1.2
2023/04/15,00:00,1.1,0.0,80,149,0.8
2023/04/15,01:00,0.1,0.0,93,165,1.1
2023/04/15,02:00,-0.8,0.0,97,178,1.8
2023/04/15,03:00,-0.6,0.0,96,162,1.2
2023/04/15,04:00,0.1,0.0,90,105,1.4
2023/04/15,05:00,-0.2,0.0,95,144,1.6
2023/04/15,06:00,-0.1,0.0,100,181,2.4
2023/04/15,07:00,0.6,0.0,99,84,2.7
2023/04/15,08:00,4.1,0.0,87,46,3.7
2023/04/15,09:00,7.2,0.0,66,80,1.6
2023/04/15,10:00,9.6,0.0,54,22,1.5
2023/04/15,11:00,11.2,0.0,47,88,1.1
2023/04/15,12:00,11.9,0.0,45,42,2.3
2023/04/15,13:00,12.2,0.0,43,226,11.7
2023/04/15,14:00,7.1,2.3,73,155,5.4
2023/04/15,15:00,7.6,0.0,78,32,3.8
2023/04/15,16:00,5.9,0.1,85,139,8.5
2023/04/15,17:00,5.1,0.0,96,134,3.9
2023/04/15,18:00,5.4,0.0,93,291,1.9
2023/04/15,19:00,3.8,0.0,96,269,3.9
2023/04/15,20:00,2.9,0.0,97,243,1.7
2023/04/15,21:00,3.6,0.0,84,162,1.3
2023/04/15,22:00,1.9,0.0,97,96,0.6
2023/04/15,23:00,1.3,0.0,100,211,1.6
2023/04/16,00:00,1.6,0.0,100,182,0.7
2023/04/16,01:00,1.1,0.0,100,293,2.3
2023/04/16,02:00,-0.2,0.0,100,288,3.1
2023/04/16,03:00,-0.8,0.0,100,74,2.2
2023/04/16,04:00,-1.8,0.0,100,135,1.8
2023/04/16,05:00,-0.6,0.0,100,107,1.7
2023/04/16,06:00,-0.5,0.0,100,134,2.5
2023/04/16,07:00,-1.4,0.0,100,113,1.3
2023/04/16,08:00,-1.2,0.0,100,118,1.7
2023/04/16,09:00,1.3,0.1,100,72,0.5
2023/04/16,10:00,5.8,0.0,87,186,0.6
2023/04/16,11:00,9.3,0.0,54,225,1.3
2023/04/16,12:00,10.8,0.0,45,71,0.6
2023/04/16,13:00,12.0,0.0,42,181,1.9
2023/04/16,14:00,11.5,0.0,43,239,5.6
2023/04/16,15:00,11.6,0.0,46,265,7.5
2023/04/16,16:00,11.1,0.0,46,239,9.2
2023/04/16,17:00,8.5,0.0,55,241,8.6
2023/04/16,18:00,5.4,0.0,70,256,6.7
2023/04/16,19:00,3.1,0.0,76,288,4.4
2023/04/16,20:00,1.6,0.0,88,293,2.9
2023/04/16,21:00,0.7,0.0,91,287,3.5
2023/04/16,22:00,0.0,0.0,95,292,2.9
2023/04/16,23:00,0.1,0.0,87,283,3.5
2023/04/17,00:00,-0.5,0.0,89,193,1.9
2023/04/17,01:00,-1.8,0.0,97,169,1.4
2023/04/17,02:00,-2.2,0.0,96,187,2.0
2023/04/17,03:00,-1.7,0.0,88,185,1.5
2023/04/17,04:00,-3.1,0.0,94,196,1.8
2023/04/17,05:00,-3.4,0.0,93,191,2.0
2023/04/17,06:00,-3.3,0.0,88,173,0.7
2023/04/17,07:00,-3.4,0.0,91,180,1.1
2023/04/17,08:00,-0.6,0.0,83,127,1.1
2023/04/17,09:00,3.9,0.0,56,270,1.1
2023/04/17,10:00,7.1,0.0,46,351,1.0
2023/04/17,11:00,9.8,0.0,36,122,2.1
2023/04/17,12:00,11.0,0.0,33,217,3.1
2023/04/17,13:00,11.9,0.0,28,248,5.3
2023/04/17,14:00,12.6,0.0,26,256,4.6
2023/04/17,15:00,12.0,0.0,28,251,8.3
2023/04/17,16:00,10.1,0.0,33,241,10.2
2023/04/17,17:00,6.7,0.0,45,239,10.7
2023/04/17,18:00,3.8,0.0,61,252,7.3
2023/04/17,19:00,2.6,0.0,60,240,7.2
2023/04/17,20:00,1.3,0.0,62,282,4.4
2023/04/17,21:00,0.3,0.0,74,264,3.5
2023/04/17,22:00,-0.1,0.0,72,289,3.4
2023/04/17,23:00,0.0,0.0,73,285,3.6
2023/04/18,00:00,-0.1,0.0,69,257,4.8
2023/04/18,01:00,-1.1,0.0,73,282,2.5
2023/04/18,02:00,-1.1,0.0,76,228,5.0
2023/04/18,03:00,-0.1,0.0,66,228,0.6
2023/04/18,04:00,-0.1,0.0,66,73,1.4
2023/04/18,05:00,-1.4,0.0,76,57,1.1
2023/04/18,06:00,-2.0,0.0,76,85,2.2
2023/04/18,07:00,-2.0,0.0,83,163,1.7
2023/04/18,08:00,0.3,0.0,81,172,1.0
2023/04/18,09:00,4.3,0.0,55,295,0.9
2023/04/18,10:00,7.8,0.0,40,1,1.0
2023/04/18,11:00,9.6,0.0,30,293,1.9
2023/04/18,12:00,11.2,0.0,29,299,2.1
2023/04/18,13:00,12.3,0.0,29,311,4.5
2023/04/18,14:00,13.1,0.0,27,232,4.8
2023/04/18,15:00,12.9,0.0,26,253,7.7
2023/04/18,16:00,11.8,0.0,26,241,7.8
2023/04/18,17:00,10.0,0.0,27,248,9.7
2023/04/18,18:00,6.2,0.0,27,246,8.5
2023/04/18,19:00,3.8,0.0,31,311,4.0
2023/04/18,20:00,1.7,0.0,43,281,3.2
2023/04/18,21:00,1.1,0.0,51,297,2.7
2023/04/18,22:00,1.2,0.0,53,226,0.3
2023/04/18,23:00,0.5,0.0,55,159,1.5
2023/04/19,00:00,-0.9,0.0,58,162,1.4
2023/04/19,01:00,-2.8,0.0,78,144,1.9
2023/04/19,02:00,-2.8,0.0,70,165,2.0
2023/04/19,03:00,-3.8,0.0,80,123,1.8
2023/04/19,04:00,-4.5,0.0,85,168,2.4
2023/04/19,05:00,-4.6,0.0,82,162,2.0
2023/04/19,06:00,-4.6,0.0,82,130,2.3
2023/04/19,07:00,-3.8,0.0,81,166,2.4
2023/04/19,08:00,0.4,0.0,61,153,1.6
2023/04/19,09:00,5.1,0.0,42,102,1.0
2023/04/19,10:00,9.7,0.0,31,326,2.2
2023/04/19,11:00,11.2,0.0,29,322,3.1
2023/04/19,12:00,12.5,0.0,24,276,3.5
2023/04/19,13:00,13.7,0.0,21,336,5.1
2023/04/19,14:00,14.6,0.0,18,269,2.7
2023/04/19,15:00,14.8,0.0,18,237,4.9
2023/04/19,16:00,14.1,0.0,22,245,7.9
2023/04/19,17:00,11.7,0.0,25,235,10.2
2023/04/19,18:00,7.5,0.0,35,228,8.2
2023/04/19,19:00,4.2,0.0,44,270,5.3
2023/04/19,20:00,2.9,0.0,47,282,4.8
2023/04/19,21:00,2.0,0.0,47,305,2.2
2023/04/19,22:00,2.0,0.0,45,70,1.3
2023/04/19,23:00,0.1,0.0,52,133,2.0
2023/04/20,00:00,-1.9,0.0,61,183,2.9
2023/04/20,01:00,-2.9,0.0,65,180,3.2
2023/04/20,02:00,-3.0,0.0,67,121,2.4
2023/04/20,03:00,-3.6,0.0,76,179,2.2
2023/04/20,04:00,-3.4,0.0,73,157,1.6
2023/04/20,05:00,-3.6,0.0,75,121,2.6
2023/04/20,06:00,-4.0,0.0,85,108,2.7
2023/04/20,07:00,-2.5,0.0,83,114,1.2
2023/04/20,08:00,1.5,0.0,76,72,3.5
2023/04/20,09:00,5.7,0.0,64,81,3.8
2023/04/20,10:00,8.4,0.0,61,39,4.0
2023/04/20,11:00,9.8,0.0,57,33,3.4
2023/04/20,12:00,11.6,0.0,39,78,1.3
2023/04/20,13:00,13.2,0.0,31,239,1.2
2023/04/20,14:00,13.7,0.0,30,181,2.0
2023/04/20,15:00,13.3,0.0,31,246,9.5
2023/04/20,16:00,11.6,0.0,35,239,9.2
2023/04/20,17:00,9.3,0.0,42,237,9.8
2023/04/20,18:00,6.0,0.0,48,245,6.8
2023/04/20,19:00,3.8,0.0,53,275,4.3
2023/04/20,20:00,2.7,0.0,58,283,3.4
2023/04/20,21:00,2.9,0.0,50,250,5.7
2023/04/20,22:00,1.8,0.0,53,235,4.9
2023/04/20,23:00,2.1,0.0,50,277,0.8
2023/04/21,00:00,2.2,0.0,49,292,1.4
2023/04/21,01:00,1.7,0.0,50,295,0.8
2023/04/21,02:00,-0.1,0.0,62,188,1.2
2023/04/21,03:00,-0.6,0.0,62,166,0.7
2023/04/21,04:00,-2.2,0.0,72,158,1.6
2023/04/21,05:00,-2.3,0.0,71,190,1.7
2023/04/21,06:00,-2.2,0.0,66,180,1.3
2023/04/21,07:00,-2.4,0.0,68,135,1.2
2023/04/21,08:00,0.4,0.0,64,57,0.8
2023/04/21,09:00,5.6,0.0,47,280,1.6
2023/04/21,10:00,9.0,0.0,30,271,2.6
