Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:IMATA
,Departamento:AREQUIPA,Provincia:CAYLLOMA,Distrito:SAN,ANTONIODECHUCA
,Latitud:15°50'33.56'',Longitud:71°5'26.22'',Altitud:4475,msnm.
,Tipo:EMA,-Meteorológica,Código:47E3834A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/03/10,06:00,3.5,0.0,100,97,2.6
2023/03/10,07:00,4.2,0.0,100,93,1.4
2023/03/10,08:00,6.2,0.0,94,77,6.0
2023/03/10,09:00,6.5,0.0,91,66,4.9
2023/03/10,10:00,9.0,0.0,75,82,6.9
2023/03/10,11:00,9.8,0.0,74,87,6.7
2023/03/10,12:00,10.7,0.0,67,72,7.0
2023/03/10,13:00,10.9,0.0,65,66,6.9
2023/03/10,14:00,10.6,0.0,68,84,8.6
2023/03/10,15:00,11.0,0.0,65,99,5.4
2023/03/10,16:00,11.4,0.0,59,74,4.2
2023/03/10,17:00,9.3,0.0,73,192,6.3
2023/03/10,18:00,6.9,0.0,89,228,3.5
2023/03/10,19:00,6.0,0.0,94,250,3.1
2023/03/10,20:00,4.6,0.0,100,297,1.7
2023/03/10,21:00,4.7,0.0,100,156,8.2
2023/03/10,22:00,4.2,0.0,100,166,3.5
2023/03/10,23:00,3.4,0.0,100,166,1.5
2023/03/11,00:00,3.7,0.0,100,14,1.4
2023/03/11,01:00,3.6,0.0,100,35,1.1
2023/03/11,02:00,3.8,0.0,100,93,2.1
2023/03/11,03:00,3.7,0.0,100,90,3.0
2023/03/11,04:00,3.0,0.0,100,55,0.8
2023/03/11,05:00,2.4,0.0,100,80,2.1
2023/03/11,06:00,1.8,0.0,100,44,1.7
2023/03/11,07:00,3.0,0.0,100,135,2.6
2023/03/11,08:00,3.6,0.0,100,35,2.7
2023/03/11,09:00,5.8,0.0,92,60,2.0
2023/03/11,10:00,7.5,0.0,80,86,4.2
2023/03/11,11:00,9.0,0.0,71,111,3.6
2023/03/11,12:00,10.8,0.0,62,57,4.8
2023/03/11,13:00,11.6,0.0,59,87,4.5
2023/03/11,14:00,13.1,0.0,49,64,4.1
2023/03/11,15:00,12.3,0.1,53,116,7.1
2023/03/11,16:00,8.4,0.0,79,221,11.3
2023/03/11,17:00,6.4,0.0,89,275,3.5
2023/03/11,18:00,5.4,0.0,99,282,6.1
2023/03/11,19:00,4.6,0.0,100,279,5.4
2023/03/11,20:00,2.6,2.9,100,47,4.2
2023/03/11,21:00,2.3,0.5,100,32,3.3
2023/03/11,22:00,2.7,0.1,100,1,1.6
2023/03/11,23:00,3.1,0.0,100,347,1.0
2023/03/12,00:00,2.5,0.0,100,287,1.0
2023/03/12,01:00,2.3,0.0,100,42,0.7
2023/03/12,02:00,1.9,0.0,100,92,3.2
2023/03/12,03:00,1.2,0.0,100,82,2.7
2023/03/12,04:00,0.9,0.0,100,80,3.8
2023/03/12,05:00,0.9,0.0,100,100,3.9
2023/03/12,06:00,0.7,0.0,100,61,2.7
2023/03/12,07:00,0.4,0.0,100,82,4.1
2023/03/12,08:00,1.1,0.0,100,71,2.5
2023/03/12,09:00,3.7,0.0,100,44,3.4
2023/03/12,10:00,7.8,0.0,82,75,3.4
2023/03/12,11:00,8.9,0.0,73,67,2.6
2023/03/12,12:00,9.6,0.0,66,40,2.8
2023/03/12,13:00,10.9,0.0,61,42,3.0
2023/03/12,14:00,12.5,0.0,52,78,0.7
2023/03/12,15:00,11.2,0.0,60,69,4.2
2023/03/12,16:00,9.2,0.0,68,247,6.7
2023/03/12,17:00,6.2,0.0,99,242,9.0
2023/03/12,18:00,5.6,0.0,100,250,6.4
2023/03/12,19:00,3.1,2.1,98,106,3.5
2023/03/12,20:00,1.3,2.4,100,70,1.2
2023/03/12,21:00,1.3,1.0,100,304,3.0
2023/03/12,22:00,S/D,S/D,S/D,S/D,S/D
2023/03/12,23:00,2.0,0.0,100,275,2.0
2023/03/13,00:00,1.4,S/D,100,150,2.5
2023/03/13,01:00,1.0,0.0,100,84,1.0
2023/03/13,02:00,1.5,0.1,100,140,2.1
2023/03/13,03:00,1.3,0.0,100,161,1.3
2023/03/13,04:00,1.0,0.0,100,110,1.1
2023/03/13,05:00,0.9,0.0,100,111,2.3
2023/03/13,06:00,0.2,0.0,100,107,1.1
2023/03/13,07:00,0.2,0.0,100,65,3.4
2023/03/13,08:00,0.9,0.0,100,72,2.9
2023/03/13,09:00,2.3,0.0,100,66,1.6
2023/03/13,10:00,5.3,0.0,97,30,2.5
2023/03/13,11:00,7.4,0.0,83,19,3.1
2023/03/13,12:00,9.7,0.0,62,49,1.7
2023/03/13,13:00,11.1,0.0,51,9,2.2
2023/03/13,14:00,12.4,0.0,45,328,1.7
2023/03/13,15:00,13.1,0.0,45,93,4.5
2023/03/13,16:00,7.5,0.0,83,182,11.1
2023/03/13,17:00,6.1,0.0,88,181,3.3
2023/03/13,18:00,6.1,0.0,83,268,6.7
2023/03/13,19:00,5.1,0.0,96,268,5.3
2023/03/13,20:00,4.4,0.0,100,287,5.1
2023/03/13,21:00,3.9,0.0,100,286,5.5
2023/03/13,22:00,3.6,0.0,100,297,2.6
2023/03/13,23:00,3.3,0.0,100,287,2.9
2023/03/14,00:00,3.0,0.0,100,287,2.6
2023/03/14,01:00,2.8,0.0,100,288,1.8
2023/03/14,02:00,3.2,0.0,100,290,2.0
2023/03/14,03:00,3.2,0.0,100,134,0.6
2023/03/14,04:00,3.0,0.0,100,253,2.4
2023/03/14,05:00,2.9,0.0,100,265,2.1
2023/03/14,06:00,2.8,0.0,100,206,1.4
2023/03/14,07:00,3.4,0.0,100,160,2.8
2023/03/14,08:00,4.1,0.0,90,125,2.9
2023/03/14,09:00,5.0,0.0,86,172,0.7
2023/03/14,10:00,6.7,0.0,75,327,0.2
2023/03/14,11:00,8.7,0.0,65,46,2.3
2023/03/14,12:00,10.0,0.0,60,215,1.5
2023/03/14,13:00,11.0,0.0,60,177,8.2
2023/03/14,14:00,10.5,0.0,61,229,11.9
2023/03/14,15:00,7.0,0.0,89,243,10.8
2023/03/14,16:00,7.0,0.0,87,220,8.5
2023/03/14,17:00,5.7,0.0,93,254,7.2
2023/03/14,18:00,4.4,0.0,100,244,7.2
2023/03/14,19:00,3.8,0.0,100,246,6.2
2023/03/14,20:00,3.3,0.0,100,233,4.8
2023/03/14,21:00,2.9,0.0,100,236,5.1
2023/03/14,22:00,2.4,0.0,100,264,3.4
2023/03/14,23:00,1.9,0.0,100,255,0.9
2023/03/15,00:00,1.4,0.0,100,176,0.9
2023/03/15,01:00,0.4,0.0,100,213,1.1
2023/03/15,02:00,0.0,0.0,100,206,1.4
2023/03/15,03:00,-0.2,0.0,100,245,0.9
2023/03/15,04:00,-0.3,0.0,100,277,0.8
2023/03/15,05:00,-1.4,0.0,100,278,2.5
2023/03/15,06:00,-3.0,0.0,100,282,1.0
2023/03/15,07:00,-2.8,0.0,100,1,S/D
2023/03/15,08:00,-1.5,0.0,100,107,0.9
2023/03/15,09:00,1.7,0.1,98,2,1.1
2023/03/15,10:00,5.7,0.0,71,210,1.9
2023/03/15,11:00,8.1,0.0,60,164,4.5
2023/03/15,12:00,9.1,0.0,51,164,2.2
2023/03/15,13:00,10.3,0.0,47,151,3.4
2023/03/15,14:00,10.2,0.0,49,253,5.8
2023/03/15,15:00,6.7,1.3,79,297,4.7
2023/03/15,16:00,7.2,0.0,86,249,11.0
2023/03/15,17:00,5.5,0.0,90,255,9.6
2023/03/15,18:00,4.2,0.0,96,245,7.9
2023/03/15,19:00,3.6,0.0,99,239,6.1
2023/03/15,20:00,3.1,0.0,100,235,4.7
2023/03/15,21:00,3.0,0.0,100,234,4.4
2023/03/15,22:00,2.3,0.0,100,239,3.4
2023/03/15,23:00,1.0,0.0,100,286,2.7
2023/03/16,00:00,0.1,0.0,100,302,2.7
2023/03/16,01:00,-0.2,0.0,100,289,3.4
2023/03/16,02:00,-0.2,0.0,100,237,0.9
2023/03/16,03:00,-1.8,0.0,100,207,1.9
2023/03/16,04:00,-1.8,0.0,100,215,2.0
2023/03/16,05:00,-1.9,0.0,100,126,0.9
2023/03/16,06:00,-1.6,0.0,100,281,0.5
2023/03/16,07:00,-1.2,0.0,100,132,1.0
2023/03/16,08:00,0.4,0.0,94,327,1.3
2023/03/16,09:00,3.0,0.1,76,112,0.7
2023/03/16,10:00,5.1,0.0,59,309,1.0
2023/03/16,11:00,7.2,0.0,54,200,1.7
2023/03/16,12:00,8.9,0.0,53,113,1.9
2023/03/16,13:00,10.3,0.0,51,181,2.3
2023/03/16,14:00,9.9,0.0,60,87,5.9
2023/03/16,15:00,6.3,0.3,80,219,6.8
2023/03/16,16:00,4.2,0.5,95,267,6.1
2023/03/16,17:00,4.9,0.1,98,246,9.0
2023/03/16,18:00,4.0,0.0,99,241,7.2
2023/03/16,19:00,2.8,0.0,100,225,6.4
2023/03/16,20:00,1.9,0.0,100,259,6.9
2023/03/16,21:00,1.0,0.0,100,280,7.4
2023/03/16,22:00,0.4,0.0,100,280,4.9
2023/03/16,23:00,0.8,0.0,100,271,3.1
2023/03/17,00:00,1.0,0.0,99,269,3.1
2023/03/17,01:00,1.0,0.0,100,230,1.6
2023/03/17,02:00,0.6,0.0,100,238,1.2
2023/03/17,03:00,0.5,0.0,100,189,1.3
2023/03/17,04:00,0.6,0.0,100,169,0.7
2023/03/17,05:00,0.6,0.0,100,193,0.9
2023/03/17,06:00,0.8,0.0,100,1,S/D
2023/03/17,07:00,1.1,0.0,100,194,1.9
2023/03/17,08:00,2.6,0.0,98,63,1.1
2023/03/17,09:00,4.4,0.0,88,14,2.2
2023/03/17,10:00,6.1,0.0,81,48,4.9
2023/03/17,11:00,8.5,0.0,68,42,3.1
2023/03/17,12:00,7.4,0.1,73,15,3.4
2023/03/17,13:00,8.4,0.0,71,32,3.0
2023/03/17,14:00,6.7,1.4,80,354,2.3
2023/03/17,15:00,5.4,1.2,91,205,4.5
2023/03/17,16:00,5.4,0.0,92,217,8.1
2023/03/17,17:00,4.2,0.0,98,222,8.1
2023/03/17,18:00,4.4,0.0,96,202,6.1
2023/03/17,19:00,3.6,0.1,99,167,4.2
2023/03/17,20:00,3.3,0.2,100,179,2.4
2023/03/17,21:00,3.3,0.0,100,196,2.3
2023/03/17,22:00,3.5,0.0,100,148,3.8
2023/03/17,23:00,3.3,0.0,100,174,1.1
2023/03/18,00:00,2.7,0.0,100,169,1.5
2023/03/18,01:00,2.2,0.0,100,95,1.7
2023/03/18,02:00,2.3,0.0,100,83,1.2
2023/03/18,03:00,2.3,0.0,100,131,2.6
2023/03/18,04:00,1.7,0.0,100,115,2.4
2023/03/18,05:00,1.5,0.0,100,61,1.0
2023/03/18,06:00,0.9,0.0,100,150,1.1
2023/03/18,07:00,1.7,0.0,100,24,3.9
2023/03/18,08:00,3.1,0.0,99,53,1.4
2023/03/18,09:00,4.3,0.0,96,52,3.0
2023/03/18,10:00,5.7,0.0,89,61,3.6
2023/03/18,11:00,3.7,1.1,95,124,0.9
2023/03/18,12:00,8.4,0.1,79,64,4.9
2023/03/18,13:00,9.0,0.0,68,32,3.7
2023/03/18,14:00,8.9,0.0,67,11,2.9
2023/03/18,15:00,5.4,1.2,87,260,5.6
2023/03/18,16:00,2.5,1.1,99,236,9.9
2023/03/18,17:00,1.6,2.0,100,257,6.2
2023/03/18,18:00,2.3,0.4,100,235,2.4
2023/03/18,19:00,2.7,0.2,100,198,1.5
2023/03/18,20:00,2.8,0.2,100,170,3.5
2023/03/18,21:00,2.7,0.1,100,158,5.8
2023/03/18,22:00,2.4,0.0,100,151,4.2
2023/03/18,23:00,2.4,0.0,100,157,2.7
2023/03/19,00:00,2.5,0.0,100,187,2.2
2023/03/19,01:00,2.3,0.0,100,266,1.8
2023/03/19,02:00,1.8,0.0,100,288,2.2
2023/03/19,03:00,1.9,0.0,100,269,1.1
2023/03/19,04:00,1.8,0.0,100,1,S/D
2023/03/19,05:00,1.6,0.0,100,154,1.6
2023/03/19,06:00,0.4,0.0,100,186,2.0
2023/03/19,07:00,0.8,0.0,100,183,1.7
2023/03/19,08:00,2.8,0.0,100,119,1.0
2023/03/19,09:00,5.4,0.0,88,82,0.8
2023/03/19,10:00,6.9,0.0,74,165,2.4
2023/03/19,11:00,8.4,0.0,68,140,4.3
2023/03/19,12:00,8.7,0.0,61,86,4.2
2023/03/19,13:00,9.6,0.0,59,63,5.0
2023/03/19,14:00,9.5,0.0,63,119,1.5
2023/03/19,15:00,6.7,1.3,84,242,8.6
2023/03/19,16:00,5.5,0.2,98,241,9.0
2023/03/19,17:00,5.3,0.0,97,244,7.1
2023/03/19,18:00,4.2,0.3,100,218,6.1
2023/03/19,19:00,3.7,0.0,100,255,4.8
2023/03/19,20:00,3.2,S/D,S/D,S/D,S/D
2023/03/19,21:00,2.3,0.0,100,249,3.4
2023/03/19,22:00,2.0,0.0,100,178,3.7
2023/03/19,23:00,1.3,0.0,100,232,1.7
2023/03/20,00:00,0.0,0.0,100,308,2.2
2023/03/20,01:00,-0.1,0.0,100,296,3.3
2023/03/20,02:00,0.1,0.0,100,284,3.5
2023/03/20,03:00,0.0,0.0,100,275,1.6
2023/03/20,04:00,-0.2,0.0,100,259,2.6
2023/03/20,05:00,-0.4,0.0,100,199,1.5
2023/03/20,06:00,-0.3,0.0,100,282,2.4
2023/03/20,07:00,0.0,0.0,100,277,0.8
2023/03/20,08:00,1.0,0.0,100,253,1.7
2023/03/20,09:00,2.4,0.0,100,206,1.1
2023/03/20,10:00,5.1,0.0,88,17,1.7
2023/03/20,11:00,4.7,0.0,89,210,4.8
2023/03/20,12:00,5.3,0.0,95,206,6.2
2023/03/20,13:00,6.7,0.0,84,317,3.4
2023/03/20,14:00,7.4,0.0,80,120,2.5
2023/03/20,15:00,4.3,0.0,93,225,8.7
2023/03/20,16:00,3.5,0.0,100,249,7.3
2023/03/20,17:00,3.1,0.0,100,251,7.3
2023/03/20,18:00,2.6,0.0,100,240,5.2
2023/03/20,19:00,2.6,0.0,100,237,4.0
2023/03/20,20:00,2.4,0.0,100,259,3.9
2023/03/20,21:00,2.2,0.0,100,228,3.5
2023/03/20,22:00,2.0,0.0,100,264,3.0
2023/03/20,23:00,1.5,0.1,100,285,3.0
2023/03/21,00:00,1.2,0.1,100,292,2.1
2023/03/21,01:00,1.0,0.3,100,303,1.9
2023/03/21,02:00,1.1,0.1,100,309,0.6
2023/03/21,03:00,1.3,0.0,100,1,S/D
2023/03/21,04:00,1.3,0.1,100,48,1.8
2023/03/21,05:00,1.1,0.1,100,46,2.1
2023/03/21,06:00,1.4,0.0,100,42,2.2
2023/03/21,07:00,1.5,0.0,100,52,2.9
2023/03/21,08:00,2.4,0.0,100,44,4.6
2023/03/21,09:00,4.8,0.0,89,58,4.7
2023/03/21,10:00,6.7,0.0,75,56,4.3
2023/03/21,11:00,7.5,0.0,73,45,5.6
2023/03/21,12:00,8.0,0.0,71,33,5.5
2023/03/21,13:00,9.1,0.0,66,26,6.0
