Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:IMATA
,Departamento:AREQUIPA,Provincia:CAYLLOMA,Distrito:SAN,ANTONIODECHUCA
,Latitud:15°50'33.56'',Longitud:71°5'26.22'',Altitud:4475,msnm.
,Tipo:EMA,-Meteorológica,Código:47E3834A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/07/01,00:00,-1.2,0.0,49,146,1.6
2023/07/01,01:00,-3.7,0.0,59,123,2.2
2023/07/01,02:00,-4.9,0.0,62,135,2.1
2023/07/01,03:00,-5.6,0.0,66,135,2.2
2023/07/01,04:00,-6.8,0.0,69,159,2.7
2023/07/01,05:00,-7.8,0.0,74,166,3.1
2023/07/01,06:00,-7.7,0.0,77,128,2.6
2023/07/01,07:00,-9.0,0.0,80,153,3.1
2023/07/01,08:00,-5.4,0.0,74,130,3.0
2023/07/01,09:00,1.4,0.0,53,97,2.4
2023/07/01,10:00,7.7,0.0,31,89,1.7
2023/07/01,11:00,9.6,0.0,20,113,0.9
2023/07/01,12:00,11.6,0.0,15,354,3.6
2023/07/01,13:00,12.0,0.0,13,126,2.7
2023/07/01,14:00,12.8,0.0,13,253,0.2
2023/07/01,15:00,12.9,0.0,13,170,2.4
2023/07/01,16:00,12.6,0.0,14,248,8.3
2023/07/01,17:00,9.5,0.0,20,256,8.6
2023/07/01,18:00,5.4,0.0,25,242,4.7
2023/07/01,19:00,1.0,0.0,34,315,4.2
2023/07/01,20:00,0.8,0.0,37,159,0.7
2023/07/01,21:00,0.5,0.0,39,178,1.7
2023/07/01,22:00,-2.8,0.0,45,186,2.0
2023/07/01,23:00,-3.6,0.0,47,170,1.6
2023/07/02,00:00,-4.5,0.0,48,176,2.2
2023/07/02,01:00,-6.1,0.0,52,167,2.8
2023/07/02,02:00,-6.6,0.0,58,125,1.2
2023/07/02,03:00,-8.5,0.0,67,146,1.9
2023/07/02,04:00,-8.5,0.0,69,167,1.9
2023/07/02,05:00,-10.1,0.0,72,155,2.6
2023/07/02,06:00,-10.5,0.0,76,130,3.0
2023/07/02,07:00,-10.7,0.0,70,137,2.5
2023/07/02,08:00,-6.6,0.0,68,112,2.0
2023/07/02,09:00,1.0,0.0,47,70,1.9
2023/07/02,10:00,7.1,0.0,26,38,2.2
2023/07/02,11:00,9.4,0.0,19,179,2.7
2023/07/02,12:00,10.5,0.0,17,181,2.6
2023/07/02,13:00,12.4,0.0,14,278,2.2
2023/07/02,14:00,13.1,0.0,13,133,2.4
2023/07/02,15:00,12.8,0.0,13,209,0.9
2023/07/02,16:00,13.5,0.0,14,256,8.1
2023/07/02,17:00,10.7,0.0,20,242,8.0
2023/07/02,18:00,6.0,0.0,28,249,4.5
2023/07/02,19:00,2.0,0.0,34,304,4.2
2023/07/02,20:00,0.3,0.0,41,319,4.2
2023/07/02,21:00,0.9,0.0,39,213,1.6
2023/07/02,22:00,-1.4,0.0,43,193,2.8
2023/07/02,23:00,-2.8,0.0,46,179,2.1
2023/07/03,00:00,-5.3,0.0,52,160,1.6
2023/07/03,01:00,-6.0,0.0,60,152,2.3
2023/07/03,02:00,-8.4,0.0,65,169,2.8
2023/07/03,03:00,-8.4,0.0,60,123,3.9
2023/07/03,04:00,-8.6,0.0,67,124,1.6
2023/07/03,05:00,-9.6,0.0,67,138,2.1
2023/07/03,06:00,-10.1,0.0,69,132,3.1
2023/07/03,07:00,-10.4,0.0,70,138,3.2
2023/07/03,08:00,-5.4,0.0,63,99,3.5
2023/07/03,09:00,2.1,0.0,40,61,2.8
2023/07/03,10:00,8.6,0.0,27,47,4.5
2023/07/03,11:00,11.4,0.0,16,48,4.5
2023/07/03,12:00,13.1,0.0,14,40,3.2
2023/07/03,13:00,14.4,0.0,13,345,2.5
2023/07/03,14:00,15.4,0.0,10,359,1.4
2023/07/03,15:00,15.5,0.0,10,222,1.5
2023/07/03,16:00,15.2,0.0,14,262,8.2
2023/07/03,17:00,11.5,0.0,21,260,6.9
2023/07/03,18:00,5.5,0.0,32,303,6.8
2023/07/03,19:00,1.2,0.0,44,298,4.9
2023/07/03,20:00,-0.8,0.0,52,299,5.2
2023/07/03,21:00,-1.8,0.0,56,291,3.6
2023/07/03,22:00,-2.5,0.0,59,256,2.6
2023/07/03,23:00,-3.7,0.0,62,186,1.7
2023/07/04,00:00,-5.1,0.0,65,170,1.9
2023/07/04,01:00,-5.8,0.0,67,196,1.4
2023/07/04,02:00,-6.3,0.0,69,162,1.1
2023/07/04,03:00,-6.9,0.0,70,176,1.2
2023/07/04,04:00,-7.7,0.0,73,187,1.7
2023/07/04,05:00,-7.7,0.0,74,136,2.1
2023/07/04,06:00,-10.0,0.0,81,107,2.9
2023/07/04,07:00,-10.5,0.0,84,148,2.5
2023/07/04,08:00,-6.8,0.0,77,132,2.9
2023/07/04,09:00,0.7,0.0,50,123,1.3
2023/07/04,10:00,5.7,0.0,32,70,0.5
2023/07/04,11:00,9.6,0.0,24,93,1.0
2023/07/04,12:00,11.7,0.0,20,303,1.4
2023/07/04,13:00,12.9,0.0,16,283,3.5
2023/07/04,14:00,13.7,0.0,15,256,3.7
2023/07/04,15:00,14.2,0.0,13,270,4.7
2023/07/04,16:00,13.7,0.0,15,250,5.7
2023/07/04,17:00,11.6,0.0,19,263,7.7
2023/07/04,18:00,5.5,0.0,30,299,6.9
2023/07/04,19:00,0.7,0.0,43,300,4.9
2023/07/04,20:00,-1.4,0.0,51,298,4.1
2023/07/04,21:00,-1.6,0.0,53,244,2.8
2023/07/04,22:00,-2.2,0.0,51,183,2.3
2023/07/04,23:00,-4.2,0.0,61,197,2.1
2023/07/05,00:00,-5.7,0.0,62,173,2.1
2023/07/05,01:00,-6.2,0.0,63,190,2.3
2023/07/05,02:00,-8.0,0.0,66,168,2.0
2023/07/05,03:00,-8.7,0.0,73,149,2.2
2023/07/05,04:00,-9.9,0.0,76,169,2.1
2023/07/05,05:00,-9.4,0.0,72,153,2.2
2023/07/05,06:00,-10.8,0.0,78,124,3.0
2023/07/05,07:00,-10.4,0.0,73,161,2.0
2023/07/05,08:00,-7.5,0.0,68,142,1.7
2023/07/05,09:00,-0.6,0.0,51,148,0.9
2023/07/05,10:00,6.1,0.0,31,257,1.6
2023/07/05,11:00,9.4,0.0,21,294,3.4
2023/07/05,12:00,11.8,0.0,16,271,2.7
2023/07/05,13:00,13.5,0.0,13,267,3.8
2023/07/05,14:00,14.5,0.0,12,276,4.3
2023/07/05,15:00,14.5,0.0,13,257,5.3
