Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATICO CEN:Zone Mean Air Temperature [C](Hourly),ATICO E:Zone Mean Air Temperature [C](Hourly),MODULO:Zone Mean Air Temperature [C](Hourly),ATICO O:Zone Mean Air Temperature [C](Hourly),ATICO CEN:Zone Air System Sensible Heating Energy [J](Hourly),ATICO E:Zone Air System Sensible Heating Energy [J](Hourly),MODULO:Zone Air System Sensible Heating Energy [J](Hourly),ATICO O:Zone Air System Sensible Heating Energy [J](Hourly) 
 11/21  03:00:00,-4.3125,0.49862272072568056,-3.081806568934914,12.400000000000093,-3.333801210669534,0.0,0.0,1275225.7437422653,0.0 
 11/21  04:00:00,-5.4375,-0.057587129012517019,-3.878409547300011,12.400000000000091,-4.119412056750523,0.0,0.0,1370280.297349794,0.0 
 11/21  05:00:00,-5.812499999999999,-0.41510832359878499,-4.5591605392835519,12.40000000000008,-4.789210396105589,0.0,0.0,1472527.5833476396,0.0 
 11/21  06:00:00,-6.075,7.870888506934305,4.029657475566268,12.399829819766259,5.22248725770706,0.0,0.0,1197941.1457155145,0.0 
 11/21  07:00:00,-3.3,17.820126339334914,13.405834442828589,12.3995481362299,15.705422995813425,0.0,0.0,740244.1261789104,0.0 
 11/21  08:00:00,2.75,28.05746833240294,25.75166323120817,12.39858211516588,28.472334808401294,0.0,0.0,201846.9452021341,0.0 
 11/21  09:00:00,7.487500000000001,34.318722649886328,34.69400194856286,12.398792923256279,37.239902813718938,0.0,0.0,0.0,0.0 
 11/21  10:00:00,10.299999999999999,34.97468323790431,38.36341310921332,12.400272633551753,40.00427619631541,0.0,0.0,0.0,0.0 
 11/21  11:00:00,12.325,33.459512633480468,39.97507154591731,12.401723914627724,40.58509991590868,0.0,0.0,0.0,0.0 
 11/21  12:00:00,13.8125,32.19873026814972,40.909221328625417,12.400087435082878,40.81056138238867,0.0,0.0,0.0,0.0 
 11/21  13:00:00,14.675,29.987083498613605,39.77742688683347,12.400805346749467,38.76742269666301,0.0,0.0,0.0,0.0 
 11/21  14:00:00,15.087499999999999,27.00363076686628,35.988857055743888,12.400001103182028,33.592035750690218,0.0,0.0,0.0,0.0 
 11/21  15:00:00,14.7625,23.749752082214206,31.56892995728383,12.400001240012003,28.23411476246386,0.0,0.0,0.0,0.0 
 11/21  16:00:00,13.312500000000002,18.037028478728126,23.573952621038268,12.400000127422276,21.236106436494777,0.0,0.0,0.0,0.0 
 11/21  17:00:00,10.787499999999998,12.82815322744845,13.72996121820141,12.399999592663887,13.026305239440222,0.0,0.0,342485.04650364679,0.0 
 11/21  18:00:00,7.199999999999999,10.69996163980225,8.750088908517592,12.399997227097034,8.36111038515138,0.0,0.0,875702.6422031695,0.0 
 11/21  19:00:00,3.7625,8.821934957385551,5.3771347162384199,12.399999977259825,5.025983423450323,0.0,0.0,1199917.5313067316,0.0 
 11/21  20:00:00,1.975,7.31832009302483,3.1700685812875024,12.399990550618679,2.822461063677768,0.0,0.0,1309966.2078721829,0.0 
