"Fecha Tiempo, GMT-05:00","Temp, °C (SEN S/N: 20486630, LBL: Pared este)","Temp, °C (SEN S/N: 20486630, LBL: Pared sur)","Temp, °C (SEN S/N: 20486630, LBL: Pared oeste)","Temp, °C (SEN S/N: 20486630, LBL: Pared norte)"
06/06/22 16:15:00,12.829,7.669,14.770,59.149
06/06/22 16:30:00,12.072,7.178,12.001,57.545
06/06/22 16:45:00,11.070,6.557,10.262,56.664
06/06/22 17:00:00,10.058,5.827,8.861,55.867
06/06/22 17:15:00,8.998,5.073,7.698,55.242
06/06/22 17:30:00,7.970,4.335,6.620,54.964
06/06/22 17:45:00,7.078,3.635,5.664,54.510
06/06/22 18:00:00,6.291,3.046,4.838,54.148
06/06/22 18:15:00,5.576,2.570,4.172,53.965
06/06/22 18:30:00,5.013,2.205,3.646,53.858
06/06/22 18:45:00,4.381,1.684,2.979,53.702
06/06/22 19:00:00,3.929,1.183,2.513,53.581
06/06/22 19:15:00,3.421,0.725,2.017,53.300
06/06/22 19:30:00,3.014,0.356,1.576,52.789
06/06/22 19:45:00,2.518,-0.046,1.197,53.157
06/06/22 20:00:00,1.914,-0.466,0.697,52.981
06/06/22 20:15:00,1.605,-0.798,0.354,52.723
06/06/22 20:30:00,1.321,-1.040,0.072,52.537
06/06/22 20:45:00,0.756,-1.552,-0.594,52.687
06/06/22 21:00:00,0.328,-1.936,-1.035,52.366
06/06/22 21:15:00,0.035,-2.267,-1.226,52.339
06/06/22 21:30:00,-0.257,-2.487,-1.574,52.132
06/06/22 21:45:00,-0.513,-2.695,-1.811,52.033
06/06/22 22:00:00,-0.838,-2.938,-2.068,52.094
06/06/22 22:15:00,-0.955,-3.032,-2.220,51.955
06/06/22 22:30:00,-1.155,-3.178,-2.358,51.883
06/06/22 22:45:00,-1.629,-3.645,-2.867,51.772
06/06/22 23:00:00,-1.999,-3.953,-3.261,51.709
06/06/22 23:15:00,-2.478,-4.096,-3.563,51.607
06/06/22 23:30:00,-2.909,-4.277,-3.878,51.505
06/06/22 23:45:00,-3.150,-4.405,-4.036,51.351
06/07/22 00:00:00,-3.106,-4.543,-4.022,51.516
06/07/22 00:15:00,-3.329,-4.861,-4.292,51.505
06/07/22 00:30:00,-3.745,-5.193,-4.694,51.276
06/07/22 00:45:00,-3.798,-5.328,-4.734,51.377
06/07/22 01:00:00,-4.013,-5.625,-4.997,51.311
06/07/22 01:15:00,-4.122,-5.673,-5.168,50.907
06/07/22 01:30:00,-4.390,-5.911,-5.363,51.185
06/07/22 01:45:00,-4.663,-6.164,-5.689,51.080
06/07/22 02:00:00,-4.758,-6.192,-5.697,51.188
06/07/22 02:15:00,-5.076,-6.355,-5.841,51.027
06/07/22 02:30:00,-5.357,-6.536,-6.095,50.340
06/07/22 02:45:00,-5.780,-6.725,-6.371,50.905
06/07/22 03:00:00,-6.040,-6.890,-6.470,50.745
06/07/22 03:15:00,-6.044,-6.958,-6.379,50.558
06/07/22 03:30:00,-6.019,-7.004,-6.427,50.861
06/07/22 03:45:00,-6.007,-7.043,-6.460,50.413
06/07/22 04:00:00,-6.072,-7.157,-6.563,50.914
06/07/22 04:15:00,-6.421,-7.395,-6.750,49.856
06/07/22 04:30:00,-6.798,-7.659,-6.930,50.398
06/07/22 04:45:00,-6.982,-7.796,-7.022,50.598
06/07/22 05:00:00,-7.119,-7.894,-7.105,50.876
06/07/22 05:15:00,-7.169,-7.940,-7.149,50.541
06/07/22 05:30:00,-7.258,-8.005,-7.238,50.088
06/07/22 05:45:00,-7.674,-8.294,-7.543,50.817
06/07/22 06:00:00,-7.942,-8.458,-7.792,50.496
06/07/22 06:15:00,-8.018,-8.503,-7.880,50.571
06/07/22 06:30:00,-7.815,-8.321,-7.721,48.018
06/07/22 06:45:00,-7.478,-8.071,-7.403,50.606
06/07/22 07:00:00,-7.093,-7.831,-7.089,49.517
06/07/22 07:15:00,-6.733,-7.511,-6.687,46.483
06/07/22 07:30:00,-0.543,-6.864,-6.082,50.820
06/07/22 07:45:00,6.916,-5.845,-5.433,51.010
06/07/22 08:00:00,12.095,-4.877,-4.823,51.232
06/07/22 08:15:00,16.126,-3.964,-4.218,51.496
06/07/22 08:30:00,19.288,-3.015,-3.594,51.854
06/07/22 08:45:00,21.909,-2.077,-2.920,51.888
06/07/22 09:00:00,23.975,-1.203,-2.231,52.248
06/07/22 09:15:00,26.021,-0.474,-1.683,52.517
06/07/22 09:30:00,27.585,0.197,-1.033,52.985
06/07/22 09:45:00,28.290,0.915,-0.471,53.480
06/07/22 10:00:00,28.575,1.585,0.079,53.544
06/07/22 10:15:00,29.060,2.064,0.653,53.940
06/07/22 10:30:00,28.650,2.698,1.309,54.211
06/07/22 10:45:00,28.659,3.133,1.862,54.607
06/07/22 11:00:00,28.085,3.655,2.575,55.074
06/07/22 11:15:00,27.654,4.051,3.095,55.389
06/07/22 11:30:00,26.793,4.495,3.732,55.874
06/07/22 11:45:00,25.661,4.958,4.407,56.266
06/07/22 12:00:00,23.220,5.525,5.042,56.387
06/07/22 12:15:00,21.297,5.864,5.669,56.973
06/07/22 12:30:00,20.134,6.086,6.124,57.502
06/07/22 12:45:00,19.343,6.296,6.672,58.127
06/07/22 13:00:00,18.583,6.688,7.135,58.613
06/07/22 13:15:00,17.931,6.886,7.487,58.416
06/07/22 13:30:00,17.382,7.018,7.748,58.408
06/07/22 13:45:00,17.003,7.215,8.810,58.670
06/07/22 14:00:00,16.601,7.275,10.476,59.543
06/07/22 14:15:00,16.015,7.283,11.971,59.965
06/07/22 14:30:00,15.475,7.403,12.695,60.008
06/07/22 14:45:00,15.066,7.465,14.012,60.229
06/07/22 15:00:00,14.508,7.401,15.028,61.001
06/07/22 15:15:00,14.051,7.248,15.888,61.816
06/07/22 15:30:00,13.547,7.031,16.567,61.723
06/07/22 15:45:00,12.950,6.857,16.734,61.297
06/07/22 16:00:00,12.227,6.474,16.634,61.197
06/07/22 16:15:00,11.554,6.096,14.439,60.831
06/07/22 16:30:00,10.560,5.467,10.762,58.800
06/07/22 16:45:00,9.534,4.801,8.781,57.275
06/07/22 17:00:00,8.518,4.064,7.326,56.399
06/07/22 17:15:00,7.442,3.246,6.056,55.818
06/07/22 17:30:00,6.374,2.480,4.901,55.387
06/07/22 17:45:00,5.456,1.745,3.878,55.202
06/07/22 18:00:00,4.624,1.148,3.056,54.541
06/07/22 18:15:00,3.947,0.627,2.348,54.169
06/07/22 18:30:00,3.335,0.205,1.774,53.695
06/07/22 18:45:00,2.830,-0.174,1.299,53.413
06/07/22 19:00:00,2.207,-0.764,0.618,53.196
06/07/22 19:15:00,1.678,-1.205,0.134,53.050
06/07/22 19:30:00,1.257,-1.511,-0.271,52.974
06/07/22 19:45:00,0.684,-1.974,-0.801,52.735
06/07/22 20:00:00,0.169,-2.425,-1.292,52.558
06/07/22 20:15:00,-0.235,-2.740,-1.672,52.415
06/07/22 20:30:00,-0.898,-3.233,-2.361,52.282
06/07/22 20:45:00,-1.296,-3.643,-2.638,52.080
06/07/22 21:00:00,-1.654,-4.021,-3.025,52.082
06/07/22 21:15:00,-2.019,-4.356,-3.381,52.017
06/07/22 21:30:00,-2.260,-4.581,-3.622,51.776
06/07/22 21:45:00,-2.625,-4.913,-3.942,51.623
06/07/22 22:00:00,-2.880,-5.172,-4.209,51.583
06/07/22 22:15:00,-3.200,-5.460,-4.593,51.355
06/07/22 22:30:00,-3.253,-5.522,-4.625,51.505
06/07/22 22:45:00,-3.529,-5.751,-4.888,51.505
06/07/22 23:00:00,-4.083,-6.257,-5.483,51.267
06/07/22 23:15:00,-4.322,-6.427,-5.597,51.174
06/07/22 23:30:00,-4.764,-6.633,-5.841,51.256
06/07/22 23:45:00,-5.230,-6.912,-6.123,50.221
06/08/22 00:00:00,-5.654,-7.169,-6.486,51.056
06/08/22 00:15:00,-6.015,-7.412,-6.734,50.693
06/08/22 00:30:00,-5.935,-7.444,-6.707,51.001
06/08/22 00:45:00,-6.200,-7.800,-7.004,50.763
06/08/22 01:00:00,-6.456,-8.137,-7.369,50.761
06/08/22 01:15:00,-6.788,-8.414,-7.710,50.032
06/08/22 01:30:00,-6.948,-8.562,-7.770,50.728
06/08/22 01:45:00,-7.109,-8.704,-7.868,50.595
06/08/22 02:00:00,-7.308,-8.882,-8.032,50.266
06/08/22 02:15:00,-7.499,-9.021,-8.151,50.509
06/08/22 02:30:00,-7.651,-9.154,-8.205,50.342
06/08/22 02:45:00,-7.794,-9.308,-8.327,50.387
06/08/22 03:00:00,-8.024,-9.504,-8.533,49.998
06/08/22 03:15:00,-8.273,-9.714,-8.699,50.124
06/08/22 03:30:00,-8.722,-9.961,-9.063,50.187
06/08/22 03:45:00,-8.762,-10.013,-8.983,50.344
06/08/22 04:00:00,-8.865,-10.191,-9.099,50.260
06/08/22 04:15:00,-8.964,-10.239,-9.143,50.221
06/08/22 04:30:00,-9.147,-10.489,-9.372,50.124
06/08/22 04:45:00,-9.351,-10.687,-9.615,50.049
06/08/22 05:00:00,-9.519,-10.868,-9.763,50.030
06/08/22 05:15:00,-9.712,-10.976,-9.858,50.176
06/08/22 05:30:00,-9.985,-11.192,-10.032,50.019
06/08/22 05:45:00,-10.102,-11.351,-10.178,50.071
06/08/22 06:00:00,-10.330,-11.680,-10.610,49.955
06/08/22 06:15:00,-10.417,-11.770,-10.654,50.150
06/08/22 06:30:00,-10.454,-11.757,-10.544,50.049
06/08/22 06:45:00,-10.500,-11.684,-10.483,49.965
06/08/22 07:00:00,-10.437,-11.540,-10.267,49.998
06/08/22 07:15:00,-10.123,-11.172,-9.845,50.159
06/08/22 07:30:00,-4.101,-10.557,-9.295,50.357
06/08/22 07:45:00,3.569,-9.553,-8.614,50.387
06/08/22 08:00:00,9.087,-8.580,-7.983,50.602
06/08/22 08:15:00,13.460,-7.651,-7.385,50.806
06/08/22 08:30:00,16.961,-6.677,-6.727,50.977
06/08/22 08:45:00,19.756,-5.691,-6.005,51.271
06/08/22 09:00:00,22.253,-4.810,-5.346,51.516
06/08/22 09:15:00,23.946,-3.932,-4.688,51.636
06/08/22 09:30:00,25.396,-3.220,-4.007,51.955
06/08/22 09:45:00,26.236,-2.379,-3.207,52.266
06/08/22 10:00:00,26.897,-1.622,-2.538,52.433
06/08/22 10:15:00,27.413,-0.897,-1.845,52.753
06/08/22 10:30:00,27.605,-0.201,-1.093,52.949
06/08/22 10:45:00,27.477,0.340,-0.490,53.189
06/08/22 11:00:00,27.100,1.031,0.231,53.447
06/08/22 11:15:00,26.561,1.529,0.931,53.700
06/08/22 11:30:00,25.776,1.987,1.529,53.879
06/08/22 11:45:00,24.924,2.455,2.146,54.265
06/08/22 12:00:00,22.440,3.165,2.843,54.729
06/08/22 12:15:00,20.318,3.479,3.444,54.988
06/08/22 12:30:00,19.078,3.794,3.947,55.043
06/08/22 12:45:00,18.060,4.125,4.555,54.979
06/08/22 13:00:00,17.390,4.527,4.955,55.319
06/08/22 13:15:00,16.835,4.926,5.448,55.520
06/08/22 13:30:00,16.162,5.065,5.637,55.675
06/08/22 13:45:00,15.681,5.337,6.615,55.791
06/08/22 14:00:00,15.057,5.558,8.406,56.237
06/08/22 14:15:00,14.593,5.648,9.978,56.756
06/08/22 14:30:00,14.113,5.624,10.712,56.821
06/08/22 14:45:00,13.681,5.776,11.907,57.026
06/08/22 15:00:00,13.102,5.677,12.915,57.179
06/08/22 15:15:00,12.645,5.682,13.850,57.287
06/08/22 15:30:00,11.989,5.480,14.393,57.373
06/08/22 15:45:00,11.324,5.221,14.629,57.189
06/08/22 16:00:00,10.621,4.906,14.680,56.906
06/08/22 16:15:00,9.878,4.407,12.409,56.389
06/08/22 16:30:00,9.032,3.840,8.849,54.852
06/08/22 16:45:00,8.090,3.299,7.015,54.277
06/08/22 17:00:00,7.182,2.652,5.675,53.846
06/08/22 17:15:00,6.150,1.749,4.386,53.623
06/08/22 17:30:00,4.968,0.759,3.133,53.380
06/08/22 17:45:00,3.855,0.011,2.045,53.024
06/08/22 18:00:00,2.956,-0.704,1.086,52.833
06/08/22 18:15:00,2.297,-1.399,0.342,52.717
06/08/22 18:30:00,1.700,-2.021,-0.315,52.558
06/08/22 18:45:00,0.932,-2.644,-0.992,52.449
06/08/22 19:00:00,0.207,-3.338,-1.717,52.742
06/08/22 19:15:00,-0.460,-3.904,-2.338,52.199
06/08/22 19:30:00,-0.943,-4.286,-2.746,52.181
06/08/22 19:45:00,-1.312,-4.568,-3.143,51.807
06/08/22 20:00:00,-1.740,-4.840,-3.552,51.770
06/08/22 20:15:00,-2.209,-5.172,-3.923,51.516
06/08/22 20:30:00,-2.662,-5.627,-4.428,51.393
06/08/22 20:45:00,-3.056,-5.780,-4.694,51.357
06/08/22 21:00:00,-3.231,-5.989,-4.904,51.439
06/08/22 21:15:00,-3.593,-6.395,-5.473,50.387
06/08/22 21:30:00,-4.329,-6.932,-5.988,51.159
06/08/22 21:45:00,-4.447,-7.014,-6.105,51.192
06/08/22 22:00:00,-4.703,-7.248,-6.330,51.038
06/08/22 22:15:00,-4.886,-7.403,-6.601,50.887
06/08/22 22:30:00,-5.270,-7.676,-6.952,50.865
06/08/22 22:45:00,-5.454,-7.896,-7.027,50.924
06/08/22 23:00:00,-6.143,-8.240,-7.513,50.868
06/08/22 23:15:00,-6.583,-8.383,-7.735,50.756
06/08/22 23:30:00,-7.006,-8.612,-7.993,50.763
06/08/22 23:45:00,-7.228,-8.796,-8.063,50.292
06/09/22 00:00:00,-7.329,-8.964,-8.125,50.511
06/09/22 00:15:00,-7.633,-9.221,-8.364,50.426
06/09/22 00:30:00,-8.096,-9.485,-8.764,50.467
06/09/22 00:45:00,-8.104,-9.551,-8.674,50.650
06/09/22 01:00:00,-8.193,-9.750,-8.760,50.719
06/09/22 01:15:00,-8.304,-9.998,-9.010,50.340
06/09/22 01:30:00,-8.610,-10.230,-9.103,50.465
06/09/22 01:45:00,-8.886,-10.426,-9.249,50.253
06/09/22 02:00:00,-9.084,-10.544,-9.357,51.318
06/09/22 02:15:00,-9.366,-10.758,-9.508,50.420
06/09/22 02:30:00,-9.795,-11.063,-9.864,50.472
06/09/22 02:45:00,-10.063,-11.244,-10.052,50.161
06/09/22 03:00:00,-10.189,-11.356,-10.225,50.090
06/09/22 03:15:00,-10.139,-11.378,-10.180,50.133
06/09/22 03:30:00,-10.173,-11.454,-10.258,50.247
06/09/22 03:45:00,-10.337,-11.657,-10.459,49.656
06/09/22 04:00:00,-10.441,-11.804,-10.601,49.636
06/09/22 04:15:00,-10.623,-11.952,-10.751,50.062
06/09/22 04:30:00,-10.683,-12.007,-10.788,49.940
06/09/22 04:45:00,-10.846,-12.204,-11.008,49.938
06/09/22 05:00:00,-11.061,-12.429,-11.302,50.157
06/09/22 05:15:00,-11.137,-12.489,-11.293,49.985
06/09/22 05:30:00,-11.439,-12.787,-11.501,50.073
06/09/22 05:45:00,-11.825,-13.042,-11.720,49.961
06/09/22 06:00:00,-11.888,-13.035,-11.714,50.006
06/09/22 06:15:00,-12.103,-13.190,-11.847,50.006
06/09/22 06:30:00,-12.043,-13.110,-11.754,50.922
06/09/22 06:45:00,-11.847,-12.906,-11.583,50.342
06/09/22 07:00:00,-11.472,-12.584,-11.270,49.993
06/09/22 07:15:00,-11.054,-12.188,-10.835,50.101
06/09/22 07:30:00,-4.921,-11.560,-10.243,50.202
06/09/22 07:45:00,2.905,-10.575,-9.658,51.353
06/09/22 08:00:00,8.428,-9.549,-8.978,50.929
06/09/22 08:15:00,12.633,-8.562,-8.317,51.271
06/09/22 08:30:00,16.037,-7.576,-7.637,50.728
06/09/22 08:45:00,18.906,-6.595,-6.904,50.959
06/09/22 09:00:00,21.318,-5.611,-6.206,51.454
06/09/22 09:15:00,23.384,-4.753,-5.483,51.359
06/09/22 09:30:00,24.892,-3.895,-4.608,51.908
06/09/22 09:45:00,25.819,-2.975,-3.688,52.107
06/09/22 10:00:00,26.225,-1.909,-2.720,52.221
06/09/22 10:15:00,26.607,-1.070,-1.890,52.022
06/09/22 10:30:00,26.399,-0.303,-1.047,52.598
06/09/22 10:45:00,26.018,0.444,-0.317,52.644
06/09/22 11:00:00,25.431,1.038,0.289,53.134
06/09/22 11:15:00,24.637,1.495,0.963,53.760
06/09/22 11:30:00,23.728,2.091,1.544,53.844
06/09/22 11:45:00,22.760,2.500,2.007,53.637
06/09/22 12:00:00,20.591,2.926,2.607,53.893
06/09/22 12:15:00,18.687,3.176,3.067,55.086
06/09/22 12:30:00,17.387,3.576,3.530,54.983
06/09/22 12:45:00,16.472,4.097,4.064,55.828
06/09/22 13:00:00,15.800,4.117,4.416,54.847
06/09/22 13:15:00,15.224,4.527,4.769,54.437
06/09/22 13:30:00,14.619,4.837,5.053,54.296
06/09/22 13:45:00,13.933,4.930,5.779,54.451
06/09/22 14:00:00,13.476,4.929,7.649,54.812
06/09/22 14:15:00,13.025,4.935,8.950,55.413
06/09/22 14:30:00,12.551,4.997,9.731,55.180
06/09/22 14:45:00,12.013,4.961,10.788,55.835
06/09/22 15:00:00,11.549,4.819,11.830,56.298
06/09/22 15:15:00,11.009,4.652,12.624,56.630
06/09/22 15:30:00,10.400,4.400,13.075,56.553
06/09/22 15:45:00,9.834,4.255,13.514,55.928
06/09/22 16:00:00,9.145,3.947,13.487,55.348
06/09/22 16:15:00,8.517,3.587,11.362,55.351
06/09/22 16:30:00,7.749,3.090,7.784,54.000
06/09/22 16:45:00,6.881,2.530,5.974,53.417
06/09/22 17:00:00,5.979,1.850,4.600,53.107
06/09/22 17:15:00,4.947,0.985,3.350,52.992
06/09/22 17:30:00,3.778,0.021,2.096,52.517
06/09/22 17:45:00,2.800,-0.697,1.113,52.345
06/09/22 18:00:00,2.025,-1.155,0.434,52.035
06/09/22 18:15:00,1.384,-1.556,-0.205,52.024
06/09/22 18:30:00,0.805,-2.243,-0.950,52.123
06/09/22 18:45:00,0.278,-2.634,-1.501,52.851
06/09/22 19:00:00,-0.092,-3.098,-2.039,51.841
06/09/22 19:15:00,-0.715,-3.959,-2.870,51.908
06/09/22 19:30:00,-1.531,-4.538,-3.541,51.366
06/09/22 19:45:00,-2.041,-5.043,-4.084,51.062
06/09/22 20:00:00,-2.540,-5.377,-4.483,50.992
06/09/22 20:15:00,-3.014,-5.780,-4.934,50.837
06/09/22 20:30:00,-3.518,-6.137,-5.332,50.846
06/09/22 20:45:00,-3.878,-6.494,-5.685,50.756
06/09/22 21:00:00,-4.177,-6.864,-6.223,50.522
06/09/22 21:15:00,-4.488,-7.312,-6.693,50.578
06/09/22 21:30:00,-4.751,-7.505,-6.836,50.548
06/09/22 21:45:00,-5.095,-7.749,-7.065,50.552
06/09/22 22:00:00,-5.520,-8.110,-7.440,50.476
06/09/22 22:15:00,-6.247,-8.449,-7.866,50.333
06/09/22 22:30:00,-6.840,-8.676,-8.127,50.405
06/09/22 22:45:00,-7.099,-8.739,-8.176,50.193
06/09/22 23:00:00,-7.609,-9.090,-8.422,50.217
06/09/22 23:15:00,-8.028,-9.349,-8.741,50.090
06/09/22 23:30:00,-8.139,-9.476,-8.796,49.983
06/09/22 23:45:00,-7.979,-9.553,-8.672,49.995
06/10/22 00:00:00,-7.942,-9.634,-8.668,50.120
06/10/22 00:15:00,-8.317,-10.024,-8.981,50.066
06/10/22 00:30:00,-9.048,-10.599,-9.474,49.908
06/10/22 00:45:00,-9.293,-10.795,-9.634,49.734
06/10/22 01:00:00,-9.493,-10.952,-9.737,49.711
06/10/22 01:15:00,-9.935,-11.335,-10.041,49.858
06/10/22 01:30:00,-10.026,-11.421,-10.126,49.737
06/10/22 01:45:00,-9.810,-11.253,-9.950,49.715
06/10/22 02:00:00,-9.836,-11.219,-9.978,49.784
06/10/22 02:15:00,-9.974,-11.333,-10.095,49.696
06/10/22 02:30:00,-9.994,-11.342,-10.152,49.715
06/10/22 02:45:00,-10.199,-11.470,-10.323,49.568
06/10/22 03:00:00,-10.650,-11.720,-10.724,49.403
06/10/22 03:15:00,-10.952,-11.891,-10.974,49.430
06/10/22 03:30:00,-11.179,-12.048,-11.132,49.274
06/10/22 03:45:00,-11.074,-12.121,-11.025,49.097
06/10/22 04:00:00,-11.076,-12.215,-11.072,49.454
06/10/22 04:15:00,-11.119,-12.254,-11.123,49.507
06/10/22 04:30:00,-11.262,-12.392,-11.246,49.653
06/10/22 04:45:00,-11.320,-12.489,-11.362,49.458
06/10/22 05:00:00,-11.414,-12.589,-11.474,49.500
06/10/22 05:15:00,-11.691,-12.801,-11.680,49.401
06/10/22 05:30:00,-11.596,-12.684,-11.553,49.490
06/10/22 05:45:00,-11.727,-12.805,-11.628,49.375
06/10/22 06:00:00,-11.825,-12.885,-11.700,49.314
06/10/22 06:15:00,-11.856,-12.894,-11.689,49.341
06/10/22 06:30:00,-11.759,-12.819,-11.630,49.280
06/10/22 06:45:00,-11.490,-12.587,-11.409,49.172
06/10/22 07:00:00,-11.085,-12.220,-11.070,49.301
06/10/22 07:15:00,-10.623,-11.784,-10.586,49.238
06/10/22 07:30:00,-4.904,-11.103,-9.935,49.519
06/10/22 07:45:00,2.969,-10.017,-9.259,49.617
06/10/22 08:00:00,8.402,-8.932,-8.514,49.953
06/10/22 08:15:00,12.604,-7.853,-7.786,50.195
06/10/22 08:30:00,15.991,-6.828,-7.037,50.355
06/10/22 08:45:00,18.929,-5.759,-6.276,50.506
06/10/22 09:00:00,21.167,-4.722,-5.436,50.700
06/10/22 09:15:00,22.730,-3.801,-4.699,50.885
06/10/22 09:30:00,24.249,-3.023,-3.974,51.126
06/10/22 09:45:00,25.443,-2.220,-3.190,51.337
06/10/22 10:00:00,26.561,-1.529,-2.521,51.556
06/10/22 10:15:00,26.986,-0.830,-1.888,51.805
06/10/22 10:30:00,27.163,-0.149,-1.173,51.968
06/10/22 10:45:00,27.051,0.449,-0.357,52.312
06/10/22 11:00:00,26.372,1.132,0.363,52.436
06/10/22 11:15:00,25.340,1.784,1.218,52.623
06/10/22 11:30:00,24.603,2.153,1.815,52.853
06/10/22 11:45:00,23.692,2.481,2.394,52.979
06/10/22 12:00:00,21.688,2.758,2.793,53.208
06/10/22 12:15:00,19.826,3.226,3.399,53.337
06/10/22 12:30:00,18.452,3.625,3.884,53.489
06/10/22 12:45:00,17.413,3.760,4.403,53.679
06/10/22 13:00:00,16.872,3.948,4.787,53.893
06/10/22 13:15:00,16.275,4.177,5.137,54.028
06/10/22 13:30:00,15.727,4.459,5.424,54.028
06/10/22 13:45:00,15.300,4.710,6.166,54.143
06/10/22 14:00:00,14.768,4.990,8.132,54.501
06/10/22 14:15:00,14.134,4.992,9.497,54.767
06/10/22 14:30:00,13.562,5.192,10.164,54.805
06/10/22 14:45:00,12.919,5.235,11.213,54.943
06/10/22 15:00:00,12.444,5.174,12.299,55.125
06/10/22 15:15:00,11.850,5.145,13.055,55.235
06/10/22 15:30:00,11.175,5.045,13.502,55.233
06/10/22 15:45:00,10.554,4.859,13.784,55.125
06/10/22 16:00:00,9.878,4.573,13.726,55.137
06/10/22 16:15:00,9.217,4.169,11.762,54.743
06/10/22 16:30:00,8.458,3.650,8.266,53.779
06/10/22 16:45:00,7.567,3.057,6.450,53.300
06/10/22 17:00:00,6.642,2.292,5.058,52.951
06/10/22 17:15:00,5.475,1.299,3.610,52.723
06/10/22 17:30:00,4.259,0.318,2.304,52.415
06/10/22 17:45:00,3.203,-0.383,1.275,52.177
06/10/22 18:00:00,2.389,-0.884,0.510,51.879
06/10/22 18:15:00,1.644,-1.404,-0.187,51.814
06/10/22 18:30:00,0.994,-2.128,-0.955,51.656
06/10/22 18:45:00,0.451,-2.753,-1.629,51.525
06/10/22 19:00:00,-0.083,-3.325,-2.224,51.362
06/10/22 19:15:00,-0.865,-4.086,-3.015,51.247
06/10/22 19:30:00,-1.511,-4.707,-3.645,51.273
06/10/22 19:45:00,-2.245,-5.234,-4.237,51.038
06/10/22 20:00:00,-2.735,-5.737,-4.833,50.763
06/10/22 20:15:00,-3.131,-6.078,-5.055,50.745
06/10/22 20:30:00,-3.708,-6.478,-5.685,50.706
06/10/22 20:45:00,-4.294,-7.016,-6.393,50.752
06/10/22 21:00:00,-4.598,-7.325,-6.661,50.489
06/10/22 21:15:00,-5.097,-7.827,-7.294,50.598
06/10/22 21:30:00,-5.528,-8.158,-7.462,50.305
06/10/22 21:45:00,-5.712,-8.368,-7.700,50.409
06/10/22 22:00:00,-5.868,-8.493,-7.698,50.355
06/10/22 22:15:00,-6.385,-8.869,-7.958,50.210
06/10/22 22:30:00,-6.601,-9.016,-8.116,50.086
06/10/22 22:45:00,-6.962,-9.173,-8.269,50.189
06/10/22 23:00:00,-7.159,-9.336,-8.375,50.148
06/10/22 23:15:00,-7.466,-9.592,-8.572,50.008
06/10/22 23:30:00,-7.584,-9.737,-8.693,49.959
06/10/22 23:45:00,-7.903,-10.048,-9.000,50.021
06/11/22 00:00:00,-8.296,-10.419,-9.321,49.878
06/11/22 00:15:00,-8.631,-10.623,-9.510,49.865
06/11/22 00:30:00,-9.245,-10.950,-9.965,49.875
06/11/22 00:45:00,-9.446,-11.143,-10.102,49.539
06/11/22 01:00:00,-9.750,-11.407,-10.339,49.585
06/11/22 01:15:00,-10.267,-11.720,-10.766,49.796
06/11/22 01:30:00,-10.252,-11.811,-10.700,49.940
06/11/22 01:45:00,-10.505,-11.950,-10.879,49.923
06/11/22 02:00:00,-10.492,-12.016,-10.872,49.664
06/11/22 02:15:00,-10.826,-12.371,-11.179,49.530
06/11/22 02:30:00,-10.872,-12.418,-11.179,49.507
06/11/22 02:45:00,-11.076,-12.647,-11.414,48.556
06/11/22 03:00:00,-11.177,-12.740,-11.463,49.596
06/11/22 03:15:00,-11.356,-12.922,-11.598,49.769
06/11/22 03:30:00,-11.441,-12.943,-11.664,49.777
06/11/22 03:45:00,-11.802,-13.188,-11.859,49.916
06/11/22 04:00:00,-12.039,-13.394,-12.096,49.957
06/11/22 04:15:00,-12.149,-13.444,-12.158,49.528
06/11/22 04:30:00,-12.371,-13.589,-12.282,49.566
06/11/22 04:45:00,-12.328,-13.551,-12.286,49.360
06/11/22 05:00:00,-12.808,-13.908,-12.656,49.348
06/11/22 05:15:00,-12.894,-13.956,-12.686,49.549
06/11/22 05:30:00,-13.138,-14.128,-12.857,49.560
06/11/22 05:45:00,-13.434,-14.364,-13.221,49.726
06/11/22 06:00:00,-13.677,-14.516,-13.489,49.337
06/11/22 06:15:00,-13.889,-14.651,-13.701,49.360
06/11/22 06:30:00,-13.797,-14.582,-13.613,49.375
06/11/22 06:45:00,-13.415,-14.325,-13.235,49.371
06/11/22 07:00:00,-13.032,-14.058,-12.892,49.426
06/11/22 07:15:00,-12.559,-13.646,-12.385,49.059
06/11/22 07:30:00,-6.687,-12.892,-11.677,49.596
06/11/22 07:45:00,1.585,-11.797,-10.965,49.837
06/11/22 08:00:00,7.415,-10.639,-10.195,49.756
06/11/22 08:15:00,11.546,-9.478,-9.417,49.833
06/11/22 08:30:00,14.886,-8.383,-8.633,50.197
06/11/22 08:45:00,17.843,-7.391,-7.929,50.491
06/11/22 09:00:00,20.555,-6.411,-7.161,50.750
06/11/22 09:15:00,22.502,-5.438,-6.367,50.903
06/11/22 09:30:00,24.058,-4.542,-5.510,51.069
06/11/22 09:45:00,25.006,-3.689,-4.540,51.265
06/11/22 10:00:00,25.802,-3.073,-3.858,51.428
06/11/22 10:15:00,26.138,-2.225,-3.056,51.676
06/11/22 10:30:00,26.237,-1.590,-2.318,51.910
06/11/22 10:45:00,26.019,-0.936,-1.687,52.046
06/11/22 11:00:00,25.645,-0.194,-0.870,52.384
06/11/22 11:15:00,25.151,0.430,-0.165,52.339
06/11/22 11:30:00,24.172,1.037,0.587,52.565
06/11/22 11:45:00,23.231,1.461,1.216,52.648
