"Fecha Tiempo, GMT-05:00","Temp, °C (SEN S/N: 20486630, LBL: Pared este)","Temp, °C (SEN S/N: 20486630, LBL: Pared sur)","Temp, °C (SEN S/N: 20486630, LBL: Pared oeste)","Temp, °C (SEN S/N: 20486630, LBL: Pared norte)"
04/25/22 12:00:00,20.841,10.580,9.778,140.916
04/25/22 12:15:00,20.039,10.815,10.443,85.747
04/25/22 12:30:00,19.499,11.055,11.073,88.487
04/25/22 12:45:00,19.004,11.209,11.519,80.646
04/25/22 13:00:00,18.646,11.257,12.065,74.970
04/25/22 13:15:00,17.946,11.157,12.171,74.437
04/25/22 13:30:00,17.656,11.394,13.547,75.367
04/25/22 13:45:00,17.663,11.470,15.290,75.861
04/25/22 14:00:00,17.369,11.478,17.424,83.324
04/25/22 14:15:00,17.115,11.393,19.059,85.225
04/25/22 14:30:00,16.909,11.204,19.659,82.359
04/25/22 14:45:00,16.433,10.991,20.314,80.577
04/25/22 15:00:00,16.330,11.134,21.985,81.514
04/25/22 15:15:00,15.880,10.954,21.464,78.756
04/25/22 15:30:00,15.670,11.015,22.630,78.433
04/25/22 15:45:00,15.243,10.780,21.415,76.750
04/25/22 16:00:00,14.274,10.436,18.809,73.200
04/25/22 16:15:00,13.858,10.357,19.598,72.259
04/25/22 16:30:00,13.320,10.041,15.949,70.494
04/25/22 16:45:00,12.900,9.725,14.378,67.775
04/25/22 17:00:00,12.065,9.007,12.959,65.957
04/25/22 17:15:00,10.965,8.038,11.573,63.817
04/25/22 17:30:00,10.066,7.083,10.458,63.411
04/25/22 17:45:00,9.179,6.301,9.398,63.091
04/25/22 18:00:00,8.504,5.739,8.638,60.971
04/25/22 18:15:00,7.998,5.213,8.012,60.710
04/25/22 18:30:00,7.437,4.718,7.381,56.953
04/25/22 18:45:00,6.941,4.267,6.838,57.550
04/25/22 19:00:00,6.401,3.817,6.279,56.062
04/25/22 19:15:00,6.057,3.427,5.810,54.503
04/25/22 19:30:00,5.576,2.988,5.258,55.041
04/25/22 19:45:00,5.058,2.575,4.671,55.774
04/25/22 20:00:00,4.686,2.329,4.304,54.676
04/25/22 20:15:00,4.373,2.003,3.783,54.480
04/25/22 20:30:00,3.760,1.695,3.181,54.857
04/25/22 20:45:00,3.214,1.372,2.717,54.484
04/25/22 21:00:00,3.022,1.170,2.625,54.376
04/25/22 21:15:00,2.717,0.886,2.302,54.035
04/25/22 21:30:00,2.615,0.783,2.213,54.129
04/25/22 21:45:00,2.526,0.663,2.022,53.711
04/25/22 22:00:00,2.148,0.330,1.498,53.535
04/25/22 22:15:00,1.732,0.167,1.151,53.123
04/25/22 22:30:00,1.530,0.056,1.014,53.457
04/25/22 22:45:00,1.134,-0.130,0.641,52.737
04/25/22 23:00:00,0.763,-0.443,0.276,52.402
04/25/22 23:15:00,0.408,-0.646,-0.003,52.689
04/25/22 23:30:00,0.340,-0.867,-0.069,52.773
04/25/22 23:45:00,-0.005,-1.230,-0.301,52.894
04/26/22 00:00:00,-0.201,-1.467,-0.527,52.789
04/26/22 00:15:00,-0.469,-1.708,-0.748,52.782
04/26/22 00:30:00,-0.625,-1.918,-0.909,52.705
04/26/22 00:45:00,-0.828,-2.140,-1.129,52.782
04/26/22 01:00:00,-0.891,-2.272,-1.212,52.719
04/26/22 01:15:00,-0.951,-2.452,-1.369,52.757
04/26/22 01:30:00,-1.214,-2.678,-1.628,52.592
04/26/22 01:45:00,-1.351,-2.682,-1.683,52.657
04/26/22 02:00:00,-1.338,-2.707,-1.674,52.687
04/26/22 02:15:00,-1.338,-2.726,-1.685,52.628
04/26/22 02:30:00,-1.310,-2.724,-1.637,52.614
04/26/22 02:45:00,-1.294,-2.731,-1.604,52.515
04/26/22 03:00:00,-1.221,-2.680,-1.529,52.540
04/26/22 03:15:00,-1.308,-2.611,-1.542,52.696
04/26/22 03:30:00,-1.356,-2.510,-1.569,52.508
04/26/22 03:45:00,-1.369,-2.443,-1.554,52.499
04/26/22 04:00:00,-1.463,-2.429,-1.663,52.705
04/26/22 04:15:00,-1.504,-2.403,-1.723,52.723
04/26/22 04:30:00,-1.590,-2.434,-1.780,52.760
04/26/22 04:45:00,-1.538,-2.430,-1.758,52.785
04/26/22 05:00:00,-1.631,-2.523,-1.872,53.098
04/26/22 05:15:00,-1.819,-2.675,-2.048,52.839
04/26/22 05:30:00,-1.974,-2.841,-2.198,52.858
04/26/22 05:45:00,-2.204,-3.063,-2.410,52.705
04/26/22 06:00:00,-2.325,-3.148,-2.540,52.748
04/26/22 06:15:00,-2.207,-3.058,-2.530,52.746
04/26/22 06:30:00,-2.052,-2.914,-2.409,52.956
04/26/22 06:45:00,-1.717,-2.622,-2.007,52.805
04/26/22 07:00:00,-1.345,-2.349,-1.748,52.910
04/26/22 07:15:00,4.984,-1.392,-1.276,53.100
04/26/22 07:30:00,10.038,-0.743,-0.837,53.157
04/26/22 07:45:00,12.606,-0.151,-0.348,53.279
04/26/22 08:00:00,14.349,0.541,0.245,53.598
04/26/22 08:15:00,14.352,1.139,0.824,53.630
04/26/22 08:30:00,16.226,2.163,1.808,54.402
04/26/22 08:45:00,18.002,3.358,2.730,54.907
04/26/22 09:00:00,22.628,4.906,3.683,55.242
04/26/22 09:15:00,25.318,5.853,4.245,56.077
04/26/22 09:30:00,27.359,6.393,4.660,56.006
04/26/22 09:45:00,28.704,6.925,5.137,56.831
04/26/22 10:00:00,29.644,7.479,5.687,57.252
04/26/22 10:15:00,29.287,7.807,6.134,58.232
04/26/22 10:30:00,29.790,8.271,6.721,58.913
04/26/22 10:45:00,29.307,8.640,7.206,59.690
04/26/22 11:00:00,28.008,9.115,7.890,60.035
04/26/22 11:15:00,26.419,9.487,8.529,60.495
04/26/22 11:30:00,25.841,10.153,9.430,61.667
04/26/22 11:45:00,23.967,10.606,10.323,62.872
04/26/22 12:00:00,23.265,11.244,11.157,64.190
04/26/22 12:15:00,22.395,11.272,11.256,64.528
04/26/22 12:30:00,21.791,11.601,11.834,64.667
04/26/22 12:45:00,21.495,12.181,12.811,65.419
04/26/22 13:00:00,21.506,12.737,13.608,66.374
04/26/22 13:15:00,21.598,12.975,14.096,67.547
04/26/22 13:30:00,21.020,12.828,15.069,68.494
04/26/22 13:45:00,20.403,12.671,15.066,68.427
04/26/22 14:00:00,20.058,13.255,18.179,70.351
04/26/22 14:15:00,19.746,13.230,19.853,71.978
04/26/22 14:30:00,18.967,12.981,19.355,72.219
04/26/22 14:45:00,18.701,12.992,18.952,71.535
04/26/22 15:00:00,18.213,12.876,19.502,71.352
04/26/22 15:15:00,17.308,12.458,18.546,70.333
04/26/22 15:30:00,16.766,12.192,19.570,70.477
04/26/22 15:45:00,15.983,11.675,19.893,70.582
04/26/22 16:00:00,15.342,11.224,20.646,70.946
04/26/22 16:15:00,14.644,10.640,20.373,70.069
04/26/22 16:30:00,13.922,10.058,15.734,67.185
04/26/22 16:45:00,12.919,9.264,13.682,64.438
04/26/22 17:00:00,11.907,8.504,12.098,62.069
04/26/22 17:15:00,10.986,7.757,10.802,61.397
04/26/22 17:30:00,10.090,7.072,9.691,60.008
04/26/22 17:45:00,9.376,6.514,8.779,59.273
04/26/22 18:00:00,8.790,6.041,8.037,58.881
04/26/22 18:15:00,8.265,5.566,7.370,57.817
04/26/22 18:30:00,7.757,5.105,6.788,57.345
04/26/22 18:45:00,7.228,4.602,6.196,57.106
04/26/22 19:00:00,6.503,3.991,5.547,56.657
04/26/22 19:15:00,5.894,3.462,5.006,56.210
04/26/22 19:30:00,5.284,2.939,4.449,56.232
04/26/22 19:45:00,4.670,2.471,3.983,55.852
04/26/22 20:00:00,4.267,2.124,3.618,55.474
04/26/22 20:15:00,3.743,1.705,3.140,55.276
04/26/22 20:30:00,3.150,1.171,2.590,55.003
04/26/22 20:45:00,2.770,0.840,2.171,54.836
04/26/22 21:00:00,2.358,0.508,1.793,54.532
04/26/22 21:15:00,1.902,0.114,1.434,54.525
04/26/22 21:30:00,1.830,-0.005,1.335,54.225
04/26/22 21:45:00,1.518,-0.297,1.064,54.084
04/26/22 22:00:00,1.212,-0.687,0.580,54.807
04/26/22 22:15:00,1.071,-0.916,0.171,54.596
04/26/22 22:30:00,0.996,-1.081,-0.012,54.031
04/26/22 22:45:00,0.903,-1.054,0.008,54.087
04/26/22 23:00:00,0.864,-1.056,-0.055,53.842
04/26/22 23:15:00,0.680,-1.223,-0.126,54.108
04/26/22 23:30:00,0.425,-1.351,-0.332,53.683
04/26/22 23:45:00,-0.111,-1.665,-0.756,53.716
04/27/22 00:00:00,-0.583,-1.963,-1.082,53.330
04/27/22 00:15:00,-0.872,-2.131,-1.310,53.258
04/27/22 00:30:00,-1.317,-2.385,-1.662,53.137
04/27/22 00:45:00,-1.524,-2.516,-1.814,53.475
04/27/22 01:00:00,-1.663,-2.695,-1.911,53.240
04/27/22 01:15:00,-1.796,-2.856,-2.101,53.332
04/27/22 01:30:00,-2.036,-3.015,-2.278,53.027
04/27/22 01:45:00,-2.327,-3.229,-2.510,53.196
04/27/22 02:00:00,-2.642,-3.472,-2.803,52.972
04/27/22 02:15:00,-3.187,-3.861,-3.307,52.762
04/27/22 02:30:00,-3.427,-4.028,-3.362,52.427
04/27/22 02:45:00,-3.600,-4.131,-3.515,52.701
04/27/22 03:00:00,-3.710,-4.241,-3.342,52.773
04/27/22 03:15:00,-3.983,-4.464,-3.565,52.424
04/27/22 03:30:00,-4.212,-4.646,-3.822,52.492
04/27/22 03:45:00,-4.496,-4.842,-3.989,52.305
04/27/22 04:00:00,-4.631,-4.957,-4.015,52.506
04/27/22 04:15:00,-4.739,-5.086,-4.028,52.467
04/27/22 04:30:00,-4.751,-5.143,-3.946,52.210
04/27/22 04:45:00,-4.743,-5.184,-3.902,52.008
04/27/22 05:00:00,-4.858,-5.309,-4.143,52.073
04/27/22 05:15:00,-5.059,-5.508,-4.337,52.040
04/27/22 05:30:00,-5.091,-5.595,-4.352,51.796
04/27/22 05:45:00,-5.026,-5.613,-4.350,51.874
04/27/22 06:00:00,-5.005,-5.638,-4.418,51.714
04/27/22 06:15:00,-4.932,-5.603,-4.379,52.125
04/27/22 06:30:00,-4.724,-5.386,-4.290,52.055
04/27/22 06:45:00,-4.458,-5.166,-4.126,52.253
04/27/22 07:00:00,-4.000,-4.827,-3.801,51.810
04/27/22 07:15:00,2.908,-3.706,-3.190,52.375
04/27/22 07:30:00,9.678,-2.854,-2.649,52.017
04/27/22 07:45:00,14.533,-2.129,-2.227,51.814
04/27/22 08:00:00,18.392,-1.237,-1.726,52.880
04/27/22 08:15:00,22.066,-0.338,-1.265,53.201
04/27/22 08:30:00,24.966,0.560,-0.726,53.842
04/27/22 08:45:00,27.127,1.464,-0.187,53.521
04/27/22 09:00:00,28.804,2.306,0.313,53.886
04/27/22 09:15:00,29.977,3.082,0.790,54.475
04/27/22 09:30:00,30.632,3.868,1.265,54.338
04/27/22 09:45:00,30.936,4.665,1.885,54.691
04/27/22 10:00:00,31.192,5.346,2.483,55.077
04/27/22 10:15:00,30.947,6.017,3.312,55.714
04/27/22 10:30:00,30.923,6.623,4.097,56.266
04/27/22 10:45:00,30.298,7.163,4.921,56.936
04/27/22 11:00:00,28.658,7.817,5.834,57.639
04/27/22 11:15:00,27.619,8.230,6.553,58.514
04/27/22 11:30:00,26.480,8.660,7.289,59.743
04/27/22 11:45:00,24.504,8.985,7.982,60.568
04/27/22 12:00:00,22.556,9.302,8.688,61.665
04/27/22 12:15:00,21.694,9.572,9.308,62.898
04/27/22 12:30:00,21.008,9.831,9.947,63.953
04/27/22 12:45:00,20.822,10.038,10.537,64.863
04/27/22 13:00:00,20.353,10.357,11.164,65.690
04/27/22 13:15:00,19.943,10.522,11.610,66.453
04/27/22 13:30:00,20.022,10.600,13.257,67.580
04/27/22 13:45:00,19.450,10.809,14.912,69.124
04/27/22 14:00:00,19.185,10.934,16.999,70.410
04/27/22 14:15:00,18.938,10.944,18.641,71.839
04/27/22 14:30:00,18.287,10.693,17.689,71.589
04/27/22 14:45:00,17.268,10.314,17.370,70.861
04/27/22 15:00:00,17.071,10.501,20.199,72.440
04/27/22 15:15:00,16.926,10.492,21.549,72.591
04/27/22 15:30:00,16.700,10.265,22.166,72.926
04/27/22 15:45:00,16.391,10.686,21.721,72.706
04/27/22 16:00:00,15.734,10.577,20.938,71.370
04/27/22 16:15:00,15.167,10.279,20.417,71.045
04/27/22 16:30:00,14.649,9.980,16.107,69.518
04/27/22 16:45:00,13.727,9.447,14.207,66.846
04/27/22 17:00:00,12.731,8.758,12.769,65.693
04/27/22 17:15:00,11.769,8.045,11.542,63.187
04/27/22 17:30:00,10.823,7.269,10.387,61.712
04/27/22 17:45:00,10.061,6.514,9.399,60.847
04/27/22 18:00:00,9.381,5.875,8.559,59.260
04/27/22 18:15:00,8.782,5.314,7.863,58.639
04/27/22 18:30:00,8.187,4.819,7.206,58.299
04/27/22 18:45:00,7.655,4.347,6.658,58.416
04/27/22 19:00:00,7.165,4.007,6.182,57.431
04/27/22 19:15:00,6.685,3.686,5.767,56.721
04/27/22 19:30:00,6.199,3.309,5.322,56.508
04/27/22 19:45:00,5.719,2.919,4.895,56.183
04/27/22 20:00:00,5.292,2.582,4.443,55.974
04/27/22 20:15:00,4.882,2.245,4.063,56.060
04/27/22 20:30:00,4.595,2.052,3.771,55.894
04/27/22 20:45:00,4.231,1.732,3.361,55.694
04/27/22 21:00:00,3.792,1.354,2.910,55.505
04/27/22 21:15:00,3.429,1.088,2.572,55.476
04/27/22 21:30:00,3.067,0.742,2.198,55.278
04/27/22 21:45:00,2.598,0.302,1.774,54.890
04/27/22 22:00:00,2.151,-0.071,1.238,54.607
04/27/22 22:15:00,1.911,-0.346,0.884,54.584
04/27/22 22:30:00,1.566,-0.650,0.585,55.079
04/27/22 22:45:00,0.871,-0.957,0.068,54.366
04/27/22 23:00:00,0.437,-1.212,-0.242,53.972
04/27/22 23:15:00,0.176,-1.376,-0.432,54.061
04/27/22 23:30:00,-0.153,-1.719,-0.694,53.700
04/27/22 23:45:00,-0.181,-1.837,-0.756,53.528
04/28/22 00:00:00,-0.289,-1.963,-0.891,53.551
04/28/22 00:15:00,-0.459,-2.140,-1.074,53.832
04/28/22 00:30:00,-0.916,-2.436,-1.460,53.602
04/28/22 00:45:00,-1.074,-2.585,-1.569,53.484
04/28/22 01:00:00,-1.230,-2.720,-1.696,53.507
04/28/22 01:15:00,-1.340,-2.885,-1.841,53.681
04/28/22 01:30:00,-1.402,-2.880,-1.852,53.681
04/28/22 01:45:00,-1.604,-3.108,-2.097,52.922
04/28/22 02:00:00,-2.082,-3.502,-2.458,53.059
04/28/22 02:15:00,-2.387,-3.708,-2.682,53.256
04/28/22 02:30:00,-2.547,-3.843,-2.821,53.162
04/28/22 02:45:00,-2.826,-4.069,-3.043,53.109
04/28/22 03:00:00,-2.977,-4.207,-3.181,52.997
04/28/22 03:15:00,-3.130,-4.348,-3.307,52.757
04/28/22 03:30:00,-3.340,-4.487,-3.233,52.576
04/28/22 03:45:00,-3.520,-4.633,-3.394,52.592
04/28/22 04:00:00,-3.753,-4.768,-3.539,52.780
04/28/22 04:15:00,-3.929,-4.881,-3.609,52.397
04/28/22 04:30:00,-3.957,-4.852,-3.719,52.159
04/28/22 04:45:00,-3.878,-4.736,-3.541,52.199
04/28/22 05:00:00,-3.916,-4.755,-3.594,52.221
04/28/22 05:15:00,-4.126,-4.902,-3.811,52.282
04/28/22 05:30:00,-4.312,-4.984,-3.964,52.318
04/28/22 05:45:00,-4.261,-4.940,-3.942,52.213
04/28/22 06:00:00,-4.284,-4.986,-3.994,52.366
04/28/22 06:15:00,-4.115,-4.936,-3.947,52.336
04/28/22 06:30:00,-3.803,-4.705,-3.758,52.350
04/28/22 06:45:00,-3.487,-4.443,-3.548,52.357
04/28/22 07:00:00,-2.918,-3.919,-3.050,52.580
04/28/22 07:15:00,3.981,-2.620,-2.365,52.860
04/28/22 07:30:00,10.666,-1.740,-1.816,53.371
04/28/22 07:45:00,15.667,-0.888,-1.322,54.082
04/28/22 08:00:00,19.534,-0.027,-0.902,54.366
04/28/22 08:15:00,22.633,0.829,-0.429,54.005
04/28/22 08:30:00,24.816,1.747,0.107,54.148
04/28/22 08:45:00,25.813,2.648,0.749,54.544
04/28/22 09:00:00,25.304,3.414,1.335,54.759
04/28/22 09:15:00,24.894,4.332,2.143,55.048
04/28/22 09:30:00,24.912,5.171,2.943,55.634
04/28/22 09:45:00,25.712,6.097,3.999,56.168
04/28/22 10:00:00,25.313,6.688,4.787,56.814
04/28/22 10:15:00,24.545,7.200,5.444,57.454
04/28/22 10:30:00,25.299,8.042,6.337,57.965
04/28/22 10:45:00,25.146,8.525,6.966,58.328
04/28/22 11:00:00,24.928,8.796,7.431,58.847
04/28/22 11:15:00,24.045,9.092,8.060,59.655
04/28/22 11:30:00,22.637,9.364,8.779,60.612
04/28/22 11:45:00,21.042,9.769,9.712,61.628
04/28/22 12:00:00,19.801,10.214,10.556,62.530
04/28/22 12:15:00,18.855,10.369,10.908,62.676
04/28/22 12:30:00,18.357,10.571,11.180,63.085
04/28/22 12:45:00,18.659,11.099,11.786,63.947
04/28/22 13:00:00,18.606,11.222,12.046,64.429
04/28/22 13:15:00,18.265,11.198,12.399,64.483
04/28/22 13:30:00,17.965,11.225,13.148,64.184
04/28/22 13:45:00,17.485,11.417,13.521,64.262
04/28/22 14:00:00,17.199,11.453,13.801,64.048
04/28/22 14:15:00,16.406,11.274,13.019,63.094
04/28/22 14:30:00,16.181,11.361,13.210,62.345
04/28/22 14:45:00,15.939,11.434,13.168,61.912
04/28/22 15:00:00,16.228,11.950,16.485,62.932
04/28/22 15:15:00,15.955,12.069,19.112,64.948
04/28/22 15:30:00,14.870,11.216,17.055,64.396
04/28/22 15:45:00,14.501,10.773,17.909,64.175
04/28/22 16:00:00,13.936,10.394,16.159,63.327
04/28/22 16:15:00,13.203,10.010,14.794,61.732
04/28/22 16:30:00,12.959,9.749,13.598,61.134
04/28/22 16:45:00,12.435,9.281,12.480,60.297
04/28/22 17:00:00,12.225,9.078,11.819,59.826
04/28/22 17:15:00,11.429,8.539,10.890,58.860
04/28/22 17:30:00,10.569,7.812,9.778,58.137
04/28/22 17:45:00,9.685,7.135,8.922,57.672
04/28/22 18:00:00,8.945,6.491,8.137,57.149
04/28/22 18:15:00,8.221,5.869,7.398,56.620
04/28/22 18:30:00,7.585,5.343,6.786,56.313
04/28/22 18:45:00,7.111,5.011,6.357,56.138
04/28/22 19:00:00,6.717,4.624,5.920,55.935
04/28/22 19:15:00,6.275,4.108,5.398,55.612
04/28/22 19:30:00,5.743,3.656,4.869,56.028
04/28/22 19:45:00,5.459,3.427,4.568,56.163
04/28/22 20:00:00,5.218,3.218,4.304,55.748
04/28/22 20:15:00,4.890,2.929,4.037,55.585
04/28/22 20:30:00,4.607,2.643,3.765,55.438
04/28/22 20:45:00,4.421,2.505,3.541,56.303
04/28/22 21:00:00,4.182,2.250,3.206,55.667
04/28/22 21:15:00,4.012,2.126,3.056,56.036
04/28/22 21:30:00,3.807,1.896,2.885,55.999
04/28/22 21:45:00,3.497,1.579,2.550,55.736
04/28/22 22:00:00,3.355,1.513,2.384,54.836
04/28/22 22:15:00,2.948,1.081,1.981,54.536
04/28/22 22:30:00,2.783,1.038,1.842,54.807
04/28/22 22:45:00,2.633,0.927,1.688,54.898
04/28/22 23:00:00,2.476,0.781,1.552,54.793
04/28/22 23:15:00,2.361,0.680,1.440,54.681
04/28/22 23:30:00,2.104,0.475,1.218,54.774
04/28/22 23:45:00,1.769,0.250,0.939,54.499
04/29/22 00:00:00,1.277,-0.015,0.568,54.225
04/29/22 00:15:00,1.219,-0.170,0.453,54.270
04/29/22 00:30:00,1.071,-0.273,0.366,54.617
04/29/22 00:45:00,1.033,-0.297,0.337,54.456
04/29/22 01:00:00,0.780,-0.513,0.088,54.190
04/29/22 01:15:00,0.441,-0.701,-0.205,53.993
04/29/22 01:30:00,0.435,-0.712,-0.231,54.155
04/29/22 01:45:00,0.250,-0.994,-0.499,53.646
04/29/22 02:00:00,0.077,-1.301,-0.805,53.431
04/29/22 02:15:00,0.049,-1.271,-0.585,53.463
04/29/22 02:30:00,0.420,-0.907,-0.231,53.591
04/29/22 02:45:00,0.649,-0.736,-0.010,53.447
04/29/22 03:00:00,0.651,-0.715,-0.010,53.427
04/29/22 03:15:00,1.081,-0.264,0.432,53.482
04/29/22 03:30:00,1.381,0.070,0.751,53.651
04/29/22 03:45:00,1.479,0.195,0.883,53.707
04/29/22 04:00:00,1.639,0.372,1.045,54.031
04/29/22 04:15:00,1.857,0.579,1.243,53.970
04/29/22 04:30:00,1.820,0.475,1.125,54.042
04/29/22 04:45:00,1.838,0.532,1.093,53.902
04/29/22 05:00:00,1.875,0.568,1.134,53.881
04/29/22 05:15:00,1.815,0.565,1.072,53.916
04/29/22 05:30:00,1.698,0.549,0.977,53.930
04/29/22 05:45:00,1.557,0.473,0.932,53.860
04/29/22 06:00:00,1.349,0.327,0.726,53.874
04/29/22 06:15:00,1.347,0.214,0.553,53.828
04/29/22 06:30:00,1.845,0.536,0.924,53.804
04/29/22 06:45:00,2.700,1.018,1.459,54.010
04/29/22 07:00:00,2.329,0.781,1.100,53.893
04/29/22 07:15:00,4.179,1.050,1.258,53.935
04/29/22 07:30:00,6.729,1.899,1.902,54.115
04/29/22 07:45:00,7.556,2.394,2.332,54.183
04/29/22 08:00:00,14.746,3.323,2.772,54.480
04/29/22 08:15:00,16.335,3.850,3.047,54.771
04/29/22 08:30:00,13.545,4.265,3.733,55.031
04/29/22 08:45:00,18.545,5.353,4.701,55.994
04/29/22 09:00:00,21.654,5.995,5.258,56.345
04/29/22 09:15:00,21.257,6.447,5.669,56.726
04/29/22 09:30:00,21.937,6.902,6.100,56.951
04/29/22 09:45:00,22.483,6.903,6.045,57.497
04/29/22 10:00:00,23.171,7.219,6.212,57.697
04/29/22 10:15:00,23.902,7.542,6.509,58.240
04/29/22 10:30:00,24.208,7.931,6.909,58.981
04/29/22 10:45:00,24.148,8.262,7.338,59.482
04/29/22 11:00:00,23.704,8.565,7.763,59.917
04/29/22 11:15:00,22.959,8.892,8.285,60.639
04/29/22 11:30:00,22.055,9.176,8.742,61.723
04/29/22 11:45:00,20.147,9.424,9.296,62.559
04/29/22 12:00:00,18.418,9.631,9.774,63.350
04/29/22 12:15:00,17.757,9.874,10.335,64.164
04/29/22 12:30:00,17.350,10.017,10.869,65.034
04/29/22 12:45:00,17.251,10.217,11.493,65.883
04/29/22 13:00:00,16.830,10.254,11.818,66.544
04/29/22 13:15:00,16.658,10.493,12.219,67.009
04/29/22 13:30:00,16.610,10.618,13.859,67.788
04/29/22 13:45:00,16.333,10.664,15.622,69.379
04/29/22 14:00:00,16.000,10.574,16.924,70.250
04/29/22 14:15:00,15.807,10.583,18.585,71.442
04/29/22 14:30:00,15.639,10.606,19.793,72.414
04/29/22 14:45:00,15.508,10.631,21.269,73.366
04/29/22 15:00:00,15.333,10.540,22.444,74.208
04/29/22 15:15:00,15.113,10.432,23.363,74.809
04/29/22 15:30:00,14.870,10.397,24.255,75.660
04/29/22 15:45:00,14.592,10.276,24.941,75.439
04/29/22 16:00:00,14.276,10.095,25.230,75.335
04/29/22 16:15:00,13.903,9.888,24.517,74.589
04/29/22 16:30:00,13.482,9.644,19.206,71.066
04/29/22 16:45:00,12.831,9.247,16.880,67.772
04/29/22 17:00:00,11.871,8.624,15.211,65.122
04/29/22 17:15:00,11.005,8.048,13.928,63.135
04/29/22 17:30:00,10.377,7.534,13.014,61.850
04/29/22 17:45:00,9.751,7.184,12.190,60.985
04/29/22 18:00:00,9.290,6.917,11.485,60.335
04/29/22 18:15:00,9.108,6.688,10.945,59.692
04/29/22 18:30:00,8.892,6.349,10.400,58.947
04/29/22 18:45:00,8.556,5.968,9.695,58.258
04/29/22 19:00:00,8.113,5.619,9.004,57.863
04/29/22 19:15:00,7.486,5.089,8.283,57.497
04/29/22 19:30:00,7.080,4.785,7.827,57.244
04/29/22 19:45:00,6.593,4.499,7.234,56.731
04/29/22 20:00:00,6.065,4.033,6.642,56.429
04/29/22 20:15:00,5.477,3.673,6.076,56.288
04/29/22 20:30:00,5.239,3.432,5.797,56.143
04/29/22 20:45:00,4.940,3.218,5.488,55.869
04/29/22 21:00:00,4.652,2.948,5.169,55.745
04/29/22 21:15:00,4.400,2.697,4.905,55.629
04/29/22 21:30:00,3.907,2.351,4.469,55.561
04/29/22 21:45:00,3.602,2.121,4.190,55.406
04/29/22 22:00:00,3.276,1.933,3.822,55.387
04/29/22 22:15:00,2.891,1.632,3.495,55.377
04/29/22 22:30:00,2.518,1.430,3.082,55.266
04/29/22 22:45:00,2.291,1.250,2.848,55.305
04/29/22 23:00:00,2.264,1.074,2.820,55.561
04/29/22 23:15:00,2.106,0.888,2.575,55.312
04/29/22 23:30:00,1.902,0.671,2.351,55.154
04/29/22 23:45:00,1.803,0.628,2.269,54.850
04/30/22 00:00:00,1.640,0.429,2.066,54.795
04/30/22 00:15:00,1.359,0.179,1.767,54.762
04/30/22 00:30:00,1.330,0.181,1.696,54.679
04/30/22 00:45:00,1.142,0.055,1.503,54.600
04/30/22 01:00:00,1.100,0.030,1.425,54.480
04/30/22 01:15:00,0.888,-0.151,1.211,54.388
04/30/22 01:30:00,0.611,-0.371,0.989,54.350
04/30/22 01:45:00,0.594,-0.376,0.924,54.209
04/30/22 02:00:00,0.308,-0.653,0.615,54.277
04/30/22 02:15:00,0.079,-0.814,0.408,54.199
04/30/22 02:30:00,-0.222,-1.036,0.110,54.477
04/30/22 02:45:00,-0.525,-1.258,-0.179,54.291
04/30/22 03:00:00,-0.455,-1.224,-0.097,54.120
04/30/22 03:15:00,-0.830,-1.476,-0.385,53.891
04/30/22 03:30:00,-1.153,-1.708,-0.740,54.080
04/30/22 03:45:00,-1.517,-1.967,-0.983,54.286
04/30/22 04:00:00,-1.721,-2.151,-1.214,54.221
04/30/22 04:15:00,-1.719,-2.247,-1.232,53.839
04/30/22 04:30:00,-1.782,-2.314,-1.310,53.635
04/30/22 04:45:00,-1.863,-2.441,-1.399,53.856
04/30/22 05:00:00,-2.124,-2.653,-1.654,53.860
04/30/22 05:15:00,-2.465,-2.863,-2.023,53.760
04/30/22 05:30:00,-2.852,-3.150,-2.441,53.846
04/30/22 05:45:00,-3.036,-3.292,-2.581,53.681
04/30/22 06:00:00,-3.017,-3.311,-2.572,53.533
04/30/22 06:15:00,-2.753,-3.167,-2.361,53.725
04/30/22 06:30:00,-2.461,-3.032,-2.191,53.403
04/30/22 06:45:00,-2.256,-2.856,-2.021,53.779
04/30/22 07:00:00,-1.839,-2.501,-1.663,53.674
04/30/22 07:15:00,4.342,-1.681,-1.223,53.683
04/30/22 07:30:00,10.936,-1.019,-0.770,53.947
04/30/22 07:45:00,15.713,-0.287,-0.273,54.115
04/30/22 08:00:00,19.402,0.536,0.259,54.428
04/30/22 08:15:00,22.485,1.401,0.860,54.558
04/30/22 08:30:00,24.813,2.247,1.474,54.821
04/30/22 08:45:00,26.391,3.046,2.072,55.204
04/30/22 09:00:00,28.032,3.888,2.752,55.916
04/30/22 09:15:00,29.282,4.686,3.421,56.352
04/30/22 09:30:00,30.700,5.305,3.968,57.023
04/30/22 09:45:00,31.580,5.998,4.537,57.517
04/30/22 10:00:00,31.833,6.582,5.090,58.543
04/30/22 10:15:00,31.761,7.203,5.727,59.466
04/30/22 10:30:00,31.663,7.627,6.384,59.938
04/30/22 10:45:00,31.152,8.109,7.010,60.877
04/30/22 11:00:00,30.737,8.630,7.582,62.382
04/30/22 11:15:00,29.969,9.069,8.138,64.513
04/30/22 11:30:00,28.844,9.467,8.785,66.179
04/30/22 11:45:00,26.565,9.914,9.517,67.347
