"Fecha Tiempo, GMT-05:00","Temp, °C (SEN S/N: 20720662, LBL: Int Modulo)","HR, % (SEN S/N: 20720662, LBL: Int Modulo)","CO2, ppm (SEN S/N: 20720662, LBL: Int Modulo )"
11/11/20 16:55:00,17.510,25.146,1110
11/11/20 16:55:30,17.796,26.001,1510
11/11/20 16:56:00,17.986,28.638,1900
11/11/20 16:56:30,18.343,30.322,2159
11/11/20 16:57:00,18.747,31.885,2454
11/11/20 16:57:30,19.199,33.301,2683
11/11/20 16:58:00,19.746,34.351,2895
11/11/20 16:58:30,20.150,35.205,3133
11/11/20 16:59:00,20.674,36.133,3341
11/11/20 16:59:30,21.270,36.572,3529
11/11/20 17:00:00,21.772,36.816,3800
11/11/20 17:00:30,22.298,37.109,3949
11/11/20 17:01:00,22.753,37.061,4089
11/11/20 17:01:30,23.280,37.012,4243
11/11/20 17:02:00,23.761,37.012,4421
11/11/20 17:02:30,24.291,36.816,4534
11/11/20 17:03:00,24.702,36.646,4698
11/11/20 17:03:30,25.186,36.426,4804
11/11/20 17:04:00,25.550,36.157,4895
11/11/20 17:04:30,25.963,35.840,5000
11/11/20 17:05:00,26.378,35.474,5000
11/11/20 17:05:30,26.769,35.181,5000
11/11/20 17:06:00,27.210,34.839,5000
11/11/20 17:06:30,27.554,34.521,5000
11/11/20 17:07:00,27.899,34.204,5000
11/11/20 17:07:30,28.196,33.911,5000
11/11/20 17:08:00,28.543,33.545,5000
11/11/20 17:08:30,28.916,33.203,5000
11/11/20 17:09:00,29.240,32.935,5000
11/11/20 17:09:30,29.690,32.593,5000
11/11/20 17:10:00,29.991,32.275,5000
11/11/20 17:10:30,30.318,31.934,5000
11/11/20 17:11:00,30.596,31.641,5000
11/11/20 17:11:30,30.773,31.201,5000
11/11/20 17:12:00,30.874,30.566,5000
11/11/20 17:12:30,30.925,29.932,5000
11/11/20 17:13:00,30.874,29.419,5000
11/11/20 17:13:30,30.773,28.955,5000
11/11/20 17:14:00,30.621,28.174,5000
11/11/20 17:14:30,30.495,28.125,5000
11/11/20 17:15:00,30.243,27.783,5000
11/11/20 17:15:30,30.016,27.148,5000
11/11/20 17:16:00,29.790,26.074,4684
11/11/20 17:16:30,29.565,25.659,4300
11/11/20 17:17:00,29.240,26.074,4287
11/11/20 17:17:30,28.965,26.074,4435
11/11/20 17:18:00,28.717,25.732,4261
11/11/20 17:18:30,28.444,25.781,4231
11/11/20 17:19:00,28.171,25.928,4236
11/11/20 17:19:30,27.949,25.928,4252
11/11/20 17:20:00,27.677,25.928,4193
11/11/20 17:20:30,27.431,25.708,4043
11/11/20 17:21:00,27.186,25.439,3717
11/11/20 17:21:30,26.940,25.659,3589
11/11/20 17:22:00,26.646,25.317,3427
11/11/20 17:22:30,26.426,24.976,3174
11/11/20 17:23:00,26.207,25.073,2951
11/11/20 17:23:30,25.987,25.049,2973
11/11/20 17:24:00,25.768,25.122,3012
11/11/20 17:24:30,25.598,25.049,2957
11/11/20 17:25:00,25.404,25.000,2867
11/11/20 17:25:30,25.162,25.000,2766
11/11/20 17:26:00,24.992,24.854,2552
11/11/20 17:26:30,24.798,24.854,2560
11/11/20 17:27:00,24.605,24.805,2483
11/11/20 17:27:30,24.412,24.707,2355
11/11/20 17:28:00,24.243,24.487,2303
11/11/20 17:28:30,24.074,24.512,2172
11/11/20 17:29:00,23.881,24.390,2150
11/11/20 17:29:30,23.689,24.438,2073
11/11/20 17:30:00,23.521,24.438,2034
11/11/20 17:30:30,23.376,24.438,2026
11/11/20 17:31:00,23.232,24.536,1973
11/11/20 17:31:30,23.040,24.585,1986
11/11/20 17:32:00,22.944,24.487,1956
11/11/20 17:32:30,22.776,24.561,1924
11/11/20 17:33:00,22.657,24.487,1893
11/11/20 17:33:30,22.489,24.487,1842
11/11/20 17:34:00,22.393,24.512,1768
11/11/20 17:34:30,22.250,24.585,1751
11/11/20 17:35:00,22.106,24.585,1713
11/11/20 17:35:30,21.987,24.609,1681
11/11/20 17:36:00,21.891,24.683,1716
11/11/20 17:36:30,21.772,24.707,1652
11/11/20 17:37:00,21.628,24.707,1589
11/11/20 17:37:30,21.533,24.609,1576
11/11/20 17:38:00,21.413,24.707,1537
11/11/20 17:38:30,21.294,24.756,1520
11/11/20 17:39:00,21.175,24.731,1478
11/11/20 17:39:30,21.079,24.805,1476
11/11/20 17:40:00,20.960,24.756,1422
11/11/20 17:40:30,20.841,24.878,1415
11/11/20 17:41:00,20.698,24.902,1403
11/11/20 17:41:30,20.650,24.902,1410
11/11/20 17:42:00,20.507,24.951,1401
11/11/20 17:42:30,20.412,25.024,1374
11/11/20 17:43:00,20.341,25.000,1353
11/11/20 17:43:30,20.246,25.073,1324
11/11/20 17:44:00,20.126,25.098,1306
11/11/20 17:44:30,20.031,25.146,1266
11/11/20 17:45:00,19.960,25.244,1268
11/11/20 17:45:30,19.865,25.269,1250
11/11/20 17:46:00,19.746,25.293,1230
11/11/20 17:46:30,19.698,25.293,1214
11/11/20 17:47:00,19.603,25.415,1190
11/11/20 17:47:30,19.508,25.488,1191
11/11/20 17:48:00,19.413,25.635,1179
11/11/20 17:48:30,19.365,25.659,1160
11/11/20 17:49:00,19.270,25.659,1140
11/11/20 17:49:30,19.175,25.610,1130
11/11/20 17:50:00,19.080,25.562,1083
11/11/20 17:50:30,19.032,25.684,1232
11/11/20 17:51:00,19.151,26.831,1513
11/11/20 17:51:30,19.341,28.174,1825
11/11/20 17:52:00,19.603,29.810,2177
11/11/20 17:52:30,19.960,31.250,2380
11/11/20 17:53:00,20.317,32.446,2617
11/11/20 17:53:30,20.722,33.545,2859
11/11/20 17:54:00,21.223,34.399,3066
11/11/20 17:54:30,21.700,35.132,3314
11/11/20 17:55:00,22.130,35.522,3499
11/11/20 17:55:30,22.585,35.937,3709
11/11/20 17:56:00,23.040,36.060,3861
11/11/20 17:56:30,23.448,36.230,4001
11/11/20 17:57:00,23.954,36.353,4158
11/11/20 17:57:30,24.412,36.206,4344
11/11/20 17:58:00,24.871,35.986,4441
11/11/20 17:58:30,25.283,35.840,4608
11/11/20 17:59:00,25.647,35.645,4743
11/11/20 17:59:30,26.012,35.400,4855
11/11/20 18:00:00,26.353,35.132,4896
11/11/20 18:00:30,26.695,34.839,5000
11/11/20 18:01:00,26.965,34.229,5000
11/11/20 18:01:30,27.161,33.447,5000
11/11/20 18:02:00,27.136,32.690,4814
11/11/20 18:02:30,27.136,32.104,4889
11/11/20 18:03:00,27.087,31.665,4839
11/11/20 18:03:30,26.965,31.177,4745
11/11/20 18:04:00,26.818,30.322,4555
11/11/20 18:04:30,26.646,29.248,4192
11/11/20 18:05:00,26.475,28.540,3818
11/11/20 18:05:30,26.280,28.735,3955
11/11/20 18:06:00,26.134,28.735,3963
11/11/20 18:06:30,25.939,28.638,3920
11/11/20 18:07:00,25.768,28.491,3842
11/11/20 18:07:30,25.574,28.320,3823
11/11/20 18:08:00,25.380,27.856,3641
11/11/20 18:08:30,25.186,27.759,3448
11/11/20 18:09:00,25.016,27.783,3418
11/11/20 18:09:30,24.823,27.808,3364
