		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
17/12/20	9:45 p	4.7	4.9	4.7	85	2.4	0.0	N	0.00	0.9	N	4.7	4.6	4.6	0.6	1038.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.142	0.000	10.8	62	3.8	10.3	11.55	1.2642	0.00	352	1	100.0	15
17/12/20	10:00 p	4.7	4.8	4.7	85	2.4	0.4	N	0.40	2.2	NNW	4.7	4.6	4.6	0.6	1038.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.142	0.000	10.7	62	3.7	10.3	11.55	1.2650	0.00	351	1	100.0	15
17/12/20	10:15 p	4.6	4.8	4.6	85	2.3	0.0	NNW	0.00	1.3	NNW	4.6	4.5	4.5	0.4	1038.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.143	0.000	10.6	62	3.6	10.2	11.55	1.2656	0.00	351	1	100.0	15
17/12/20	10:30 p	3.8	4.6	3.8	84	1.4	0.4	NNW	0.40	1.3	NNW	3.8	3.7	3.7	-0.4	1038.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.151	0.000	10.5	62	3.5	10.1	11.55	1.2666	0.00	351	1	100.0	15
17/12/20	10:45 p	3.5	3.8	3.5	87	1.5	0.4	NNW	0.40	1.3	NNW	3.5	3.4	3.4	-0.7	1039.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.155	0.000	10.4	62	3.4	9.9	11.55	1.2676	0.00	352	1	100.0	15
17/12/20	11:00 p	3.3	3.5	3.3	87	1.4	0.4	NNW	0.40	1.3	NNW	3.3	3.2	3.2	-0.9	1039.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.156	0.000	10.3	62	3.3	9.8	11.55	1.2685	0.00	351	1	100.0	15
17/12/20	11:15 p	3.2	3.3	3.2	88	1.4	0.4	NNW	0.40	1.3	NNW	3.2	3.2	3.2	-0.9	1039.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.157	0.000	10.2	62	3.2	9.8	11.55	1.2692	0.00	351	1	100.0	15
17/12/20	11:30 p	3.4	3.5	3.2	88	1.6	0.4	NNW	0.40	1.3	NNW	3.4	3.4	3.4	-0.7	1039.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.155	0.000	10.1	62	3.1	9.7	11.55	1.2696	0.00	351	1	100.0	15
17/12/20	11:45 p	3.8	3.8	3.4	88	2.0	0.9	NNW	0.80	2.7	NW	3.7	3.8	3.6	-0.4	1039.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.151	0.000	10.1	62	3.1	9.7	11.55	1.2693	0.00	352	1	100.0	15
18/12/20	12:00 a	4.1	4.1	3.8	87	2.1	1.8	NW	1.61	3.6	NW	2.6	4.0	2.4	-1.6	1038.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.148	0.000	9.9	62	3.0	9.6	11.55	1.2696	0.00	351	1	100.0	15
18/12/20	12:15 a	4.3	4.3	4.1	87	2.3	2.2	NNW	2.01	4.0	NW	2.3	4.2	2.2	-1.9	1038.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.146	0.000	9.8	62	2.9	9.4	11.56	1.2700	0.00	350	1	100.0	15
18/12/20	12:30 a	4.3	4.4	4.3	87	2.4	2.2	NNW	2.01	4.5	NW	2.3	4.2	2.2	-1.8	1038.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.146	0.000	9.8	62	2.8	9.4	11.56	1.2699	0.00	351	1	100.0	15
18/12/20	12:45 a	4.1	4.3	4.1	87	2.1	2.2	NNW	2.01	4.5	NNW	2.1	4.0	2.0	-2.1	1038.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.148	0.000	9.7	62	2.7	9.3	11.56	1.2702	0.00	351	1	100.0	15
18/12/20	1:00 a	3.9	4.1	3.8	88	2.1	1.8	NNW	1.61	3.6	NW	2.3	3.8	2.3	-1.8	1037.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.150	0.000	9.6	62	2.7	9.2	11.56	1.2701	0.03	352	1	100.0	15
18/12/20	1:15 a	3.6	3.9	3.6	88	1.8	1.3	NNW	1.21	2.7	NNW	2.6	3.5	2.5	-1.6	1037.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.154	0.000	9.5	62	2.6	9.1	11.57	1.2705	0.00	351	1	100.0	15
18/12/20	1:30 a	3.5	3.6	3.4	88	1.7	2.2	NNW	2.01	4.5	NNW	1.4	3.4	1.3	-2.7	1037.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.155	0.000	9.4	63	2.7	9.1	11.77	1.2707	0.00	351	1	100.0	15
18/12/20	1:45 a	3.7	3.7	3.5	88	1.9	1.3	N	1.21	3.1	N	2.7	3.7	2.7	-1.4	1037.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.152	0.000	9.4	63	2.7	9.1	11.77	1.2704	0.00	351	1	100.0	15
18/12/20	2:00 a	3.6	3.7	3.6	88	1.8	0.4	N	0.40	0.9	N	3.6	3.6	3.6	-0.5	1037.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.153	0.000	9.4	63	2.7	9.0	11.77	1.2706	0.00	351	1	100.0	15
18/12/20	2:15 a	3.9	3.9	3.6	87	1.9	1.3	N	1.21	4.0	NW	2.9	3.8	2.8	-1.3	1037.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.150	0.000	9.3	63	2.6	8.9	11.77	1.2704	0.00	351	1	100.0	15
18/12/20	2:30 a	3.8	3.9	3.8	86	1.7	2.7	NW	2.41	4.5	NW	1.3	3.7	1.2	-2.8	1036.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.151	0.000	9.3	63	2.6	8.9	11.78	1.2706	0.00	352	1	100.0	15
18/12/20	2:45 a	4.0	4.0	3.8	87	2.0	2.2	NW	2.01	4.5	NW	1.9	3.9	1.8	-2.2	1036.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.149	0.000	9.2	63	2.5	8.8	11.78	1.2704	0.00	351	1	100.0	15
18/12/20	3:00 a	4.1	4.1	3.9	87	2.1	3.1	NNW	2.82	5.8	NW	1.3	3.9	1.2	-2.8	1036.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.149	0.000	9.1	63	2.4	8.7	11.78	1.2706	0.03	351	1	100.0	15
18/12/20	3:15 a	3.8	4.1	3.8	89	2.1	3.1	NNW	2.82	5.8	NNW	0.9	3.7	0.9	-3.1	1036.3	0.25	0.0	0	0.00	0	0.0	0.00	0.0	0.152	0.000	9.1	63	2.4	8.7	11.78	1.2706	0.00	351	1	100.0	15
18/12/20	3:30 a	3.8	3.8	3.7	90	2.3	1.8	N	1.61	4.9	N	2.2	3.7	2.1	-1.9	1036.2	0.25	1.0	0	0.00	0	0.0	0.00	0.0	0.152	0.000	9.1	63	2.4	8.7	11.78	1.2708	0.00	352	1	100.0	15
18/12/20	3:45 a	4.1	4.1	3.8	87	2.1	0.4	N	0.40	1.3	N	4.1	4.0	4.0	-0.1	1036.2	0.00	1.0	0	0.00	0	0.0	0.00	0.0	0.148	0.000	9.1	63	2.4	8.7	11.78	1.2708	0.00	351	1	100.0	15
18/12/20	4:00 a	3.6	4.2	3.6	91	2.3	1.3	S	1.21	2.7	SSW	2.6	3.6	2.6	-1.5	1036.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.153	0.000	9.1	63	2.4	8.7	11.78	1.2709	0.00	351	1	100.0	15
18/12/20	4:15 a	3.4	3.6	3.4	92	2.3	1.8	SSE	1.61	4.0	SSE	1.8	3.4	1.7	-2.3	1036.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.155	0.000	8.9	63	2.3	8.6	11.79	1.2714	0.00	351	1	100.0	15
18/12/20	4:30 a	3.3	3.4	3.3	93	2.3	0.9	SSE	0.80	1.8	SSE	3.1	3.3	3.1	-0.9	1036.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.156	0.000	8.9	64	2.4	8.5	11.99	1.2718	0.00	352	1	100.0	15
18/12/20	4:45 a	3.3	3.4	3.3	93	2.3	0.0	SSE	0.00	0.9	SSE	3.3	3.3	3.3	-0.7	1036.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.156	0.000	8.9	64	2.5	8.6	11.99	1.2714	0.00	351	1	100.0	15
18/12/20	5:00 a	3.3	3.4	3.3	93	2.3	0.0	SSE	0.00	0.4	SSE	3.3	3.3	3.3	-0.7	1036.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.156	0.000	9.0	64	2.5	8.6	11.99	1.2715	0.00	351	1	100.0	15
18/12/20	5:15 a	3.3	3.4	3.3	94	2.5	0.0	SSE	0.00	0.9	SSE	3.3	3.3	3.3	-0.6	1036.8	0.00	0.0	15	0.32	23	0.0	0.00	0.0	0.156	0.000	8.9	64	2.5	8.6	11.99	1.2720	0.00	351	1	100.0	15
18/12/20	5:30 a	3.4	3.4	3.3	94	2.6	0.4	SSE	0.40	1.3	SSE	3.4	3.4	3.4	-0.1	1037.0	0.00	0.0	43	0.92	67	0.0	0.00	0.0	0.155	0.000	9.0	64	2.5	8.6	11.99	1.2720	0.00	352	1	100.0	15
18/12/20	5:45 a	3.6	3.6	3.4	94	2.7	0.4	N	0.40	1.3	SSW	3.6	3.6	3.6	0.3	1037.2	0.00	0.0	67	1.44	81	0.0	0.00	0.0	0.154	0.000	9.1	64	2.6	8.7	11.98	1.2719	0.00	351	1	100.0	15
18/12/20	6:00 a	4.3	4.3	3.6	94	3.5	0.4	NW	0.40	1.8	NW	4.3	4.3	4.3	2.0	1037.1	0.00	0.0	135	2.90	165	0.0	0.00	0.0	0.146	0.000	9.2	64	2.7	8.8	11.98	1.2712	0.03	351	1	100.0	15
18/12/20	6:15 a	5.1	5.1	4.3	91	3.8	1.3	NW	1.21	2.2	NW	4.3	5.1	4.3	2.5	1037.3	0.00	0.0	184	3.96	206	0.1	0.01	0.5	0.138	0.000	9.3	64	2.9	8.9	11.97	1.2707	0.00	351	1	100.0	15
18/12/20	6:30 a	5.9	5.9	5.1	86	3.7	1.8	NW	1.61	3.6	NW	4.6	5.8	4.6	3.4	1037.6	0.00	0.0	235	5.05	267	0.6	0.06	0.7	0.130	0.000	9.4	64	3.0	9.1	11.97	1.2705	0.00	351	1	100.0	15
18/12/20	6:45 a	6.7	6.7	5.9	79	3.3	1.8	NNW	1.61	3.6	NW	5.6	6.6	5.4	5.1	1037.5	0.00	0.0	298	6.41	325	0.9	0.10	1.1	0.121	0.000	9.6	64	3.1	9.3	11.96	1.2694	0.00	352	1	100.0	15
18/12/20	7:00 a	7.8	7.8	6.7	77	4.0	1.3	NNW	1.21	3.6	NNW	7.3	7.6	7.2	7.3	1037.7	0.00	0.0	340	7.31	396	1.3	0.14	1.5	0.110	0.000	9.8	63	3.1	9.4	11.76	1.2689	0.10	351	1	100.0	15
18/12/20	7:15 a	8.1	8.2	7.8	75	3.9	1.3	NW	1.21	3.6	NW	7.7	7.9	7.6	10.3	1037.6	0.00	0.0	261	5.61	352	1.5	0.16	1.8	0.106	0.000	9.9	63	3.2	9.5	11.75	1.2683	0.00	351	1	100.0	15
18/12/20	7:30 a	7.9	8.2	7.9	76	4.0	0.9	NNW	0.80	2.2	NNW	7.9	7.8	7.8	9.7	1037.6	0.00	0.0	251	5.40	554	1.8	0.19	2.7	0.108	0.000	9.9	63	3.2	9.6	11.75	1.2681	0.00	351	1	100.0	15
18/12/20	7:45 a	8.6	8.6	7.9	74	4.2	2.2	W	2.01	4.0	W	7.3	8.4	7.2	16.0	1037.6	0.00	0.0	586	12.60	745	3.0	0.32	3.4	0.102	0.000	10.3	63	3.5	9.9	11.75	1.2663	0.00	352	1	100.0	15
18/12/20	8:00 a	8.9	8.9	8.6	70	3.7	2.2	W	2.01	4.5	W	7.7	8.6	7.4	16.7	1037.7	0.00	0.0	668	14.36	684	3.6	0.39	3.9	0.098	0.000	10.7	62	3.7	10.3	11.55	1.2644	0.20	351	1	100.0	15
18/12/20	8:15 a	9.9	9.9	8.9	68	4.3	1.3	W	1.21	3.6	W	9.7	9.6	9.4	18.2	1037.8	0.00	0.0	707	15.20	735	4.2	0.45	4.6	0.088	0.000	11.2	61	3.9	10.6	11.31	1.2623	0.00	351	1	100.0	15
18/12/20	8:30 a	9.7	10.4	9.7	70	4.5	2.2	S	2.01	4.0	W	8.7	9.5	8.4	16.7	1037.6	0.00	0.0	757	16.28	780	5.0	0.54	5.3	0.090	0.000	11.6	61	4.3	11.0	11.29	1.2601	0.00	351	1	100.0	15
18/12/20	8:45 a	8.3	9.7	8.3	75	4.1	3.6	SSE	3.22	6.3	SSE	6.0	8.1	5.8	13.1	1037.8	0.00	0.0	793	17.05	833	5.7	0.61	6.2	0.105	0.000	11.8	60	4.3	11.2	11.08	1.2591	0.00	352	1	100.0	15
18/12/20	9:00 a	7.8	8.3	7.8	78	4.2	4.5	SSE	4.02	8.0	SSE	4.8	7.6	4.6	11.2	1037.9	0.00	0.0	859	18.47	896	6.5	0.70	7.1	0.110	0.000	12.1	60	4.5	11.4	11.08	1.2581	0.38	351	1	100.0	15
18/12/20	9:15 a	7.2	7.8	7.2	83	4.5	4.5	SSE	4.02	8.0	SSE	4.1	7.1	4.1	10.0	1038.3	0.00	0.0	881	18.94	916	7.1	0.76	8.3	0.116	0.000	12.3	60	4.7	11.6	11.07	1.2575	0.00	351	1	100.0	15
18/12/20	9:30 a	6.9	7.3	6.9	85	4.5	4.0	S	3.62	8.5	SSE	4.1	6.8	4.0	7.2	1038.2	0.00	0.0	663	14.26	940	8.1	0.87	9.9	0.119	0.000	12.6	60	5.0	11.8	11.06	1.2560	0.00	351	1	100.0	15
18/12/20	9:45 a	6.3	6.9	6.3	85	3.9	4.9	SSE	4.43	8.9	SSE	2.8	6.2	2.7	4.1	1038.4	0.00	0.0	268	5.76	1016	4.3	0.46	9.3	0.126	0.000	12.4	61	5.1	11.7	11.26	1.2568	0.00	352	1	100.0	15
18/12/20	10:00 a	6.2	6.3	6.1	87	4.2	5.4	SE	4.83	8.9	SSE	2.5	6.2	2.4	3.0	1038.3	0.00	0.0	197	4.24	265	4.7	0.50	8.8	0.126	0.000	12.0	61	4.7	11.4	11.28	1.2587	0.25	351	1	100.0	15
18/12/20	10:15 a	5.6	6.2	5.6	88	3.8	5.8	SE	5.23	9.8	SSE	1.6	5.6	1.6	1.7	1038.2	0.00	0.0	168	3.61	227	3.3	0.35	4.0	0.133	0.000	11.7	62	4.6	11.1	11.55	1.2601	0.00	351	1	100.0	15
18/12/20	10:30 a	6.5	6.6	5.6	87	4.5	5.4	SE	4.83	8.9	SE	2.8	6.5	2.8	4.9	1037.9	0.00	0.0	383	8.24	664	5.2	0.56	9.2	0.123	0.000	11.6	63	4.7	11.0	11.75	1.2601	0.00	351	1	100.0	15
18/12/20	10:45 a	6.1	6.6	6.0	90	4.5	6.3	SE	5.63	9.4	SSE	1.9	6.1	1.9	4.2	1037.7	0.00	0.0	436	9.38	598	5.6	0.60	7.2	0.128	0.000	11.7	63	4.9	11.1	11.75	1.2593	0.00	352	1	100.0	15
18/12/20	11:00 a	6.1	6.1	5.9	90	4.6	5.4	SE	4.83	8.5	SSE	2.4	6.1	2.4	4.6	1037.6	0.00	0.0	402	8.64	584	5.5	0.59	7.6	0.127	0.000	11.7	63	4.9	11.2	11.75	1.2589	0.18	351	1	100.0	15
18/12/20	11:15 a	6.3	6.4	6.0	90	4.8	6.3	SE	5.63	9.8	SSE	2.2	6.3	2.2	4.7	1037.5	0.00	0.0	472	10.15	654	5.9	0.63	7.4	0.125	0.000	11.9	63	5.1	11.4	11.75	1.2577	0.00	351	1	100.0	15
18/12/20	11:30 a	6.1	6.4	5.9	91	4.7	5.8	SE	5.23	10.3	SSE	2.1	6.1	2.1	4.4	1037.2	0.00	0.0	422	9.07	487	5.1	0.55	6.4	0.128	0.000	12.2	63	5.3	11.6	11.75	1.2561	0.00	351	1	100.0	15
18/12/20	11:45 a	6.7	6.7	5.9	88	4.8	5.4	SE	4.83	8.9	SE	3.0	6.7	3.0	5.2	1037.2	0.00	0.0	406	8.73	642	7.4	0.79	13.2	0.122	0.000	12.4	63	5.6	11.8	11.75	1.2547	0.00	351	1	100.0	15
18/12/20	12:00 p	6.2	6.7	6.2	89	4.5	4.0	SE	3.62	8.5	SSE	3.2	6.2	3.2	4.1	1037.2	0.00	0.0	224	4.82	374	3.1	0.33	5.6	0.126	0.000	12.3	63	5.4	11.7	11.75	1.2556	0.20	352	1	100.0	15
18/12/20	12:15 p	6.5	6.5	6.2	85	4.2	1.3	ESE	1.21	4.0	NW	5.9	6.4	5.8	7.4	1036.9	0.00	0.0	286	6.15	788	4.3	0.46	10.3	0.123	0.000	12.2	63	5.3	11.6	11.75	1.2558	0.00	351	1	100.0	15
18/12/20	12:30 p	7.2	7.2	6.5	87	5.1	2.7	SSE	2.41	5.8	SSE	5.3	7.2	5.3	9.6	1036.6	0.00	0.0	603	12.97	744	7.6	0.81	9.7	0.116	0.000	12.6	63	5.7	12.0	11.75	1.2531	0.00	351	1	100.0	15
18/12/20	12:45 p	7.2	7.6	7.2	85	4.9	3.6	SSE	3.22	6.7	SSE	4.8	7.2	4.7	7.9	1035.9	0.00	0.0	477	10.26	649	6.3	0.68	10.6	0.116	0.000	13.1	62	5.9	12.4	11.54	1.2503	0.00	351	1	100.0	15
18/12/20	1:00 p	6.9	7.2	6.9	86	4.7	3.1	SSE	2.82	6.3	SSE	4.7	6.8	4.7	7.7	1035.5	0.00	0.0	435	9.35	817	6.1	0.65	10.8	0.119	0.000	13.2	62	6.0	12.5	11.54	1.2491	0.23	352	1	100.0	15
18/12/20	1:15 p	6.7	6.9	6.7	89	5.0	3.6	SSE	3.22	5.8	SE	4.2	6.8	4.2	7.6	1035.3	0.00	0.0	491	10.56	596	5.7	0.61	7.0	0.121	0.000	13.2	62	6.1	12.6	11.53	1.2486	0.00	351	1	100.0	15
18/12/20	1:30 p	6.4	6.7	6.3	91	5.0	3.6	SSE	3.22	6.3	SE	3.8	6.4	3.8	5.8	1035.0	0.00	0.0	335	7.20	483	3.8	0.41	5.5	0.124	0.000	13.3	62	6.1	12.6	11.53	1.2480	0.00	351	1	100.0	15
18/12/20	1:45 p	6.2	6.4	6.1	91	4.8	4.0	SSE	3.62	6.7	SE	3.2	6.2	3.2	4.3	1034.5	0.00	0.0	258	5.55	302	3.0	0.32	3.6	0.127	0.000	13.0	63	6.1	12.4	11.74	1.2486	0.00	351	1	100.0	15
18/12/20	2:00 p	6.3	6.3	6.0	91	5.0	4.9	SSE	4.43	8.5	SE	2.8	6.4	2.9	5.7	1034.4	0.00	0.0	477	10.26	694	4.9	0.53	6.1	0.125	0.000	13.1	62	6.0	12.4	11.54	1.2482	0.18	352	1	100.0	15
18/12/20	2:15 p	7.5	7.5	6.3	88	5.6	4.9	SE	4.43	8.0	SE	4.2	7.5	4.2	8.1	1034.0	0.00	0.0	747	16.06	1383	8.1	0.87	11.6	0.113	0.000	13.9	61	6.5	13.3	11.25	1.2436	0.00	351	1	100.0	15
18/12/20	2:30 p	7.2	7.6	7.2	86	5.0	5.4	SE	4.83	8.0	SSE	3.6	7.1	3.6	6.9	1034.0	0.00	0.0	622	13.37	993	6.0	0.64	8.4	0.116	0.000	14.8	59	6.9	14.1	10.95	1.2395	0.00	351	1	100.0	15
18/12/20	2:45 p	6.0	7.2	6.0	88	4.2	4.9	SE	4.43	8.0	SE	2.5	6.0	2.5	3.4	1034.0	0.00	0.0	245	5.27	276	2.1	0.22	2.7	0.128	0.000	14.3	60	6.7	13.6	11.11	1.2418	0.00	351	1	100.0	15
18/12/20	3:00 p	5.8	6.0	5.7	89	4.1	4.9	SE	4.43	8.5	SE	2.2	5.8	2.2	2.9	1034.1	0.00	0.0	223	4.80	253	1.7	0.18	2.1	0.131	0.000	13.7	61	6.3	13.1	11.25	1.2448	0.25	351	1	100.0	15
18/12/20	3:15 p	5.3	5.8	5.3	91	3.9	5.4	SE	4.83	8.0	SSE	1.4	5.3	1.4	1.6	1034.2	0.00	0.0	167	3.59	236	1.2	0.13	1.7	0.136	0.000	13.3	62	6.1	12.6	11.53	1.2471	0.00	352	1	100.0	15
18/12/20	3:30 p	5.3	5.3	5.2	93	4.2	4.9	SE	4.43	8.5	SE	1.7	5.3	1.7	1.5	1034.1	0.00	0.0	135	2.90	162	0.9	0.10	1.1	0.136	0.000	12.9	62	5.8	12.2	11.55	1.2489	0.00	351	1	100.0	15
18/12/20	3:45 p	5.1	5.2	5.1	93	4.1	4.9	SE	4.43	8.0	SSE	1.4	5.1	1.4	1.0	1034.1	0.00	0.0	110	2.37	120	0.7	0.07	0.8	0.138	0.000	12.6	63	5.7	12.0	11.75	1.2501	0.00	351	1	100.0	15
18/12/20	4:00 p	4.8	5.2	4.8	93	3.8	5.8	SE	5.23	9.4	SSE	0.7	4.8	0.7	0.6	1034.0	0.00	0.0	137	2.95	162	0.8	0.09	1.0	0.141	0.000	12.4	64	5.8	11.8	12.04	1.2509	0.08	352	1	100.0	15
18/12/20	4:15 p	4.7	4.9	4.7	94	3.8	5.4	SE	4.83	8.5	SE	0.8	4.8	0.8	1.1	1033.8	0.00	0.0	153	3.29	171	0.9	0.10	1.0	0.142	0.000	12.3	64	5.7	11.7	12.03	1.2513	0.00	351	1	100.0	15
16/01/21	6:00 p	7.2	7.2	6.4	90	5.6	0.4	N	0.40	1.8	N	7.2	7.2	7.2	5.7	1029.3	0.00	0.0	23	0.49	32	0.0	0.00	0.0	0.116	0.000	13.0	65	6.6	12.4	12.23	1.2419	0.03	352	1	100.0	15
16/01/21	6:15 p	7.1	7.2	7.0	88	5.2	0.4	N	0.40	1.3	N	7.1	7.1	7.1	5.1	1029.5	0.00	0.0	7	0.15	14	0.0	0.00	0.0	0.117	0.000	12.8	65	6.4	12.3	12.25	1.2430	0.00	351	1	100.0	15
16/01/21	6:30 p	7.3	7.3	7.0	86	5.1	0.9	NNW	0.80	2.2	NNW	7.3	7.3	7.3	4.6	1029.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	12.6	66	6.4	12.0	12.44	1.2445	0.00	351	1	100.0	15
16/01/21	6:45 p	7.5	7.5	7.3	84	5.0	0.9	NNW	0.80	2.2	NNW	7.5	7.4	7.4	4.7	1030.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.113	0.000	12.4	66	6.3	11.9	12.44	1.2454	0.00	351	1	100.0	15
16/01/21	7:00 p	7.5	7.6	7.4	83	4.8	1.3	NW	1.21	3.6	NW	7.0	7.4	6.9	4.2	1030.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.113	0.000	12.3	66	6.1	11.8	12.43	1.2464	0.00	352	1	100.0	15
16/01/21	7:15 p	7.7	7.7	7.5	82	4.8	1.8	NNW	1.61	4.0	NNW	6.7	7.6	6.6	3.8	1030.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	12.2	66	6.0	11.7	12.43	1.2474	0.00	351	1	100.0	15
16/01/21	7:30 p	7.8	7.8	7.6	80	4.5	2.2	N	2.01	4.9	N	6.4	7.7	6.3	3.5	1030.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.110	0.000	12.0	66	5.8	11.5	12.42	1.2485	0.00	351	1	100.0	15
