		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
28/03/23	6:00 p	3.9	4.8	3.8	94	3.0	10.0	SE	10.00	19.0	SE	0.2	3.9	0.2	-3.1	30.628	0.00	0.00	10	0.86	53	0.0	0.00	0.0	0.602	0.000	23.2	33	6.0	22.3	6.57	 .0755	0.000	1405	1	100.0	60
28/03/23	7:00 p	3.9	4.1	3.7	94	3.1	8.0	SE	8.00	18.0	SE	0.8	3.9	0.8	-2.9	30.662	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.600	0.000	23.1	33	6.0	22.2	6.58	 .0756	0.000	1404	1	100.0	60
28/03/23	8:00 p	4.2	4.3	3.9	94	3.3	4.0	SE	4.00	9.0	SE	2.7	4.2	2.7	-1.2	30.692	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.588	0.000	22.3	34	5.7	21.0	6.81	 .0759	0.000	1406	1	100.0	60
28/03/23	9:00 p	4.2	4.3	4.1	95	3.4	2.0	S	2.00	7.0	SE	4.0	4.2	4.0	0.1	30.725	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.590	0.000	21.8	35	5.7	20.3	7.02	 .0761	0.000	1404	1	100.0	60
28/03/23	10:00 p	4.1	4.3	4.1	94	3.2	0.0	S	0.00	4.0	S	4.1	4.1	4.1	0.1	30.709	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.595	0.000	21.4	35	5.3	19.8	7.04	 .0762	0.000	1405	1	100.0	60
28/03/23	11:00 p	3.3	4.1	3.3	93	2.3	2.0	NNW	2.00	9.0	N	3.1	3.3	3.1	-0.9	30.691	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.627	0.000	20.9	35	4.8	19.2	7.05	 .0763	0.000	1405	1	100.0	60
29/03/23	12:00 a	3.5	3.6	2.9	93	2.5	2.0	NNW	2.00	7.0	NNW	3.3	3.5	3.3	-0.7	30.688	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.618	0.000	19.8	36	4.3	18.2	7.20	 .0766	0.000	1405	1	100.0	60
29/03/23	1:00 a	4.8	4.8	3.3	87	2.8	2.0	N	2.00	7.0	NNW	4.7	4.7	4.6	0.6	30.675	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.565	0.000	19.9	36	4.4	18.3	7.21	 .0765	0.000	1404	1	100.0	60
29/03/23	2:00 a	4.4	4.8	4.3	89	2.8	1.0	SW	1.00	5.0	WNW	4.4	4.4	4.4	0.4	30.661	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.579	0.000	19.4	37	4.4	17.8	7.35	 .0766	0.000	1405	1	100.0	60
29/03/23	3:00 a	3.8	4.5	3.8	89	2.2	1.0	WNW	1.00	4.0	WNW	3.8	3.8	3.8	-0.2	30.662	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.604	0.000	18.9	37	3.9	17.3	7.35	 .0768	0.000	1404	1	100.0	60
29/03/23	4:00 a	4.1	4.4	3.8	87	2.1	2.0	WNW	2.00	6.0	SE	3.9	3.9	3.8	-0.2	30.675	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.595	0.000	18.5	38	3.9	16.9	7.55	 .0769	0.000	1405	1	100.0	60
29/03/23	5:00 a	3.4	4.1	3.3	88	1.6	2.0	SE	2.00	6.0	SE	3.2	3.3	3.1	-0.9	30.687	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.623	0.000	18.1	38	3.5	16.4	7.55	 .0771	0.000	1405	1	100.0	60
29/03/23	6:00 a	3.5	3.6	3.4	89	1.9	1.0	SE	1.00	7.0	SE	3.5	3.4	3.4	-0.5	30.700	0.00	0.00	5	0.43	30	0.0	0.00	0.0	0.618	0.000	17.6	38	3.1	16.0	7.55	 .0772	0.000	1405	1	100.0	60
29/03/23	7:00 a	5.2	5.2	3.4	87	3.2	0.0	SE	0.00	2.0	SE	5.2	5.2	5.2	5.1	30.700	0.00	0.00	101	8.69	264	0.2	0.09	0.9	0.546	0.000	17.0	39	2.9	15.4	7.70	 .0774	0.002	1405	1	100.0	60
29/03/23	8:00 a	6.7	6.7	5.2	80	3.5	2.0	W	2.00	7.0	W	6.7	6.6	6.6	9.5	30.690	0.00	0.00	373	32.08	548	1.9	0.81	3.2	0.486	0.000	16.7	40	3.0	15.2	7.85	 .0775	0.006	1405	1	100.0	60
29/03/23	9:00 a	7.9	7.9	6.7	81	4.8	4.0	SSE	4.00	8.0	SW	6.9	7.8	6.8	10.9	30.690	0.00	0.00	653	56.17	789	4.9	2.10	6.7	0.435	0.000	17.8	40	4.0	16.3	7.85	 .0771	0.011	1405	1	100.0	60
29/03/23	10:00 a	7.1	8.0	7.1	83	4.4	5.0	SW	5.00	14.0	SE	5.6	7.0	5.5	8.8	30.692	0.00	0.00	483	41.54	947	5.7	2.44	9.2	0.470	0.000	19.4	38	4.7	17.9	7.55	 .0767	0.009	1405	1	100.0	60
29/03/23	11:00 a	5.1	7.1	5.0	93	4.1	10.0	SSE	10.00	20.0	SE	1.7	5.1	1.7	3.6	30.673	0.00	0.00	350	30.10	617	4.9	2.10	8.0	0.551	0.000	20.1	38	5.3	18.6	7.55	 .0764	0.006	1405	1	100.0	60
29/03/23	12:00 p	7.1	7.4	5.1	87	5.1	13.0	SE	13.00	22.0	SE	3.3	7.1	3.3	6.9	30.640	0.00	0.00	688	59.18	1577	9.0	3.86	16.0	0.468	0.000	20.4	39	6.0	19.1	7.67	 .0762	0.013	1405	1	100.0	60
29/03/23	1:00 p	6.7	7.6	6.7	87	4.7	14.0	SE	14.00	25.0	SE	2.7	6.7	2.7	5.9	30.603	0.00	0.00	644	55.39	1299	8.5	3.64	14.4	0.484	0.000	21.2	38	6.3	19.7	7.54	 .0759	0.013	1405	1	100.0	60
29/03/23	2:00 p	6.8	7.4	6.7	89	5.1	12.0	SE	12.00	23.0	SE	3.2	6.9	3.3	6.2	30.580	0.00	0.00	506	43.52	765	6.2	2.66	13.7	0.479	0.000	22.0	37	6.6	20.7	7.32	 .0756	0.010	1405	1	100.0	60
29/03/23	3:00 p	6.7	7.7	6.4	85	4.4	13.0	SE	13.00	22.0	SE	2.8	6.7	2.8	5.7	30.570	0.00	0.00	507	43.61	1194	4.8	2.06	8.3	0.484	0.000	22.8	35	6.5	21.8	6.99	 .0754	0.010	1405	1	100.0	60
29/03/23	4:00 p	6.2	7.1	6.1	91	4.8	10.0	SE	10.00	19.0	SE	2.9	6.2	2.9	4.3	30.559	0.00	0.00	198	17.03	454	1.8	0.77	3.7	0.507	0.000	22.0	36	6.2	20.6	7.19	 .0756	0.004	1405	1	100.0	60
29/03/23	5:00 p	5.6	6.4	5.6	91	4.3	9.0	SE	9.00	18.0	SE	2.6	5.6	2.6	1.1	30.555	0.00	0.00	138	11.87	311	0.5	0.21	1.3	0.530	0.000	21.6	37	6.2	20.1	7.33	 .0757	0.003	1405	1	100.0	60
29/03/23	6:00 p	5.4	5.6	5.4	93	4.3	8.0	SE	8.00	16.0	ESE	2.6	5.4	2.6	-0.4	30.588	0.00	0.00	14	1.20	54	0.0	0.00	0.0	0.539	0.000	20.7	38	5.9	19.2	7.55	 .0760	0.001	1404	1	100.0	60
29/03/23	7:00 p	4.8	5.4	4.8	94	3.9	5.0	SE	5.00	12.0	SE	2.9	4.9	3.0	-0.4	30.616	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.562	0.000	19.9	39	5.5	18.5	7.69	 .0763	0.000	1405	1	100.0	60
29/03/23	8:00 p	4.7	4.9	4.7	94	3.8	2.0	SE	2.00	7.0	SE	4.6	4.7	4.6	1.2	30.663	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.569	0.000	19.6	39	5.3	18.2	7.70	 .0765	0.000	1405	1	100.0	60
29/03/23	9:00 p	5.1	5.1	4.6	93	4.0	2.0	SE	2.00	6.0	SE	5.0	5.1	5.0	1.6	30.704	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.553	0.000	19.1	40	5.2	17.7	7.82	 .0768	0.000	1405	1	100.0	60
29/03/23	10:00 p	4.8	5.1	4.7	93	3.8	3.0	SE	3.00	7.0	SE	4.0	4.8	4.0	0.6	30.724	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.562	0.000	18.6	41	5.1	17.2	7.95	 .0769	0.000	1405	1	100.0	60
29/03/23	11:00 p	4.7	4.9	4.7	92	3.5	3.0	SE	3.00	8.0	ESE	3.9	4.7	3.9	0.5	30.724	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.567	0.000	18.1	41	4.6	16.7	7.96	 .0771	0.000	1405	1	100.0	60
30/03/23	12:00 a	4.7	4.8	4.7	93	3.7	3.0	SE	3.00	8.0	SE	3.9	4.7	3.9	0.5	30.680	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.567	0.000	17.3	43	4.6	16.0	8.29	 .0772	0.000	1405	1	100.0	60
30/03/23	1:00 a	4.6	4.8	4.5	93	3.5	5.0	SE	5.00	11.0	ESE	2.6	4.6	2.6	-0.8	30.648	0.01	0.00	0	0.00	0	0.0	0.00	0.0	0.574	0.000	17.2	43	4.5	15.8	8.29	 .0772	0.000	1404	1	100.0	60
30/03/23	2:00 a	3.8	4.6	3.8	91	2.5	3.0	ESE	3.00	9.0	ESE	2.8	3.8	2.8	-0.7	30.619	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.604	0.000	16.9	43	4.2	15.5	8.30	 .0772	0.000	1404	1	100.0	60
30/03/23	3:00 a	3.4	3.9	3.3	93	2.4	2.0	ESE	2.00	6.0	ESE	3.2	3.4	3.2	-0.3	30.640	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.623	0.000	16.3	43	3.7	14.9	8.32	 .0774	0.000	1406	1	100.0	60
30/03/23	4:00 a	3.5	3.6	3.3	94	2.6	1.0	ESE	1.00	6.0	ESE	3.5	3.5	3.5	0.1	30.655	0.01	0.00	0	0.00	0	0.0	0.00	0.0	0.618	0.000	15.8	44	3.6	14.5	8.53	 .0776	0.000	1404	1	100.0	60
30/03/23	5:00 a	3.7	3.8	3.5	95	3.0	1.0	ENE	1.00	8.0	SE	3.7	3.7	3.7	0.3	30.670	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.609	0.000	15.3	46	3.8	14.1	8.85	 .0777	0.000	1405	1	100.0	60
30/03/23	6:00 a	2.8	3.7	2.7	94	1.9	5.0	SE	5.00	15.0	SE	0.5	2.8	0.5	-2.9	30.708	0.02	0.00	1	0.09	11	0.0	0.00	0.0	0.648	0.000	14.8	46	3.3	13.6	8.85	 .0780	0.000	1405	1	100.0	60
30/03/23	7:00 a	3.1	3.1	2.7	95	2.3	2.0	SE	2.00	8.0	SSE	2.8	3.1	2.8	1.4	30.746	0.00	0.00	43	3.70	76	0.0	0.00	0.0	0.637	0.000	14.6	46	3.1	13.4	8.85	 .0782	0.001	1405	1	100.0	60
30/03/23	8:00 a	3.2	3.2	3.0	95	2.5	5.0	SSE	5.00	10.0	SE	1.1	3.2	1.1	0.6	30.787	0.00	0.00	104	8.95	181	0.7	0.30	1.7	0.630	0.000	14.5	47	3.3	13.3	8.95	 .0783	0.002	1405	1	100.0	60
30/03/23	9:00 a	6.1	6.1	3.2	86	3.9	3.0	W	3.00	9.0	W	5.4	6.1	5.4	9.2	30.767	0.00	0.00	545	46.88	895	4.4	1.89	6.9	0.509	0.000	15.3	46	3.7	14.1	8.85	 .0780	0.009	1405	1	100.0	60
30/03/23	10:00 a	8.1	8.2	6.1	74	3.8	5.0	W	5.00	16.0	ESE	6.8	7.9	6.6	9.6	30.763	0.00	0.00	916	78.79	1093	8.4	3.60	10.3	0.426	0.000	17.9	41	4.5	16.5	7.96	 .0772	0.015	1405	1	100.0	60
30/03/23	11:00 a	7.8	8.1	6.9	83	5.1	12.0	SSE	12.00	21.0	SE	4.3	7.7	4.2	8.0	30.757	0.00	0.00	841	72.34	1304	9.6	4.11	13.6	0.440	0.000	20.2	38	5.4	18.8	7.55	 .0766	0.015	1405	1	100.0	60
30/03/23	12:00 p	8.0	8.3	7.6	79	4.6	13.0	SE	13.00	22.0	SE	4.3	7.9	4.2	7.4	30.693	0.00	0.00	1177	101.24	1334	12.7	5.44	14.8	0.431	0.000	23.2	35	6.9	22.3	6.98	 .0756	0.019	1405	1	100.0	60
30/03/23	1:00 p	8.4	8.8	7.9	80	5.2	13.0	SE	13.00	21.0	SE	4.8	8.3	4.7	7.9	30.647	0.00	0.00	1024	88.08	1121	12.0	5.14	13.2	0.412	0.000	26.1	30	7.2	25.1	6.05	 .0747	0.019	1405	1	100.0	60
30/03/23	2:00 p	8.9	9.1	8.2	81	5.9	12.0	SE	12.00	22.0	SE	5.6	8.9	5.6	9.4	30.599	0.00	0.00	913	78.53	979	9.5	4.07	11.0	0.391	0.000	28.4	28	8.1	27.2	5.69	 .0740	0.017	1405	1	100.0	60
30/03/23	3:00 p	9.2	9.4	8.8	80	5.9	12.0	SE	12.00	22.0	ESE	5.9	9.2	5.9	10.4	30.561	0.00	0.00	737	63.39	830	6.1	2.61	7.8	0.380	0.000	30.4	26	8.7	29.0	5.35	 .0734	0.014	1405	1	100.0	60
30/03/23	4:00 p	7.4	9.2	7.1	89	5.7	12.0	SE	12.00	23.0	SSE	3.9	7.5	3.9	6.7	30.557	0.00	0.00	379	32.60	591	2.8	1.20	4.4	0.454	0.000	31.2	27	10.0	29.7	5.49	 .0731	0.007	1405	1	100.0	60
30/03/23	5:00 p	6.1	7.4	6.1	93	5.1	11.0	SE	11.00	21.0	SE	2.6	6.2	2.7	0.3	30.561	0.00	0.00	91	7.83	381	0.4	0.17	1.8	0.509	0.000	30.2	26	8.5	28.8	5.35	 .0734	0.002	1404	1	100.0	60
30/03/23	6:00 p	5.6	6.2	5.6	94	4.7	11.0	SE	11.00	19.0	SE	2.0	5.7	2.1	-1.1	30.594	0.00	0.00	10	0.86	46	0.0	0.00	0.0	0.530	0.000	27.3	29	7.7	26.1	5.85	 .0743	0.001	1405	1	100.0	60
30/03/23	7:00 p	5.4	5.7	5.2	95	4.7	9.0	SE	9.00	18.0	SE	2.3	5.4	2.3	-1.2	30.631	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.539	0.000	26.6	30	7.6	25.5	6.05	 .0745	0.000	1405	1	100.0	60
30/03/23	8:00 p	4.6	5.4	4.6	95	3.9	7.0	SE	7.00	19.0	SSE	1.9	4.7	2.0	-1.8	30.675	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.572	0.000	25.1	32	7.2	24.4	6.41	 .0751	0.000	1405	1	100.0	60
30/03/23	9:00 p	4.4	4.6	4.2	95	3.7	7.0	SE	7.00	15.0	ESE	1.7	4.4	1.7	-2.1	30.711	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.581	0.000	24.2	31	6.0	23.3	6.24	 .0754	0.000	1405	1	100.0	60
30/03/23	10:00 p	4.1	4.4	4.1	95	3.4	7.0	SE	7.00	14.0	SE	1.3	4.1	1.3	-2.5	30.721	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.593	0.000	23.2	32	5.6	22.3	6.47	 .0757	0.000	1405	1	100.0	60
30/03/23	11:00 p	3.4	4.3	3.4	94	2.6	8.0	SE	8.00	16.0	ESE	0.2	3.4	0.2	-3.5	30.727	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.620	0.000	22.4	33	5.3	21.1	6.60	 .0760	0.000	1405	1	100.0	60
31/03/23	12:00 a	3.3	3.6	3.3	93	2.3	5.0	SE	5.00	11.0	SSE	1.2	3.3	1.2	-2.8	30.722	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.625	0.000	21.0	34	4.5	19.2	6.85	 .0763	0.000	1406	1	100.0	60
31/03/23	1:00 a	3.6	3.6	3.3	91	2.2	2.0	ESE	2.00	10.0	SE	3.3	3.5	3.3	-0.7	30.706	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.616	0.000	20.9	34	4.4	19.1	6.85	 .0763	0.000	1402	1	100.0	60
31/03/23	2:00 a	3.4	3.6	3.4	90	2.0	0.0	E	0.00	4.0	E	3.4	3.4	3.4	-0.6	30.699	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.620	0.000	20.2	34	3.8	18.5	6.85	 .0765	0.000	1405	1	100.0	60
31/03/23	3:00 a	3.6	3.7	3.4	89	2.0	1.0	NW	1.00	5.0	NW	3.6	3.6	3.6	-0.4	30.706	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.613	0.000	19.6	35	3.7	17.9	7.05	 .0767	0.000	1405	1	100.0	60
31/03/23	4:00 a	3.6	3.9	3.6	88	1.8	2.0	NW	2.00	6.0	NW	3.3	3.5	3.3	-0.7	30.697	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.616	0.000	19.0	36	3.6	17.3	7.17	 .0768	0.000	1405	1	100.0	60
31/03/23	5:00 a	3.5	3.7	3.4	85	1.2	4.0	NNW	4.00	9.0	NW	1.9	3.4	1.8	-2.3	30.718	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.618	0.000	18.4	36	3.0	16.7	7.15	 .0771	0.000	1405	1	100.0	60
31/03/23	6:00 a	3.6	3.6	3.0	85	1.3	1.0	NE	1.00	5.0	NNW	3.6	3.4	3.4	-0.6	30.733	0.00	0.00	2	0.17	12	0.0	0.00	0.0	0.616	0.000	17.9	36	2.6	16.2	7.17	 .0773	0.000	1405	1	100.0	60
31/03/23	7:00 a	3.8	4.2	3.6	86	1.7	1.0	NNE	1.00	5.0	NNE	3.8	3.7	3.7	2.1	30.783	0.00	0.00	32	2.75	44	0.0	0.00	0.0	0.606	0.000	17.3	37	2.5	15.7	7.35	 .0775	0.001	1405	1	100.0	60
31/03/23	8:00 a	3.1	3.8	3.0	91	1.7	1.0	SE	1.00	7.0	SE	3.1	3.0	3.0	1.8	30.806	0.00	0.00	64	5.50	97	0.2	0.09	0.7	0.637	0.000	17.1	39	3.0	15.5	7.70	 .0777	0.001	1405	1	100.0	60
31/03/23	9:00 a	5.1	5.2	3.1	85	2.8	2.0	NW	2.00	6.0	NW	5.1	5.0	4.9	5.2	30.776	0.00	0.00	173	14.88	232	1.4	0.60	2.0	0.551	0.000	17.5	39	3.4	15.9	7.72	 .0774	0.003	1405	1	100.0	60
31/03/23	10:00 a	4.4	5.8	4.2	90	2.9	5.0	SSE	5.00	11.0	SE	2.4	4.3	2.4	3.3	30.786	0.00	0.00	237	20.38	283	2.4	1.03	3.0	0.581	0.000	17.4	41	4.0	15.9	7.98	 .0775	0.004	1405	1	100.0	60
31/03/23	11:00 a	4.9	4.9	4.3	87	2.9	7.0	SSE	7.00	14.0	ESE	2.3	4.8	2.2	4.6	30.781	0.00	0.00	385	33.11	524	4.3	1.84	6.0	0.560	0.000	17.6	40	3.8	16.1	7.85	 .0774	0.006	1405	1	100.0	60
31/03/23	12:00 p	5.1	5.3	4.6	90	3.6	6.0	SSE	6.00	13.0	SE	2.8	5.1	2.8	5.6	30.763	0.02	0.15	420	36.12	575	5.1	2.19	6.7	0.551	0.000	17.7	43	4.9	16.3	8.27	 .0773	0.007	1405	1	100.0	60
31/03/23	1:00 p	5.6	5.6	5.1	88	3.8	5.0	SSE	5.00	11.0	SSE	3.8	5.6	3.8	7.2	30.733	0.00	0.00	504	43.35	554	5.8	2.49	6.3	0.530	0.000	18.2	41	4.7	16.8	7.95	 .0771	0.008	1405	1	100.0	60
31/03/23	2:00 p	6.8	6.8	5.6	84	4.3	5.0	SSE	5.00	10.0	SSE	5.3	6.8	5.2	9.3	30.701	0.00	0.00	616	52.98	747	6.6	2.83	7.1	0.479	0.000	19.6	40	5.6	18.2	7.81	 .0766	0.010	1405	1	100.0	60
31/03/23	3:00 p	7.6	7.8	6.8	83	4.9	5.0	SSE	5.00	10.0	SSE	6.1	7.5	6.1	9.1	30.664	0.00	0.00	369	31.74	974	3.8	1.63	7.8	0.449	0.000	21.1	39	6.6	19.6	7.65	 .0761	0.007	1404	1	100.0	60
31/03/23	4:00 p	6.4	7.6	5.4	85	4.1	5.0	SE	5.00	14.0	SSE	4.8	6.4	4.8	5.4	30.674	0.05	0.20	140	12.04	287	1.2	0.51	2.4	0.495	0.000	22.4	38	7.4	21.4	7.45	 .0757	0.003	1405	1	100.0	60
31/03/23	5:00 p	7.1	7.9	6.5	84	4.5	4.0	SSE	4.00	8.0	SE	5.9	7.0	5.9	5.2	30.673	0.00	0.00	192	16.51	330	0.7	0.30	1.6	0.470	0.000	21.7	36	5.9	20.2	7.21	 .0760	0.004	1405	1	100.0	60
31/03/23	6:00 p	5.8	7.1	5.8	88	4.0	3.0	SE	3.00	8.0	SE	5.1	5.8	5.1	2.1	30.708	0.00	0.00	18	1.55	58	0.0	0.00	0.0	0.521	0.000	20.4	37	5.2	18.8	7.35	 .0764	0.001	1405	1	100.0	60
31/03/23	7:00 p	5.3	5.9	5.3	93	4.3	4.0	SSE	4.00	21.0	ESE	4.0	5.3	4.0	0.8	30.756	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.542	0.000	19.8	40	5.8	18.4	7.80	 .0767	0.000	1405	1	100.0	60
31/03/23	8:00 p	4.9	5.3	4.9	94	4.0	7.0	SE	7.00	20.0	SE	2.3	4.9	2.3	-0.7	30.792	0.05	0.38	0	0.00	0	0.0	0.00	0.0	0.560	0.000	19.3	41	5.7	18.0	7.95	 .0769	0.000	1405	1	100.0	60
31/03/23	9:00 p	4.4	4.9	4.4	95	3.7	7.0	SE	7.00	14.0	ESE	1.7	4.5	1.8	-1.3	30.823	0.04	0.38	0	0.00	0	0.0	0.00	0.0	0.579	0.000	19.8	40	5.8	18.4	7.80	 .0769	0.000	1405	1	100.0	60
31/03/23	10:00 p	3.8	4.5	3.8	95	3.1	5.0	SE	5.00	14.0	SE	1.8	3.8	1.8	-1.4	30.835	0.11	0.33	0	0.00	0	0.0	0.00	0.0	0.604	0.000	19.4	40	5.4	18.0	7.81	 .0770	0.000	1405	1	100.0	60
31/03/23	11:00 p	3.3	3.8	3.3	95	2.6	2.0	SE	2.00	9.0	SE	3.1	3.3	3.1	-0.1	30.829	0.01	0.22	0	0.00	0	0.0	0.00	0.0	0.625	0.000	18.9	40	5.0	17.5	7.83	 .0771	0.000	1405	1	100.0	60
01/04/23	12:00 a	3.5	3.5	3.3	94	2.6	0.0	SE	0.00	1.0	SE	3.5	3.5	3.5	0.3	30.820	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.618	0.000	18.1	41	4.6	16.7	7.96	 .0773	0.000	1406	1	100.0	60
01/04/23	1:00 a	3.4	3.5	3.4	93	2.4	0.0	ENE	0.00	4.0	ENE	3.4	3.4	3.4	0.2	30.790	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.620	0.000	17.8	41	4.4	16.4	7.97	 .0773	0.000	1402	1	100.0	60
01/04/23	2:00 a	3.4	3.5	3.3	93	2.4	0.0	SSE	0.00	4.0	ENE	3.4	3.4	3.4	0.2	30.781	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.620	0.000	17.0	42	4.0	15.6	8.15	 .0776	0.000	1406	1	100.0	60
01/04/23	3:00 a	3.4	3.6	3.4	93	2.4	0.0	ENE	0.00	3.0	ENE	3.4	3.4	3.4	0.2	30.756	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.620	0.000	16.6	43	3.9	15.2	8.31	 .0776	0.000	1404	1	100.0	60
01/04/23	4:00 a	3.3	3.4	3.2	92	2.1	0.0	N	0.00	4.0	N	3.3	3.2	3.2	-0.1	30.749	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.627	0.000	16.1	43	3.5	14.7	8.33	 .0778	0.000	1405	1	100.0	60
01/04/23	5:00 a	3.2	3.3	3.1	91	1.8	1.0	N	1.00	4.0	N	3.2	3.1	3.1	-0.2	30.756	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.632	0.000	15.7	43	3.2	14.3	8.34	 .0779	0.000	1405	1	100.0	60
01/04/23	6:00 a	2.4	3.4	2.4	92	1.3	0.0	S	0.00	5.0	NE	2.4	2.4	2.4	-0.9	30.780	0.00	0.00	2	0.17	14	0.0	0.00	0.0	0.662	0.000	15.3	44	3.1	14.0	8.54	 .0780	0.000	1405	1	100.0	60
01/04/23	7:00 a	2.9	2.9	2.3	94	2.0	1.0	NE	1.00	6.0	NW	2.9	2.9	2.9	1.8	30.810	0.00	0.00	54	4.64	169	0.0	0.00	0.6	0.644	0.000	15.2	44	3.0	13.8	8.54	 .0782	0.001	1405	1	100.0	60
01/04/23	8:00 a	4.2	4.4	2.9	95	3.4	2.0	WNW	2.00	7.0	SSE	4.0	4.2	4.0	4.7	30.813	0.00	0.00	178	15.31	271	1.0	0.43	1.9	0.590	0.000	15.2	46	3.6	13.9	8.85	 .0782	0.003	1405	1	100.0	60
01/04/23	9:00 a	4.7	4.8	4.1	93	3.7	6.0	SSE	6.00	9.0	SSE	2.4	4.7	2.4	3.8	30.822	0.00	0.00	270	23.22	357	2.3	0.99	3.9	0.567	0.000	15.2	48	4.2	14.0	9.15	 .0781	0.004	1405	1	100.0	60
01/04/23	10:00 a	4.9	5.1	4.7	93	3.9	6.0	SSE	6.00	12.0	SE	2.7	4.9	2.7	5.1	30.825	0.00	0.00	379	32.60	721	3.9	1.67	5.8	0.558	0.000	15.7	48	4.7	14.6	9.14	 .0780	0.006	1405	1	100.0	60
01/04/23	11:00 a	5.0	5.4	4.8	94	4.1	6.0	SSE	6.00	13.0	SE	2.7	5.1	2.8	5.2	30.811	0.03	0.09	374	32.17	568	4.6	1.97	6.6	0.556	0.000	16.2	48	5.1	15.0	9.11	 .0778	0.006	1405	1	100.0	60
01/04/23	12:00 p	5.8	5.9	4.8	93	4.7	8.0	SSE	8.00	15.0	SSE	3.1	5.8	3.1	6.9	30.778	0.00	0.00	597	51.35	881	7.7	3.30	10.4	0.523	0.000	17.4	47	6.0	16.3	8.88	 .0773	0.010	1405	1	100.0	60
01/04/23	1:00 p	6.0	6.7	5.8	91	4.6	7.0	SSE	7.00	13.0	SE	3.6	6.0	3.6	7.7	30.703	0.00	0.00	644	55.39	1390	8.3	3.56	13.9	0.514	0.000	19.2	44	6.6	18.0	8.35	 .0767	0.012	1405	1	100.0	60
01/04/23	2:00 p	8.0	8.2	6.0	88	6.1	10.0	SE	10.00	19.0	SE	5.1	8.1	5.1	8.4	30.657	0.00	0.00	800	68.81	1139	8.8	3.77	11.3	0.431	0.000	21.3	41	7.5	19.9	7.93	 .0759	0.014	1405	1	100.0	60
01/04/23	3:00 p	6.3	8.0	6.2	90	4.8	11.0	SE	11.00	21.0	SE	2.8	6.3	2.8	5.4	30.631	0.00	0.00	375	32.25	1174	4.9	2.10	9.2	0.500	0.000	22.7	37	7.2	21.7	7.29	 .0756	0.010	1404	1	100.0	60
01/04/23	4:00 p	6.3	7.1	6.3	90	4.8	10.0	SE	10.00	20.0	SSE	3.1	6.3	3.1	7.3	30.628	0.00	0.00	457	39.31	691	2.8	1.20	4.5	0.502	0.000	25.7	32	7.7	24.8	6.39	 .0748	0.008	1405	1	100.0	60
