"Fecha Tiempo, GMT-05:00","Temp, °C (SEN S/N: 20664778, LBL: Pared Norte)","Temp, °C (SEN S/N: 20664778, LBL: Pared Este)","Temp, °C (SEN S/N: 20664778, LBL: Techo )","Temp, °C (SEN S/N: 20664778, LBL: Pared Exterior Este)"
02/16/23 10:10:00,16.140,14.952,17.662,16.655
02/16/23 10:25:00,16.175,15.072,18.262,17.049
02/16/23 10:40:00,16.143,15.134,18.449,17.469
02/16/23 10:55:00,16.155,15.231,19.204,17.651
02/16/23 11:10:00,16.274,15.381,20.281,17.910
02/16/23 11:25:00,16.429,15.596,21.081,18.164
02/16/23 11:40:00,16.589,15.833,21.893,18.311
02/16/23 11:55:00,16.758,16.076,21.895,18.433
02/16/23 12:10:00,16.929,16.336,23.025,18.580
02/16/23 12:25:00,17.113,16.618,23.507,18.741
02/16/23 12:40:00,17.296,16.897,23.632,18.903
02/16/23 12:55:00,17.497,17.184,23.781,18.989
02/16/23 13:10:00,17.691,17.464,24.459,19.091
02/16/23 13:25:00,17.883,17.735,23.325,19.197
02/16/23 13:40:00,18.060,18.001,24.351,19.225
02/16/23 13:55:00,18.234,18.253,24.673,19.359
02/16/23 14:10:00,18.394,18.479,24.532,19.353
02/16/23 14:25:00,18.542,18.681,24.287,19.273
02/16/23 14:40:00,18.674,18.873,23.168,19.216
02/16/23 14:55:00,18.785,19.023,22.175,19.041
02/16/23 15:10:00,18.864,19.145,20.609,18.842
02/16/23 15:25:00,18.961,19.273,21.172,18.745
02/16/23 15:40:00,19.044,19.384,20.431,18.644
02/16/23 15:55:00,19.108,19.475,21.672,18.561
02/16/23 16:10:00,19.167,19.552,20.945,18.461
02/16/23 16:25:00,19.228,19.619,21.239,18.354
02/16/23 16:40:00,19.277,19.673,21.340,18.237
02/16/23 16:55:00,19.340,19.728,21.161,18.148
02/16/23 17:10:00,19.389,19.765,20.054,18.072
02/16/23 17:25:00,19.423,19.787,19.829,17.996
02/16/23 17:40:00,19.448,19.793,18.666,17.854
02/16/23 17:55:00,19.471,19.786,19.060,17.674
02/16/23 18:10:00,19.475,19.755,18.641,17.464
02/16/23 18:25:00,19.491,19.719,18.634,17.299
02/16/23 18:40:00,19.485,19.673,17.292,17.095
02/16/23 18:55:00,19.478,19.625,17.250,16.911
02/16/23 19:10:00,19.482,19.576,16.430,16.744
02/16/23 19:25:00,19.472,19.518,17.454,16.591
02/16/23 19:40:00,19.465,19.457,16.609,16.454
02/16/23 19:55:00,19.456,19.392,17.641,16.327
02/16/23 20:10:00,19.454,19.326,17.222,16.187
02/16/23 20:25:00,19.450,19.261,18.824,16.141
02/16/23 20:40:00,19.436,19.190,18.173,16.037
02/16/23 20:55:00,19.417,19.117,18.915,16.001
02/16/23 21:10:00,19.405,19.048,19.047,15.871
02/16/23 21:25:00,19.390,18.973,18.692,15.794
02/16/23 21:40:00,19.356,18.886,18.879,15.709
02/16/23 21:55:00,19.331,18.806,18.640,15.560
02/16/23 22:10:00,19.314,18.720,18.409,15.485
02/16/23 22:25:00,19.285,18.637,18.427,15.406
02/16/23 22:40:00,19.248,18.549,18.210,15.296
02/16/23 22:55:00,19.213,18.461,18.238,15.166
02/16/23 23:10:00,19.167,18.371,18.002,14.984
02/16/23 23:25:00,19.132,18.280,17.534,14.897
02/16/23 23:40:00,19.094,18.186,17.400,14.824
02/16/23 23:55:00,19.020,18.072,16.572,14.756
02/17/23 00:10:00,18.935,17.943,17.140,14.628
02/17/23 00:25:00,18.904,17.856,16.911,14.541
02/17/23 00:40:00,18.864,17.761,16.990,14.429
02/17/23 00:55:00,18.814,17.662,16.915,14.348
02/17/23 01:10:00,18.750,17.561,16.877,14.171
02/17/23 01:25:00,18.693,17.458,16.619,14.002
02/17/23 01:40:00,18.647,17.357,16.235,13.916
02/17/23 01:55:00,18.586,17.250,16.105,13.816
02/17/23 02:10:00,18.519,17.140,15.970,13.712
02/17/23 02:25:00,18.452,17.030,15.779,13.604
02/17/23 02:40:00,18.390,16.923,15.822,13.472
02/17/23 02:55:00,18.328,16.817,15.676,13.317
02/17/23 03:10:00,18.258,16.711,15.243,13.206
02/17/23 03:25:00,18.182,16.595,14.954,13.121
02/17/23 03:40:00,18.106,16.478,14.749,13.011
02/17/23 03:55:00,18.027,16.357,14.574,12.894
02/17/23 04:10:00,17.949,16.235,14.501,12.782
02/17/23 04:25:00,17.865,16.111,14.330,12.671
02/17/23 04:40:00,17.784,15.991,14.369,12.505
02/17/23 04:55:00,17.699,15.865,13.697,12.329
02/17/23 05:10:00,17.614,15.739,13.658,12.211
02/17/23 05:25:00,17.531,15.613,13.654,12.133
02/17/23 05:40:00,17.448,15.488,13.195,12.024
02/17/23 05:55:00,17.363,15.360,12.775,11.840
02/17/23 06:10:00,17.280,15.233,12.560,11.730
02/17/23 06:25:00,17.202,15.118,12.773,11.680
02/17/23 06:40:00,17.140,15.024,13.482,11.712
02/17/23 06:55:00,17.109,14.957,13.705,11.927
02/17/23 07:10:00,17.068,14.889,14.044,12.302
02/17/23 07:25:00,17.021,14.816,14.005,12.696
02/17/23 07:40:00,16.961,14.740,14.297,13.156
02/17/23 07:55:00,16.908,14.677,14.726,13.596
02/17/23 08:10:00,16.865,14.631,15.176,13.934
02/17/23 08:25:00,16.825,14.601,15.575,14.294
02/17/23 08:40:00,16.793,14.589,15.912,14.701
02/17/23 08:55:00,16.769,14.595,16.329,15.094
02/17/23 09:10:00,16.758,14.622,16.808,15.482
02/17/23 09:25:00,16.762,14.671,17.300,15.864
02/17/23 09:40:00,16.792,14.743,17.870,16.262
02/17/23 09:55:00,16.830,14.840,18.392,16.567
02/17/23 10:10:00,16.881,14.958,18.998,16.993
02/17/23 10:25:00,16.952,15.105,19.679,17.281
02/17/23 10:40:00,17.042,15.278,20.162,17.625
02/17/23 10:55:00,17.135,15.478,21.211,17.816
02/17/23 11:10:00,17.254,15.696,21.906,18.117
02/17/23 11:25:00,17.393,15.933,21.357,18.267
02/17/23 11:40:00,17.532,16.172,20.890,18.169
02/17/23 11:55:00,17.665,16.408,21.518,18.117
02/17/23 12:10:00,17.806,16.655,20.618,18.117
02/17/23 12:25:00,17.950,16.902,20.537,18.106
02/17/23 12:40:00,18.105,17.158,22.711,18.233
02/17/23 12:55:00,18.265,17.409,22.666,18.296
02/17/23 13:10:00,18.424,17.656,22.345,18.337
02/17/23 13:25:00,18.579,17.886,21.370,18.389
02/17/23 13:40:00,18.726,18.100,21.139,18.423
02/17/23 13:55:00,18.873,18.317,22.588,18.455
02/17/23 14:10:00,19.004,18.513,21.812,18.485
02/17/23 14:25:00,19.133,18.701,21.440,18.491
02/17/23 14:40:00,19.251,18.866,22.317,18.488
02/17/23 14:55:00,19.377,19.029,22.121,18.487
02/17/23 15:10:00,19.478,19.166,21.579,18.470
02/17/23 15:25:00,19.569,19.292,22.224,18.421
02/17/23 15:40:00,19.667,19.411,22.568,18.362
02/17/23 15:55:00,19.741,19.512,22.901,18.287
02/17/23 16:10:00,19.827,19.612,23.423,18.216
02/17/23 16:25:00,19.912,19.705,22.688,18.148
02/17/23 16:40:00,19.963,19.769,19.949,18.068
02/17/23 16:55:00,20.004,19.824,19.851,17.989
02/17/23 17:10:00,20.037,19.863,20.036,17.903
02/17/23 17:25:00,20.092,19.902,20.339,17.882
02/17/23 17:40:00,20.128,19.921,22.096,17.797
02/17/23 17:55:00,20.167,19.927,21.727,17.665
02/17/23 18:10:00,20.195,19.923,21.230,17.531
02/17/23 18:25:00,20.204,19.903,20.746,17.382
02/17/23 18:40:00,20.207,19.874,20.350,17.219
02/17/23 18:55:00,20.222,19.853,20.234,17.119
02/17/23 19:10:00,20.240,19.830,20.671,17.019
02/17/23 19:25:00,20.247,19.799,19.906,16.911
02/17/23 19:40:00,20.245,19.755,19.996,16.814
02/17/23 19:55:00,20.232,19.707,19.978,16.710
02/17/23 20:10:00,20.228,19.653,19.790,16.630
02/17/23 20:25:00,20.217,19.601,19.926,16.594
02/17/23 20:40:00,20.202,19.537,19.639,16.522
02/17/23 20:55:00,20.180,19.474,19.529,16.396
02/17/23 21:10:00,20.158,19.408,19.144,16.223
02/17/23 21:25:00,20.123,19.335,18.866,16.032
02/17/23 21:40:00,20.092,19.261,18.860,15.898
02/17/23 21:55:00,20.061,19.182,17.671,15.757
02/17/23 22:10:00,20.009,19.091,17.962,15.579
02/17/23 22:25:00,19.972,19.011,18.775,15.545
02/17/23 22:40:00,19.935,18.932,18.913,15.540
02/17/23 22:55:00,19.896,18.849,18.815,15.512
02/17/23 23:10:00,19.860,18.765,18.534,15.485
02/17/23 23:25:00,19.811,18.675,18.586,15.431
02/17/23 23:40:00,19.772,18.589,18.176,15.399
02/17/23 23:55:00,19.689,18.484,17.544,15.320
02/18/23 00:10:00,19.598,18.360,18.030,15.239
02/18/23 00:25:00,19.573,18.289,17.932,15.170
02/18/23 00:40:00,19.534,18.215,17.978,15.025
02/18/23 00:55:00,19.493,18.136,17.717,14.913
02/18/23 01:10:00,19.435,18.042,17.443,14.858
02/18/23 01:25:00,19.369,17.952,17.278,14.777
02/18/23 01:40:00,19.313,17.859,17.242,14.635
02/18/23 01:55:00,19.252,17.770,17.121,14.541
02/18/23 02:10:00,19.193,17.677,16.979,14.453
02/18/23 02:25:00,19.121,17.576,16.886,14.273
02/18/23 02:40:00,19.059,17.480,16.633,14.152
02/18/23 02:55:00,18.995,17.381,16.487,14.044
02/18/23 03:10:00,18.924,17.278,16.181,13.891
02/18/23 03:25:00,18.855,17.174,16.125,13.778
02/18/23 03:40:00,18.785,17.067,15.827,13.640
02/18/23 03:55:00,18.711,16.967,15.625,13.523
02/18/23 04:10:00,18.634,16.857,15.270,13.398
02/18/23 04:25:00,18.555,16.741,14.909,13.294
02/18/23 04:40:00,18.473,16.622,14.749,13.175
02/18/23 04:55:00,18.389,16.500,14.556,13.060
02/18/23 05:10:00,18.302,16.375,14.346,12.972
02/18/23 05:25:00,18.216,16.251,14.229,12.846
02/18/23 05:40:00,18.127,16.131,14.216,12.686
02/18/23 05:55:00,18.042,16.010,13.865,12.568
02/18/23 06:10:00,17.964,15.897,13.778,12.488
02/18/23 06:25:00,17.906,15.815,14.397,12.506
02/18/23 06:40:00,17.856,15.742,14.643,12.557
02/18/23 06:55:00,17.812,15.667,14.604,12.763
02/18/23 07:10:00,17.757,15.585,14.705,13.088
02/18/23 07:25:00,17.690,15.494,14.613,13.365
02/18/23 07:40:00,17.629,15.415,14.776,13.687
02/18/23 07:55:00,17.577,15.354,15.218,14.122
02/18/23 08:10:00,17.534,15.309,15.637,14.518
02/18/23 08:25:00,17.492,15.278,16.020,14.833
02/18/23 08:40:00,17.455,15.257,16.326,15.054
02/18/23 08:55:00,17.415,15.251,16.612,15.267
02/18/23 09:10:00,17.391,15.261,17.015,15.597
02/18/23 09:25:00,17.388,15.300,17.519,15.915
02/18/23 09:40:00,17.399,15.352,17.938,16.321
02/18/23 09:55:00,17.424,15.426,17.744,16.723
02/18/23 10:10:00,17.457,15.508,18.507,17.051
02/18/23 10:25:00,17.498,15.613,19.084,17.427
02/18/23 10:40:00,17.558,15.743,19.832,17.641
02/18/23 10:55:00,17.631,15.900,19.832,17.810
02/18/23 11:10:00,17.715,16.083,20.866,18.042
02/18/23 11:25:00,17.813,16.284,21.680,18.267
02/18/23 11:40:00,17.937,16.508,22.396,18.481
02/18/23 11:55:00,18.068,16.732,22.012,18.576
02/18/23 12:10:00,18.209,16.966,22.574,18.549
02/18/23 12:25:00,18.341,17.190,21.607,18.476
02/18/23 12:40:00,18.467,17.412,20.604,18.368
02/18/23 12:55:00,18.598,17.639,21.315,18.377
02/18/23 13:10:00,18.726,17.854,21.225,18.386
02/18/23 13:25:00,18.861,18.069,22.266,18.400
02/18/23 13:40:00,18.983,18.265,21.249,18.393
02/18/23 13:55:00,19.112,18.460,23.699,18.418
02/18/23 14:10:00,19.246,18.650,21.267,18.478
02/18/23 14:25:00,19.358,18.821,22.082,18.454
02/18/23 14:40:00,19.472,18.979,20.670,18.457
02/18/23 14:55:00,19.558,19.112,20.603,18.427
02/18/23 15:10:00,19.653,19.248,20.755,18.406
02/18/23 15:25:00,19.735,19.362,20.439,18.392
02/18/23 15:40:00,19.814,19.468,21.943,18.359
02/18/23 15:55:00,19.905,19.573,21.038,18.353
02/18/23 16:10:00,19.982,19.670,20.884,18.341
02/18/23 16:25:00,20.082,19.758,21.255,18.319
02/18/23 16:40:00,20.159,19.838,22.663,18.265
02/18/23 16:55:00,20.237,19.912,23.075,18.235
02/18/23 17:10:00,20.301,19.982,22.360,18.179
02/18/23 17:25:00,20.356,20.028,22.389,18.106
02/18/23 17:40:00,20.400,20.054,21.931,17.990
02/18/23 17:55:00,20.418,20.059,21.488,17.854
02/18/23 18:10:00,20.271,19.963,19.301,17.705
02/18/23 18:25:00,20.263,19.899,20.007,17.546
02/18/23 18:40:00,20.439,19.976,20.775,17.427
02/18/23 18:55:00,20.524,20.007,20.073,17.280
02/18/23 19:10:00,20.583,20.022,20.402,17.073
02/18/23 19:25:00,20.630,20.025,20.594,16.902
02/18/23 19:40:00,20.379,19.862,18.741,16.774
02/18/23 19:55:00,20.420,19.862,19.868,16.725
02/18/23 20:10:00,20.379,19.915,19.824,16.630
02/18/23 20:25:00,20.238,19.845,18.715,16.579
02/18/23 20:40:00,20.128,19.741,18.888,16.508
02/18/23 20:55:00,20.187,19.759,19.545,16.365
02/18/23 21:10:00,20.305,19.784,19.566,16.257
02/18/23 21:25:00,20.366,19.796,19.667,16.140
02/18/23 21:40:00,20.390,19.780,19.169,16.013
02/18/23 21:55:00,20.409,19.749,19.129,15.956
02/18/23 22:10:00,20.426,19.716,18.976,15.828
02/18/23 22:25:00,20.426,19.671,18.203,15.651
02/18/23 22:40:00,20.412,19.613,14.859,15.448
02/18/23 22:55:00,20.387,19.545,18.051,15.308
02/18/23 23:10:00,20.372,19.494,19.001,15.240
02/18/23 23:25:00,20.359,19.432,18.759,15.090
02/18/23 23:40:00,20.336,19.374,18.542,15.036
02/18/23 23:55:00,20.301,19.277,17.852,14.981
02/19/23 00:10:00,20.240,19.160,18.320,14.801
02/19/23 00:25:00,20.234,19.103,18.280,14.655
02/19/23 00:40:00,20.217,19.034,18.123,14.602
02/19/23 00:55:00,20.193,18.970,18.001,14.520
02/19/23 01:10:00,20.158,18.879,17.781,14.409
02/19/23 01:25:00,20.122,18.788,17.778,14.330
02/19/23 01:40:00,20.079,18.701,17.604,14.201
02/19/23 01:55:00,20.033,18.613,17.247,14.083
02/19/23 02:10:00,19.985,18.512,16.673,13.939
02/19/23 02:25:00,19.935,18.399,16.099,13.712
02/19/23 02:40:00,19.877,18.282,15.922,13.580
02/19/23 02:55:00,19.820,18.160,15.363,13.332
02/19/23 03:10:00,19.753,18.030,15.160,13.118
02/19/23 03:25:00,19.695,17.900,14.895,12.960
02/19/23 03:40:00,19.622,17.770,14.523,12.826
02/19/23 03:55:00,19.537,17.635,14.698,12.748
02/19/23 04:10:00,19.465,17.503,14.737,12.689
02/19/23 04:25:00,19.389,17.384,14.304,12.592
02/19/23 04:40:00,19.279,17.223,13.867,12.417
02/19/23 04:55:00,19.193,17.064,13.663,12.246
02/19/23 05:10:00,19.086,16.909,13.406,12.148
02/19/23 05:25:00,19.014,16.768,13.061,12.018
02/19/23 05:40:00,18.931,16.615,13.231,11.916
02/19/23 05:55:00,18.851,16.508,13.168,11.793
02/19/23 06:10:00,18.800,16.466,13.233,11.712
02/19/23 06:25:00,18.524,16.155,12.779,11.657
02/19/23 06:40:00,18.427,15.983,13.066,11.652
02/19/23 06:55:00,18.262,15.792,13.243,11.922
02/19/23 07:10:00,18.201,15.682,13.592,12.264
02/19/23 07:25:00,18.121,15.569,13.934,12.763
02/19/23 07:40:00,18.020,15.476,14.200,13.288
02/19/23 07:55:00,17.861,15.323,14.424,13.754
02/19/23 08:10:00,17.813,15.251,15.049,14.265
02/19/23 08:25:00,17.755,15.203,15.508,14.716
02/19/23 08:40:00,17.705,15.176,15.952,15.111
02/19/23 08:55:00,17.654,15.164,16.405,15.531
02/19/23 09:10:00,17.616,15.173,16.883,15.904
02/19/23 09:25:00,17.592,15.212,17.476,16.281
02/19/23 09:40:00,17.577,15.281,18.011,16.588
02/19/23 09:55:00,17.570,15.375,18.548,16.848
02/19/23 10:10:00,17.567,15.493,19.054,17.165
02/19/23 10:25:00,17.581,15.639,19.778,17.428
02/19/23 10:40:00,17.626,15.821,20.533,17.644
02/19/23 10:55:00,17.694,16.031,21.375,17.928
02/19/23 11:10:00,17.781,16.260,22.232,18.140
02/19/23 11:25:00,17.900,16.524,22.784,18.362
02/19/23 11:40:00,18.024,16.789,23.442,18.458
02/19/23 11:55:00,18.160,17.060,22.983,18.515
02/19/23 12:10:00,18.295,17.330,24.050,18.699
02/19/23 12:25:00,18.433,17.593,23.946,18.790
02/19/23 12:40:00,18.568,17.851,23.872,18.852
02/19/23 12:55:00,18.699,18.094,23.330,18.924
02/19/23 13:10:00,18.833,18.337,23.109,18.968
02/19/23 13:25:00,18.964,18.571,23.629,19.035
02/19/23 13:40:00,19.100,18.803,24.777,19.139
02/19/23 13:55:00,19.246,19.036,24.291,19.152
02/19/23 14:10:00,19.378,19.252,24.638,19.182
02/19/23 14:25:00,19.517,19.468,24.520,19.230
02/19/23 14:40:00,19.649,19.662,23.970,19.265
02/19/23 14:55:00,19.769,19.845,23.352,19.292
02/19/23 15:10:00,19.884,20.010,22.682,19.298
02/19/23 15:25:00,19.996,20.162,23.378,19.307
02/19/23 15:40:00,20.097,20.305,21.872,19.316
02/19/23 15:55:00,20.183,20.421,23.345,19.282
02/19/23 16:10:00,20.271,20.530,23.605,19.251
02/19/23 16:25:00,20.344,20.622,22.088,19.194
02/19/23 16:40:00,20.421,20.713,23.055,19.132
02/19/23 16:55:00,20.501,20.802,22.055,19.063
02/19/23 17:10:00,20.555,20.871,19.404,18.958
02/19/23 17:25:00,20.613,20.927,21.667,18.851
02/19/23 17:40:00,20.653,20.957,19.936,18.730
02/19/23 17:55:00,20.688,20.974,19.387,18.595
02/19/23 18:10:00,20.699,20.951,19.664,18.408
02/19/23 18:25:00,20.707,20.923,18.947,18.225
02/19/23 18:40:00,20.551,20.801,12.595,17.996
02/19/23 18:55:00,20.283,20.537,12.898,17.799
02/19/23 19:10:00,20.214,20.393,17.892,17.583
02/19/23 19:25:00,20.347,20.449,20.944,17.521
02/19/23 19:40:00,20.372,20.449,21.205,17.350
02/19/23 19:55:00,20.434,20.461,21.047,17.278
02/19/23 20:10:00,20.451,20.437,21.018,17.174
02/19/23 20:25:00,20.451,20.396,20.892,17.043
02/19/23 20:40:00,20.470,20.360,20.845,16.886
02/19/23 20:55:00,20.473,20.312,20.588,16.700
02/19/23 21:10:00,20.472,20.257,20.366,16.552
02/19/23 21:25:00,20.452,20.184,20.232,16.339
02/19/23 21:40:00,20.439,20.110,19.998,16.220
02/19/23 21:55:00,20.446,20.094,18.875,16.031
02/19/23 22:10:00,20.437,20.059,19.349,15.860
02/19/23 22:25:00,20.466,20.028,19.832,15.658
02/19/23 22:40:00,20.479,19.970,19.649,15.506
02/19/23 22:55:00,20.482,19.915,19.637,15.384
02/19/23 23:10:00,20.469,19.844,19.442,15.215
02/19/23 23:25:00,20.452,19.755,19.301,14.989
02/19/23 23:40:00,20.442,19.665,18.877,14.813
02/19/23 23:55:00,20.445,19.546,17.874,14.764
02/20/23 00:10:00,20.417,19.433,18.427,14.625
02/20/23 00:25:00,20.414,19.378,18.595,14.512
02/20/23 00:40:00,20.408,19.306,18.499,14.396
02/20/23 00:55:00,20.403,19.227,18.218,14.243
02/20/23 01:10:00,20.406,19.136,17.726,14.158
02/20/23 01:25:00,20.362,19.022,17.742,14.032
02/20/23 01:40:00,20.318,18.916,17.697,13.882
02/20/23 01:55:00,20.281,18.818,17.471,13.787
02/20/23 02:10:00,20.274,18.720,17.144,13.672
02/20/23 02:25:00,20.242,18.603,16.853,13.584
02/20/23 02:40:00,20.199,18.488,16.787,13.496
02/20/23 02:55:00,20.147,18.363,16.360,13.398
02/20/23 03:10:00,20.120,18.237,15.605,13.364
02/20/23 03:25:00,20.079,18.120,16.272,13.203
02/20/23 03:40:00,20.042,17.999,16.098,13.028
02/20/23 03:55:00,19.972,17.867,15.421,12.919
02/20/23 04:10:00,19.903,17.735,15.069,12.853
02/20/23 04:25:00,19.829,17.592,14.532,12.726
02/20/23 04:40:00,19.755,17.454,14.231,12.639
02/20/23 04:55:00,19.642,17.317,13.957,12.523
02/20/23 05:10:00,19.615,17.253,14.352,12.403
02/20/23 05:25:00,19.222,16.964,13.424,12.276
02/20/23 05:40:00,18.837,16.533,12.542,12.149
02/20/23 05:55:00,18.787,16.379,13.783,12.053
02/20/23 06:10:00,18.692,16.251,14.177,11.895
02/20/23 06:25:00,18.604,16.138,14.271,11.847
02/20/23 06:40:00,18.521,16.037,14.530,11.907
02/20/23 06:55:00,18.444,15.944,14.501,12.149
02/20/23 07:10:00,18.356,15.842,14.438,12.499
02/20/23 07:25:00,18.265,15.731,14.385,12.904
02/20/23 07:40:00,18.176,15.630,14.628,13.347
02/20/23 07:55:00,18.100,15.548,14.981,13.838
02/20/23 08:10:00,18.029,15.484,15.512,14.312
02/20/23 08:25:00,17.968,15.437,15.854,14.788
02/20/23 08:40:00,17.911,15.412,16.263,15.240
02/20/23 08:55:00,17.858,15.402,16.813,15.679
02/20/23 09:10:00,17.819,15.417,17.259,16.105
02/20/23 09:25:00,17.779,15.448,17.769,16.455
02/20/23 09:40:00,17.761,15.508,18.270,16.621
02/20/23 09:55:00,17.749,15.593,18.641,16.853
02/20/23 10:10:00,17.787,15.703,19.096,17.147
02/20/23 10:25:00,17.813,15.836,19.645,17.489
02/20/23 10:40:00,17.891,16.003,20.528,17.858
02/20/23 10:55:00,17.956,16.189,21.312,18.209
02/20/23 11:10:00,18.060,16.411,22.142,18.513
02/20/23 11:25:00,18.191,16.655,22.962,18.699
02/20/23 11:40:00,18.322,16.905,23.512,18.870
02/20/23 11:55:00,18.458,17.174,24.017,18.669
02/20/23 12:10:00,18.608,17.443,24.403,18.757
02/20/23 12:25:00,18.730,17.711,24.959,18.995
02/20/23 12:40:00,18.900,17.990,25.412,19.268
02/20/23 12:55:00,19.089,18.286,25.861,19.442
02/20/23 13:10:00,19.270,18.574,26.219,19.518
02/20/23 13:25:00,19.439,18.852,26.314,19.627
02/20/23 13:40:00,19.612,19.120,26.913,19.786
02/20/23 13:55:00,19.774,19.378,26.943,19.951
02/20/23 14:10:00,19.932,19.622,26.195,20.049
02/20/23 14:25:00,20.071,19.853,26.965,20.290
02/20/23 14:40:00,20.210,20.080,26.926,20.503
02/20/23 14:55:00,20.362,20.295,26.361,20.555
02/20/23 15:10:00,20.494,20.503,26.558,20.758
02/20/23 15:25:00,20.630,20.692,26.137,20.811
02/20/23 15:40:00,20.740,20.871,26.321,20.862
02/20/23 15:55:00,20.845,21.030,25.066,20.841
02/20/23 16:10:00,20.942,21.184,24.980,20.793
02/20/23 16:25:00,21.033,21.324,23.869,20.740
02/20/23 16:40:00,21.114,21.446,24.249,20.644
02/20/23 16:55:00,21.185,21.557,23.486,20.512
02/20/23 17:10:00,21.258,21.652,24.430,20.388
02/20/23 17:25:00,21.330,21.749,23.249,20.256
02/20/23 17:40:00,21.376,21.809,23.498,20.119
02/20/23 17:55:00,21.394,21.828,22.666,19.954
02/20/23 18:10:00,21.385,21.818,22.429,19.750
02/20/23 18:25:00,21.395,21.809,21.960,19.552
02/20/23 18:40:00,21.416,21.806,22.362,19.390
02/20/23 18:55:00,21.439,21.807,22.607,19.267
02/20/23 19:10:00,21.464,21.815,22.854,19.121
02/20/23 19:25:00,21.482,21.812,22.875,18.949
02/20/23 19:40:00,21.478,21.782,22.585,18.812
02/20/23 19:55:00,21.476,21.743,22.360,18.677
02/20/23 20:10:00,21.469,21.700,22.170,18.513
02/20/23 20:25:00,21.452,21.651,22.120,18.344
02/20/23 20:40:00,21.452,21.595,21.903,18.194
02/20/23 20:55:00,21.418,21.527,21.615,18.050
02/20/23 21:10:00,21.395,21.448,21.434,17.916
02/20/23 21:25:00,21.369,21.370,21.205,17.778
02/20/23 21:40:00,21.355,21.296,21.087,17.653
02/20/23 21:55:00,21.324,21.208,20.796,17.486
02/20/23 22:10:00,21.302,21.118,20.579,17.385
02/20/23 22:25:00,21.276,21.024,20.107,17.321
02/20/23 22:40:00,21.236,20.930,20.247,17.195
02/20/23 22:55:00,21.203,20.829,19.781,17.100
02/20/23 23:10:00,21.157,20.719,19.551,16.966
02/20/23 23:25:00,21.108,20.613,19.442,16.792
02/20/23 23:40:00,21.056,20.504,19.254,16.552
02/20/23 23:55:00,20.974,20.362,18.127,16.406
02/21/23 00:10:00,20.881,20.205,18.476,16.278
02/21/23 00:25:00,20.840,20.110,18.785,16.047
02/21/23 00:40:00,20.792,20.004,18.628,15.928
02/21/23 00:55:00,20.746,19.893,18.198,15.818
02/21/23 01:10:00,20.680,19.772,18.172,15.599
02/21/23 01:25:00,20.615,19.649,17.911,15.431
02/21/23 01:40:00,20.554,19.520,17.470,15.333
02/21/23 01:55:00,20.485,19.386,17.284,15.234
02/21/23 02:10:00,20.412,19.258,17.373,15.036
02/21/23 02:25:00,20.335,19.118,16.960,14.918
02/21/23 02:40:00,20.257,18.971,16.272,14.637
02/21/23 02:55:00,20.170,18.818,15.358,14.378
02/21/23 03:10:00,20.073,18.663,15.133,14.174
02/21/23 03:25:00,19.982,18.509,15.382,14.053
02/21/23 03:40:00,19.897,18.356,15.478,13.967
02/21/23 03:55:00,19.810,18.206,15.737,13.765
02/21/23 04:10:00,19.719,18.048,15.061,13.658
02/21/23 04:25:00,19.622,17.886,14.912,13.547
02/21/23 04:40:00,19.534,17.746,15.270,13.398
02/21/23 04:55:00,19.442,17.598,14.982,13.269
02/21/23 05:10:00,19.347,17.445,14.743,13.118
02/21/23 05:25:00,19.249,17.296,14.741,12.904
02/21/23 05:40:00,19.154,17.146,14.424,12.767
02/21/23 05:55:00,19.053,16.985,13.445,12.527
02/21/23 06:10:00,18.952,16.833,13.577,12.382
02/21/23 06:25:00,18.869,16.697,13.661,12.286
02/21/23 06:40:00,18.793,16.576,13.907,12.249
02/21/23 06:55:00,18.732,16.473,14.309,12.583
02/21/23 07:10:00,18.674,16.379,14.801,13.109
02/21/23 07:25:00,18.595,16.271,14.989,13.619
02/21/23 07:40:00,18.519,16.166,15.142,14.044
02/21/23 07:55:00,18.452,16.080,15.509,14.506
02/21/23 08:10:00,18.396,16.013,15.946,14.946
02/21/23 08:25:00,18.344,15.968,16.382,15.391
02/21/23 08:40:00,18.298,15.942,16.729,15.849
02/21/23 08:55:00,18.258,15.934,17.228,16.311
02/21/23 09:10:00,18.233,15.952,17.715,16.747
02/21/23 09:25:00,18.221,15.997,18.314,17.162
02/21/23 09:40:00,18.231,16.071,18.941,17.526
02/21/23 09:55:00,18.244,16.165,19.476,17.833
02/21/23 10:10:00,18.268,16.281,19.951,18.164
02/21/23 10:25:00,18.337,16.429,20.603,18.503
02/21/23 10:40:00,18.427,16.618,21.442,18.747
02/21/23 10:55:00,18.522,16.832,22.320,19.083
02/21/23 11:10:00,18.649,17.077,23.240,19.277
02/21/23 11:25:00,18.775,17.332,23.832,19.505
02/21/23 11:40:00,18.889,17.593,24.425,19.484
02/21/23 11:55:00,19.056,17.865,24.829,19.545
02/21/23 12:10:00,19.227,18.158,25.436,19.729
02/21/23 12:25:00,19.374,18.444,26.062,19.955
02/21/23 12:40:00,19.540,18.727,26.529,20.120
02/21/23 12:55:00,19.789,19.044,27.281,20.292
02/21/23 13:10:00,20.004,19.365,27.651,20.366
02/21/23 13:25:00,20.210,19.656,28.068,20.577
