"Fecha Tiempo, GMT-05:00","Temp, °C (SEN S/N: 20664779, LBL: Pared Sur)","Temp, °C (SEN S/N: 20664779, LBL: Pared Oeste)","Temp, °C (SEN S/N: 20664779, LBL: Ventana)","Temp, °C (SEN S/N: 20664779, LBL: Piso)"
04/01/23 20:25:00,14.533,14.358,12.935,14.051
04/01/23 20:40:00,14.438,14.346,12.820,14.027
04/01/23 20:55:00,14.337,14.328,12.722,13.997
04/01/23 21:10:00,14.240,14.312,12.644,13.966
04/01/23 21:25:00,14.149,14.313,12.577,13.940
04/01/23 21:40:00,14.062,14.312,12.447,13.919
04/01/23 21:55:00,13.970,14.292,12.302,13.886
04/01/23 22:10:00,13.871,14.271,12.130,13.846
04/01/23 22:25:00,13.765,14.244,11.913,13.808
04/01/23 22:40:00,13.655,14.208,11.701,13.760
04/01/23 22:55:00,13.536,14.168,11.551,13.705
04/01/23 23:10:00,13.418,14.126,11.368,13.658
04/01/23 23:25:00,13.294,14.078,11.241,13.608
04/01/23 23:40:00,13.168,14.029,11.117,13.556
04/01/23 23:55:00,13.025,13.955,10.887,13.511
04/02/23 00:10:00,12.855,13.849,10.534,13.421
04/02/23 00:25:00,12.720,13.786,10.374,13.374
04/02/23 00:40:00,12.597,13.726,10.158,13.308
04/02/23 00:55:00,12.479,13.675,10.000,13.284
04/02/23 01:10:00,12.354,13.616,9.860,13.225
04/02/23 01:25:00,12.230,13.559,9.720,13.180
04/02/23 01:40:00,12.113,13.502,9.540,13.127
04/02/23 01:55:00,11.989,13.442,9.420,13.069
04/02/23 02:10:00,11.863,13.380,9.310,13.008
04/02/23 02:25:00,11.737,13.317,9.100,12.942
04/02/23 02:40:00,11.614,13.257,8.894,12.882
04/02/23 02:55:00,11.491,13.197,8.785,12.820
04/02/23 03:10:00,11.361,13.132,8.700,12.748
04/02/23 03:25:00,11.238,13.070,8.590,12.686
04/02/23 03:40:00,11.117,13.008,8.498,12.640
04/02/23 03:55:00,10.998,12.948,8.423,12.574
04/02/23 04:10:00,10.875,12.880,8.414,12.506
04/02/23 04:25:00,10.742,12.802,8.330,12.416
04/02/23 04:40:00,10.602,12.714,8.234,12.307
04/02/23 04:55:00,10.452,12.616,8.078,12.175
04/02/23 05:10:00,10.286,12.505,7.871,12.016
04/02/23 05:25:00,10.124,12.390,7.649,11.865
04/02/23 05:40:00,9.958,12.273,7.454,11.707
04/02/23 05:55:00,9.795,12.154,7.261,11.548
04/02/23 06:10:00,9.637,12.040,7.072,11.406
04/02/23 06:25:00,9.483,11.930,6.922,11.271
04/02/23 06:40:00,9.403,11.889,7.122,11.361
04/02/23 06:55:00,9.446,11.981,7.782,11.713
04/02/23 07:10:00,9.463,12.036,8.367,11.915
04/02/23 07:25:00,9.450,12.051,8.922,12.010
04/02/23 07:40:00,9.410,12.033,9.395,12.022
04/02/23 07:55:00,9.386,12.018,9.889,12.043
04/02/23 08:10:00,9.381,12.015,10.415,12.077
04/02/23 08:25:00,9.393,12.019,10.916,12.119
04/02/23 08:40:00,9.424,12.036,11.444,12.172
04/02/23 08:55:00,9.490,12.068,11.987,12.237
04/02/23 09:10:00,9.575,12.113,12.536,12.311
04/02/23 09:25:00,9.685,12.174,13.090,12.403
04/02/23 09:40:00,9.820,12.251,13.702,12.511
04/02/23 09:55:00,9.981,12.343,14.280,12.636
04/02/23 10:10:00,10.148,12.434,14.783,12.757
04/02/23 10:25:00,10.340,12.550,15.329,12.898
04/02/23 10:40:00,10.563,12.693,15.806,13.066
04/02/23 10:55:00,10.812,12.841,16.223,13.212
04/02/23 11:10:00,11.062,12.998,16.542,13.359
04/02/23 11:25:00,11.304,13.133,16.723,13.481
04/02/23 11:40:00,11.526,13.245,16.878,13.575
04/02/23 11:55:00,11.757,13.373,17.232,13.687
04/02/23 12:10:00,12.006,13.526,17.730,13.825
04/02/23 12:25:00,12.286,13.714,18.381,14.029
04/02/23 12:40:00,12.607,13.943,19.023,14.238
04/02/23 12:55:00,12.885,14.125,19.246,14.393
04/02/23 13:10:00,13.163,14.303,19.404,14.536
04/02/23 13:25:00,13.415,14.442,19.676,14.623
04/02/23 13:40:00,13.651,14.581,20.074,14.753
04/02/23 13:55:00,13.918,14.755,20.640,14.879
04/02/23 14:10:00,14.214,14.961,20.851,15.079
04/02/23 14:25:00,14.487,15.133,20.746,15.225
04/02/23 14:40:00,14.768,15.308,20.899,15.373
04/02/23 14:55:00,15.072,15.499,21.155,15.543
04/02/23 15:10:00,15.379,15.703,21.448,15.715
04/02/23 15:25:00,15.660,15.882,21.275,15.852
04/02/23 15:40:00,15.888,16.001,20.524,15.916
04/02/23 15:55:00,16.089,16.096,19.826,15.970
04/02/23 16:10:00,16.198,16.102,19.087,15.666
04/02/23 16:25:00,16.399,16.205,18.732,15.819
04/02/23 16:40:00,16.463,16.211,18.066,15.749
04/02/23 16:55:00,16.494,16.202,17.189,15.645
04/02/23 17:10:00,16.564,16.250,16.586,15.539
04/02/23 17:25:00,16.621,16.314,16.001,15.640
04/02/23 17:40:00,16.646,16.347,15.555,15.637
04/02/23 17:55:00,16.658,16.381,15.393,15.645
04/02/23 18:10:00,16.641,16.411,15.326,15.642
04/02/23 18:25:00,16.592,16.421,15.093,15.618
04/02/23 18:40:00,16.536,16.435,14.922,15.603
04/02/23 18:55:00,16.469,16.441,14.886,15.575
04/02/23 19:10:00,16.381,16.442,14.801,14.973
04/02/23 19:25:00,16.268,16.414,14.716,15.402
04/02/23 19:40:00,16.190,16.423,14.647,15.437
04/02/23 19:55:00,16.088,16.415,14.589,15.439
04/02/23 20:10:00,15.988,16.409,14.536,15.426
04/02/23 20:25:00,15.888,16.396,14.505,15.400
04/02/23 20:40:00,15.781,16.376,14.415,15.367
04/02/23 20:55:00,15.672,16.354,14.313,15.339
04/02/23 21:10:00,15.561,16.332,14.238,15.315
04/02/23 21:25:00,15.454,16.309,14.120,15.276
04/02/23 21:40:00,15.348,16.287,13.985,15.251
04/02/23 21:55:00,15.214,16.225,13.651,15.246
04/02/23 22:10:00,15.079,16.159,13.291,15.193
04/02/23 22:25:00,14.939,16.092,13.020,15.100
04/02/23 22:40:00,14.806,16.022,12.788,15.085
04/02/23 22:55:00,14.664,15.950,12.512,15.027
04/02/23 23:10:00,14.524,15.880,12.361,14.865
04/02/23 23:25:00,14.385,15.809,12.270,14.743
04/02/23 23:40:00,14.253,15.734,12.199,14.682
04/02/23 23:55:00,14.087,15.628,11.992,14.613
04/03/23 00:10:00,13.888,15.482,11.716,14.532
04/03/23 00:25:00,13.741,15.396,11.628,14.451
04/03/23 00:40:00,13.607,15.321,11.438,14.420
04/03/23 00:55:00,13.466,15.237,11.241,14.370
04/03/23 01:10:00,13.327,15.154,11.069,14.337
04/03/23 01:25:00,13.195,15.073,10.899,14.259
04/03/23 01:40:00,13.070,14.995,10.852,14.201
04/03/23 01:55:00,12.939,14.918,10.782,14.089
04/03/23 02:10:00,12.808,14.840,10.672,14.050
04/03/23 02:25:00,12.687,14.762,10.595,14.014
04/03/23 02:40:00,12.565,14.683,10.533,13.952
04/03/23 02:55:00,12.447,14.608,10.553,13.903
04/03/23 03:10:00,12.331,14.532,10.560,13.844
04/03/23 03:25:00,12.217,14.457,10.475,13.777
04/03/23 03:40:00,12.112,14.387,10.366,13.724
04/03/23 03:55:00,12.013,14.319,10.303,13.679
04/03/23 04:10:00,11.913,14.247,10.178,13.616
04/03/23 04:25:00,11.816,14.171,10.069,13.550
04/03/23 04:40:00,11.719,14.093,9.892,13.476
04/03/23 04:55:00,11.610,14.012,9.648,13.370
04/03/23 05:10:00,11.507,13.928,9.398,13.282
04/03/23 05:25:00,11.379,13.832,9.205,13.189
04/03/23 05:40:00,11.251,13.724,9.104,13.061
04/03/23 05:55:00,11.105,13.602,9.005,12.909
04/03/23 06:10:00,10.953,13.479,8.984,12.761
04/03/23 06:25:00,10.822,13.373,9.013,12.659
04/03/23 06:40:00,10.735,13.308,9.163,12.668
04/03/23 06:55:00,10.725,13.315,9.597,12.817
04/03/23 07:10:00,10.797,13.415,10.266,13.076
04/03/23 07:25:00,10.867,13.493,10.887,13.260
04/03/23 07:40:00,10.892,13.524,11.390,13.317
04/03/23 07:55:00,10.876,13.494,11.837,13.290
04/03/23 08:10:00,10.881,13.470,12.296,13.239
04/03/23 08:25:00,10.899,13.458,12.775,13.206
04/03/23 08:40:00,10.937,13.455,13.183,13.219
04/03/23 08:55:00,10.997,13.463,13.533,13.248
04/03/23 09:10:00,11.072,13.476,13.870,13.281
04/03/23 09:25:00,11.169,13.508,14.267,13.339
04/03/23 09:40:00,11.286,13.553,14.758,13.424
04/03/23 09:55:00,11.428,13.622,15.276,13.518
04/03/23 10:10:00,11.590,13.711,15.907,13.637
04/03/23 10:25:00,11.783,13.819,16.558,13.775
04/03/23 10:40:00,12.004,13.954,17.241,13.934
04/03/23 10:55:00,12.240,14.096,17.897,14.101
04/03/23 11:10:00,12.509,14.277,18.518,14.297
04/03/23 11:25:00,12.802,14.478,19.294,14.509
04/03/23 11:40:00,13.126,14.692,19.955,14.734
04/03/23 11:55:00,13.424,14.877,20.493,14.928
04/03/23 12:10:00,13.751,15.087,21.141,15.127
04/03/23 12:25:00,14.092,15.308,21.369,15.315
04/03/23 12:40:00,14.396,15.461,21.126,15.430
04/03/23 12:55:00,14.652,15.585,20.640,15.502
04/03/23 13:10:00,14.904,15.707,20.290,15.587
04/03/23 13:25:00,15.176,15.845,20.379,15.700
04/03/23 13:40:00,15.424,15.976,20.195,15.812
04/03/23 13:55:00,15.643,16.085,19.799,15.903
04/03/23 14:10:00,15.846,16.183,18.996,16.012
04/03/23 14:25:00,15.953,16.183,17.934,15.545
04/03/23 14:40:00,16.172,16.253,17.659,15.524
04/03/23 14:55:00,16.204,16.210,17.558,15.060
04/03/23 15:10:00,16.172,16.108,17.550,14.728
04/03/23 15:25:00,16.189,16.073,17.687,14.587
04/03/23 15:40:00,16.222,16.064,17.767,14.506
04/03/23 15:55:00,16.268,16.104,17.617,14.707
04/03/23 16:10:00,16.496,16.324,17.712,15.119
04/03/23 16:25:00,16.630,16.457,17.674,15.300
04/03/23 16:40:00,16.744,16.572,17.631,15.417
04/03/23 16:55:00,16.832,16.656,17.321,15.476
04/03/23 17:10:00,16.894,16.731,16.941,15.502
04/03/23 17:25:00,16.929,16.769,16.539,15.484
04/03/23 17:40:00,16.945,16.801,16.031,15.445
04/03/23 17:55:00,16.948,16.826,15.523,15.429
04/03/23 18:10:00,16.939,16.854,15.190,15.427
04/03/23 18:25:00,16.926,16.877,15.042,15.437
04/03/23 18:40:00,16.869,16.877,15.027,15.411
04/03/23 18:55:00,16.829,16.905,15.082,15.421
04/03/23 19:10:00,16.771,16.929,15.069,15.412
04/03/23 19:25:00,16.722,16.951,15.082,15.402
04/03/23 19:40:00,16.388,16.713,14.649,14.610
04/03/23 19:55:00,16.040,16.460,14.194,14.003
04/03/23 20:10:00,15.758,16.265,13.918,14.086
04/03/23 20:25:00,15.719,16.326,13.969,14.474
04/03/23 20:40:00,15.615,16.326,13.849,14.553
04/03/23 20:55:00,15.491,16.289,13.648,14.578
04/03/23 21:10:00,15.355,16.241,13.427,14.560
04/03/23 21:25:00,15.209,16.178,13.222,14.532
04/03/23 21:40:00,15.054,16.107,12.929,14.486
04/03/23 21:55:00,14.916,16.040,12.743,14.441
04/03/23 22:10:00,14.782,15.971,12.588,14.499
04/03/23 22:25:00,14.662,15.930,12.261,14.454
04/03/23 22:40:00,14.562,15.888,11.869,14.399
04/03/23 22:55:00,14.447,15.834,11.472,14.397
04/03/23 23:10:00,14.330,15.776,11.227,14.387
04/03/23 23:25:00,14.225,15.736,11.104,14.388
04/03/23 23:40:00,14.126,15.703,11.075,14.364
04/03/23 23:55:00,13.991,15.634,10.925,14.324
04/04/23 00:10:00,13.837,15.539,10.722,14.274
04/04/23 00:25:00,13.729,15.494,10.496,14.261
04/04/23 00:40:00,13.608,15.442,10.256,14.244
04/04/23 00:55:00,13.491,15.390,10.113,14.211
04/04/23 01:10:00,13.367,15.329,9.955,14.176
04/04/23 01:25:00,13.233,15.258,9.775,14.143
04/04/23 01:40:00,13.108,15.193,9.637,14.111
04/04/23 01:55:00,12.978,15.124,9.504,14.083
04/04/23 02:10:00,12.843,15.054,9.359,14.036
04/04/23 02:25:00,12.722,14.991,9.264,14.006
04/04/23 02:40:00,12.612,14.943,9.242,13.985
04/04/23 02:55:00,12.488,14.871,9.143,13.952
04/04/23 03:10:00,12.358,14.792,9.060,13.919
04/04/23 03:25:00,12.240,14.731,8.991,13.882
04/04/23 03:40:00,12.098,14.643,8.864,13.843
04/04/23 03:55:00,11.971,14.556,8.730,13.786
04/04/23 04:10:00,11.842,14.477,8.554,13.736
04/04/23 04:25:00,11.731,14.406,8.388,13.717
04/04/23 04:40:00,11.619,14.336,8.315,13.766
04/04/23 04:55:00,11.523,14.267,8.160,13.646
04/04/23 05:10:00,11.417,14.204,8.003,13.604
04/04/23 05:25:00,11.263,14.108,7.943,13.533
04/04/23 05:40:00,11.146,14.033,7.965,13.491
04/04/23 05:55:00,11.038,13.972,8.031,13.445
04/04/23 06:10:00,10.933,13.906,8.120,13.400
04/04/23 06:25:00,10.822,13.831,8.163,13.354
04/04/23 06:40:00,10.750,13.786,8.322,13.342
04/04/23 06:55:00,10.771,13.852,8.891,13.386
04/04/23 07:10:00,10.794,13.907,9.441,13.443
04/04/23 07:25:00,10.820,13.928,9.878,13.626
04/04/23 07:40:00,10.757,13.891,10.243,13.635
04/04/23 07:55:00,10.531,13.688,10.433,12.615
04/04/23 08:10:00,10.273,13.430,10.614,11.242
04/04/23 08:25:00,10.110,13.255,10.910,11.163
04/04/23 08:40:00,10.007,13.136,11.335,11.206
04/04/23 08:55:00,9.937,13.046,11.847,11.171
04/04/23 09:10:00,9.912,12.981,12.360,11.349
04/04/23 09:25:00,9.918,12.933,12.861,11.504
04/04/23 09:40:00,9.960,12.910,13.370,11.709
04/04/23 09:55:00,10.027,12.903,13.886,11.803
04/04/23 10:10:00,10.125,12.916,14.412,12.036
04/04/23 10:25:00,10.243,12.948,14.960,12.183
04/04/23 10:40:00,10.378,12.989,15.546,12.323
04/04/23 10:55:00,10.545,13.054,16.149,12.508
04/04/23 11:10:00,10.733,13.135,16.765,12.642
04/04/23 11:25:00,10.988,13.285,17.593,12.957
04/04/23 11:40:00,11.279,13.451,18.276,13.240
04/04/23 11:55:00,11.561,13.613,18.821,13.448
04/04/23 12:10:00,11.818,13.745,19.445,13.635
04/04/23 12:25:00,12.072,13.864,19.857,13.750
04/04/23 12:40:00,12.337,14.003,20.082,13.870
04/04/23 12:55:00,12.597,14.119,20.171,13.964
04/04/23 13:10:00,12.849,14.219,20.356,14.077
04/04/23 13:25:00,13.120,14.330,20.333,14.183
04/04/23 13:40:00,13.400,14.468,20.231,14.315
04/04/23 13:55:00,13.775,14.737,20.231,14.637
04/04/23 14:10:00,14.098,14.939,20.171,14.851
04/04/23 14:25:00,14.391,15.102,20.016,14.963
04/04/23 14:40:00,14.670,15.275,19.613,15.152
04/04/23 14:55:00,14.916,15.418,19.285,15.257
04/04/23 15:10:00,15.146,15.552,18.900,15.345
04/04/23 15:25:00,15.346,15.678,18.340,15.421
04/04/23 15:40:00,15.514,15.776,17.827,15.476
04/04/23 15:55:00,15.654,15.873,17.309,15.537
04/04/23 16:10:00,15.767,15.944,16.732,15.661
04/04/23 16:25:00,15.828,15.983,16.175,15.754
04/04/23 16:40:00,15.882,16.016,15.722,15.815
04/04/23 16:55:00,15.912,16.050,15.246,15.842
04/04/23 17:10:00,15.924,16.076,14.934,15.840
04/04/23 17:25:00,15.858,16.035,14.253,15.099
04/04/23 17:40:00,15.688,15.897,13.834,14.988
04/04/23 17:55:00,15.742,16.001,13.811,15.148
04/04/23 18:10:00,15.743,16.065,13.724,15.294
04/04/23 18:25:00,15.710,16.091,13.514,15.255
04/04/23 18:40:00,15.664,16.114,13.317,15.296
04/04/23 18:55:00,15.602,16.116,13.157,15.263
04/04/23 19:10:00,15.523,16.114,13.073,15.239
04/04/23 19:25:00,15.443,16.123,12.962,15.225
04/04/23 19:40:00,15.336,16.101,12.677,15.363
04/04/23 19:55:00,15.223,16.077,12.387,15.320
04/04/23 20:10:00,15.105,16.043,12.168,15.258
04/04/23 20:25:00,14.978,16.018,12.022,15.154
04/04/23 20:40:00,14.864,15.994,11.942,15.087
04/04/23 20:55:00,14.735,15.956,11.853,14.997
04/04/23 21:10:00,14.589,15.904,11.666,15.043
04/04/23 21:25:00,14.459,15.857,11.523,15.052
04/04/23 21:40:00,14.330,15.812,11.513,14.894
04/04/23 21:55:00,14.195,15.764,11.557,14.791
04/04/23 22:10:00,14.060,15.707,11.538,14.716
04/04/23 22:25:00,13.922,15.643,11.318,14.641
04/04/23 22:40:00,13.769,15.569,10.931,14.554
04/04/23 22:55:00,13.626,15.491,10.573,14.469
04/04/23 23:10:00,13.487,15.420,10.433,14.400
04/04/23 23:25:00,13.341,15.349,10.340,14.334
04/04/23 23:40:00,13.197,15.278,10.300,14.274
04/04/23 23:55:00,13.037,15.176,10.133,14.165
04/05/23 00:10:00,12.870,15.075,10.038,14.068
04/05/23 00:25:00,12.740,15.009,9.921,14.017
04/05/23 00:40:00,12.622,14.954,9.855,13.967
04/05/23 00:55:00,12.511,14.889,9.821,13.925
04/05/23 01:10:00,12.378,14.819,9.771,13.862
04/05/23 01:25:00,12.249,14.746,9.618,13.786
04/05/23 01:40:00,12.112,14.659,9.285,13.699
04/05/23 01:55:00,11.972,14.572,9.002,13.614
04/05/23 02:10:00,11.833,14.481,8.799,13.524
04/05/23 02:25:00,11.684,14.384,8.581,13.467
04/05/23 02:40:00,11.543,14.286,8.339,13.359
04/05/23 02:55:00,11.403,14.195,8.205,13.278
04/05/23 03:10:00,11.254,14.096,8.115,13.192
04/05/23 03:25:00,11.107,13.993,7.996,13.109
04/05/23 03:40:00,10.957,13.889,7.827,13.022
04/05/23 03:55:00,10.806,13.780,7.669,12.945
04/05/23 04:10:00,10.661,13.676,7.456,12.849
04/05/23 04:25:00,10.522,13.577,7.292,12.784
04/05/23 04:40:00,10.377,13.473,7.110,12.705
04/05/23 04:55:00,10.237,13.371,6.930,12.619
04/05/23 05:10:00,10.098,13.267,6.750,12.527
04/05/23 05:25:00,9.955,13.163,6.552,12.441
04/05/23 05:40:00,9.823,13.067,6.417,12.373
04/05/23 05:55:00,9.694,12.971,6.393,12.298
04/05/23 06:10:00,9.561,12.876,6.404,12.216
04/05/23 06:25:00,9.433,12.781,6.466,12.137
04/05/23 06:40:00,9.382,12.769,6.916,12.216
04/05/23 06:55:00,9.355,12.773,7.417,12.319
04/05/23 07:10:00,9.304,12.752,7.976,12.323
04/05/23 07:25:00,9.234,12.699,8.584,12.296
04/05/23 07:40:00,9.159,12.636,9.123,12.261
04/05/23 07:55:00,9.106,12.591,9.606,12.248
04/05/23 08:10:00,9.080,12.551,10.164,12.246
04/05/23 08:25:00,9.072,12.526,10.733,12.263
04/05/23 08:40:00,9.084,12.511,11.259,12.289
04/05/23 08:55:00,9.118,12.503,11.786,12.329
04/05/23 09:10:00,9.174,12.509,12.284,12.385
04/05/23 09:25:00,9.264,12.536,12.755,12.474
04/05/23 09:40:00,9.376,12.580,13.189,12.567
04/05/23 09:55:00,9.501,12.628,13.581,12.659
04/05/23 10:10:00,9.649,12.696,13.949,12.764
04/05/23 10:25:00,9.826,12.784,14.307,12.885
04/05/23 10:40:00,10.017,12.883,14.640,13.014
04/05/23 10:55:00,10.225,12.998,15.067,13.156
04/05/23 11:10:00,10.458,13.135,15.573,13.306
04/05/23 11:25:00,10.738,13.320,16.110,13.502
04/05/23 11:40:00,11.035,13.511,16.680,13.705
04/05/23 11:55:00,11.329,13.700,17.147,13.910
04/05/23 12:10:00,11.631,13.909,17.628,14.096
04/05/23 12:25:00,11.945,14.114,18.106,14.295
04/05/23 12:40:00,12.243,14.316,18.607,14.487
04/05/23 12:55:00,12.533,14.501,19.035,14.661
04/05/23 13:10:00,12.832,14.705,19.365,14.836
04/05/23 13:25:00,13.115,14.894,19.521,14.995
04/05/23 13:40:00,13.391,15.085,19.584,15.155
04/05/23 13:55:00,13.660,15.246,19.551,15.269
04/05/23 14:10:00,13.918,15.409,19.540,15.387
04/05/23 14:25:00,14.174,15.566,19.487,15.494
04/05/23 14:40:00,14.397,15.719,19.356,15.585
04/05/23 14:55:00,14.608,15.837,19.065,15.649
04/05/23 15:10:00,14.810,15.959,18.741,15.710
04/05/23 15:25:00,14.992,16.071,18.348,15.757
04/05/23 15:40:00,15.154,16.165,18.066,15.797
04/05/23 15:55:00,15.294,16.253,17.706,15.834
04/05/23 16:10:00,15.414,16.323,17.253,15.871
04/05/23 16:25:00,15.517,16.391,16.775,15.895
04/05/23 16:40:00,15.606,16.455,16.490,15.895
04/05/23 16:55:00,15.684,16.513,16.196,15.913
04/05/23 17:10:00,15.737,16.551,15.891,15.912
04/05/23 17:25:00,15.743,16.570,15.427,15.895
04/05/23 17:40:00,15.731,16.560,14.776,15.870
04/05/23 17:55:00,15.703,16.546,14.092,15.925
04/05/23 18:10:00,15.673,16.537,13.562,15.901
04/05/23 18:25:00,15.639,16.522,13.105,15.889
04/05/23 18:40:00,15.576,16.502,12.725,15.863
04/05/23 18:55:00,15.515,16.490,12.559,15.684
04/05/23 19:10:00,15.420,16.464,12.483,15.545
04/05/23 19:25:00,15.329,16.452,12.597,15.482
04/05/23 19:40:00,15.231,16.436,12.681,15.443
04/05/23 19:55:00,15.139,16.427,12.757,15.402
04/05/23 20:10:00,15.033,16.409,12.705,15.367
04/05/23 20:25:00,14.909,16.368,12.633,15.329
04/05/23 20:40:00,14.788,16.330,12.618,15.261
04/05/23 20:55:00,14.667,16.292,12.588,15.205
04/05/23 21:10:00,14.535,16.247,12.419,15.158
04/05/23 21:25:00,14.393,16.184,12.045,15.106
04/05/23 21:40:00,14.246,16.122,11.781,15.028
04/05/23 21:55:00,14.105,16.062,11.511,14.943
04/05/23 22:10:00,13.969,16.007,11.307,14.871
04/05/23 22:25:00,13.817,15.943,11.040,14.819
04/05/23 22:40:00,13.679,15.877,10.908,14.734
04/05/23 22:55:00,13.533,15.813,10.849,14.665
04/05/23 23:10:00,13.395,15.748,10.783,14.598
04/05/23 23:25:00,13.254,15.681,10.620,14.527
04/05/23 23:40:00,13.111,15.615,10.413,14.453
04/05/23 23:55:00,12.921,15.491,9.958,14.345
04/06/23 00:10:00,12.736,15.369,9.841,14.206
04/06/23 00:25:00,12.619,15.324,9.792,14.170
04/06/23 00:40:00,12.473,15.249,9.569,14.122
04/06/23 00:55:00,12.325,15.169,9.353,14.044
04/06/23 01:10:00,12.162,15.067,9.092,13.936
04/06/23 01:25:00,11.987,14.954,8.830,13.823
04/06/23 01:40:00,11.816,14.842,8.608,13.720
04/06/23 01:55:00,11.648,14.731,8.469,13.607
04/06/23 02:10:00,11.487,14.628,8.363,13.506
04/06/23 02:25:00,11.332,14.512,8.127,13.395
04/06/23 02:40:00,11.169,14.397,7.896,13.287
04/06/23 02:55:00,11.006,14.280,7.715,13.186
04/06/23 03:10:00,10.838,14.165,7.545,13.081
04/06/23 03:25:00,10.678,14.042,7.379,12.978
04/06/23 03:40:00,10.514,13.918,7.209,12.871
04/06/23 03:55:00,10.338,13.787,7.004,12.767
04/06/23 04:10:00,10.173,13.660,6.747,12.674
04/06/23 04:25:00,10.009,13.532,6.444,12.573
04/06/23 04:40:00,9.852,13.412,6.194,12.473
04/06/23 04:55:00,9.688,13.290,6.124,12.375
04/06/23 05:10:00,9.535,13.166,6.005,12.279
04/06/23 05:25:00,9.389,13.054,5.890,12.196
04/06/23 05:40:00,9.239,12.939,5.797,12.113
04/06/23 05:55:00,9.089,12.820,5.707,12.019
04/06/23 06:10:00,8.950,12.713,5.674,11.936
04/06/23 06:25:00,8.812,12.604,5.751,11.859
04/06/23 06:40:00,8.751,12.577,6.282,11.900
04/06/23 06:55:00,8.742,12.597,6.897,11.992
04/06/23 07:10:00,8.694,12.577,7.426,12.040
04/06/23 07:25:00,8.633,12.529,7.893,12.048
04/06/23 07:40:00,8.546,12.449,8.274,12.000
04/06/23 07:55:00,8.484,12.385,8.713,11.972
04/06/23 08:10:00,8.442,12.335,9.206,11.956
04/06/23 08:25:00,8.423,12.296,9.675,11.963
04/06/23 08:40:00,8.430,12.267,10.164,11.989
04/06/23 08:55:00,8.456,12.254,10.621,12.010
04/06/23 09:10:00,8.507,12.249,11.097,12.069
04/06/23 09:25:00,8.581,12.267,11.642,12.151
04/06/23 09:40:00,8.688,12.304,12.207,12.255
04/06/23 09:55:00,8.823,12.357,12.799,12.358
04/06/23 10:10:00,8.981,12.426,13.374,12.490
04/06/23 10:25:00,9.162,12.517,13.934,12.621
04/06/23 10:40:00,9.361,12.624,14.460,12.770
04/06/23 10:55:00,9.588,12.737,14.975,12.907
04/06/23 11:10:00,9.852,12.894,15.619,13.084
04/06/23 11:25:00,10.138,13.067,16.229,13.281
04/06/23 11:40:00,10.453,13.273,16.859,13.496
04/06/23 11:55:00,10.779,13.481,17.431,13.712
04/06/23 12:10:00,11.094,13.675,17.989,13.898
04/06/23 12:25:00,11.414,13.879,18.579,14.092
04/06/23 12:40:00,11.746,14.102,19.022,14.292
04/06/23 12:55:00,12.063,14.298,19.494,14.466
04/06/23 13:10:00,12.400,14.514,20.019,14.664
04/06/23 13:25:00,12.733,14.738,20.475,14.856
04/06/23 13:40:00,13.054,14.936,20.799,15.006
04/06/23 13:55:00,13.359,15.125,21.175,15.154
04/06/23 14:10:00,13.663,15.311,21.612,15.308
04/06/23 14:25:00,13.931,15.481,21.951,15.402
04/06/23 14:40:00,14.219,15.646,22.203,15.573
04/06/23 14:55:00,14.462,15.773,21.828,15.627
04/06/23 15:10:00,14.689,15.892,21.618,15.697
04/06/23 15:25:00,14.891,15.985,21.281,15.728
04/06/23 15:40:00,15.096,16.079,21.030,15.760
04/06/23 15:55:00,15.302,16.183,20.711,15.809
04/06/23 16:10:00,15.505,16.272,20.445,15.845
04/06/23 16:25:00,15.685,16.357,19.946,15.879
04/06/23 16:40:00,15.845,16.426,19.267,15.885
04/06/23 16:55:00,15.992,16.482,18.559,15.883
04/06/23 17:10:00,16.107,16.540,17.810,15.871
04/06/23 17:25:00,16.202,16.572,17.052,15.855
04/06/23 17:40:00,16.251,16.574,16.238,15.801
04/06/23 17:55:00,16.272,16.567,15.533,15.722
04/06/23 18:10:00,16.277,16.570,15.007,15.697
04/06/23 18:25:00,16.269,16.567,14.638,15.642
04/06/23 18:40:00,16.260,16.580,14.596,15.611
04/06/23 18:55:00,16.228,16.597,14.617,15.597
04/06/23 19:10:00,16.168,16.589,14.532,15.573
04/06/23 19:25:00,16.083,16.566,14.259,15.521
04/06/23 19:40:00,15.995,16.551,14.035,15.479
04/06/23 19:55:00,15.903,16.543,14.042,15.451
04/06/23 20:10:00,15.801,16.527,14.017,15.415
04/06/23 20:25:00,15.696,16.494,13.939,15.370
04/06/23 20:40:00,15.576,16.466,13.829,15.324
04/06/23 20:55:00,15.458,16.433,13.700,15.276
04/06/23 21:10:00,15.330,16.396,13.466,15.221
04/06/23 21:25:00,15.191,16.339,13.135,15.137
04/06/23 21:40:00,15.048,16.278,12.855,15.061
04/06/23 21:55:00,14.904,16.217,12.597,14.995
04/06/23 22:10:00,14.764,16.159,12.366,14.924
04/06/23 22:25:00,14.623,16.101,12.205,14.861
04/06/23 22:40:00,14.466,16.028,11.971,14.785
04/06/23 22:55:00,14.301,15.949,11.774,14.698
04/06/23 23:10:00,14.144,15.873,11.596,14.622
04/06/23 23:25:00,13.991,15.797,11.399,14.547
04/06/23 23:40:00,13.826,15.709,11.114,14.459
04/06/23 23:55:00,13.637,15.591,10.669,14.322
