Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATICO CEN:Zone Mean Air Temperature [C](Hourly),ATICO E:Zone Mean Air Temperature [C](Hourly),MODULO:Zone Mean Air Temperature [C](Hourly),ATICO O:Zone Mean Air Temperature [C](Hourly) 
 12/08  22:00:00,2.4875,1.6281298873586774,1.3283570042795435,6.094821303768938,1.1051101625977467 
 12/08  23:00:00,1.0625,0.7120078882912464,0.3728398442284563,5.71652722332915,0.15510550586577388 
 12/08  24:00:00,0.4375,-0.22234648735173105,-0.67926136473046,5.416268680284287,-0.8994715505985373 
 12/09  01:00:00,0.3375,-0.6174786554341911,-1.172126810326557,5.2533634391252319,-1.391174969435074 
 12/09  02:00:00,0.1125,-0.896557347042684,-1.4868621422981965,5.096831389369969,-1.699782583601959 
 12/09  03:00:00,0.0,-0.9364259678523972,-1.5687640086472053,4.955389356953604,-1.7709778321876793 
 12/09  04:00:00,0.25,-0.8566656899786525,-1.5009069306165493,4.894949423103985,-1.6932807381220774 
 12/09  05:00:00,0.6500000000000001,-0.7278989905594375,-1.3897876213444467,4.874672609662989,-1.574209655321856 
 12/09  06:00:00,0.6125,7.517327436831149,4.272240960981262,5.3342852685866479,4.479113660740906 
 12/09  07:00:00,0.625,16.336476530986784,9.183647117074623,6.918316611162709,10.90924098975561 
 12/09  08:00:00,1.7,23.034616667953768,13.680272427664378,8.118581501311919,15.944388979188068 
 12/09  09:00:00,4.049999999999999,27.96889816257586,18.556037113605826,10.775601745760288,20.374449137398025 
 12/09  10:00:00,6.7875,28.530990580453648,20.58529138784258,11.82146123931202,21.452187081107497 
 12/09  11:00:00,8.612499999999999,22.81557164412053,17.71434977209007,11.420559903667078,17.805408027158277 
 12/09  12:00:00,7.4125,25.540135416113825,19.791460152463075,11.801167255926229,19.697209888676338 
 12/09  13:00:00,6.15,25.090261327588537,19.358570030685049,12.07831022337327,19.07026319312593 
 12/09  14:00:00,7.999999999999999,19.86835492417904,15.868111206726605,11.354016876507672,15.568311154832545 
 12/09  15:00:00,6.637499999999999,19.112912803155969,15.267928717755945,11.080947104999586,14.487919304930737 
 12/09  16:00:00,5.9125,12.485963311932851,10.1956088893237,9.901474654742206,9.756258368513367 
 12/09  17:00:00,5.7125,7.145018158306895,6.524365524545156,8.606072847074472,6.2544899867264249 
 12/09  18:00:00,5.1125,4.377056062145802,4.2379936458652829,7.993322360161299,3.9750308405689629 
 12/09  19:00:00,4.3125,3.447518482656621,3.3572876847388315,7.213364591880563,3.095733520913642 
 12/09  20:00:00,3.4625000000000005,2.754851271383533,2.6065303329119815,6.855383645017446,2.3480680150850179 
 12/09  21:00:00,3.0125,2.2751222540955897,2.057388542977782,6.638808799568792,1.8027623560868423 
 12/09  22:00:00,2.9625,1.9638407992133958,1.6675108788890505,6.521179686475465,1.4142543275501876 
 12/09  23:00:00,3.0624999999999997,1.7841178532473874,1.4425190146239633,6.4625237356181899,1.192367276863184 
 12/09  24:00:00,2.7875,1.5469900062470919,1.151259379188782,6.339176998445234,0.9068510103183953 
 12/10  01:00:00,2.225,1.1278078270194292,0.6989609575404373,6.144074418523688,0.4625813335456571 
 12/10  02:00:00,1.8749999999999998,0.7453039188277666,0.2414626359684487,5.950804739179935,0.012067484187324056 
 12/10  03:00:00,1.6750000000000003,0.440373791676261,-0.0934109232415059,5.7966974917465,-0.3150063975050429 
 12/10  04:00:00,1.35,0.15677194673113055,-0.43503824302007029,5.612277759673309,-0.6491581352878572 
