date;To;Ig;RH;P;WS;WD
3/07/2023 06:00;-8.8;0;77;30.032;1;292.5
3/07/2023 07:00;-10.4;0;77;30.043;2;292.5
3/07/2023 08:00;-7.6;45;76;30.045;4;315
3/07/2023 09:00;-2.6;268;64;30.052;4;315
3/07/2023 10:00;4.1;483;43;30.064;2;0
3/07/2023 11:00;8.1;644;27;30.044;0;315
3/07/2023 12:00;10.1;754;26;30.02;1;157.5
3/07/2023 13:00;11.8;804;21;30.002;3;180
3/07/2023 14:00;12.9;786;17;29.987;5;67.5
3/07/2023 15:00;13.6;700;15;29.966;8;67.5
3/07/2023 16:00;13.8;554;13;29.982;9;67.5
3/07/2023 17:00;13.4;363;18;29.983;11;67.5
3/07/2023 18:00;10.3;137;24;29.999;11;67.5
3/07/2023 19:00;4.9;9;36;30.028;9;90
3/07/2023 20:00;2.2;0;43;30.074;7;90
3/07/2023 21:00;0.1;0;48;30.113;5;90
3/07/2023 22:00;-0.8;0;50;30.14;2;67.5
3/07/2023 23:00;-2.4;0;54;30.144;4;45
4/07/2023 00:00;-2.8;0;58;30.139;3;337.5
4/07/2023 01:00;-5.1;0;62;30.138;4;337.5
4/07/2023 02:00;-5.4;0;60;30.125;1;337.5
4/07/2023 03:00;-8.2;0;72;30.114;1;315
4/07/2023 04:00;-7.9;0;71;30.096;1;315
4/07/2023 05:00;-8.1;0;70;30.094;3;315
4/07/2023 06:00;-8.5;0;66;30.099;1;315
4/07/2023 07:00;-10;0;74;30.103;1;292.5
4/07/2023 08:00;-8.1;43;66;30.122;1;315
4/07/2023 09:00;-3.3;264;61;30.132;2;292.5
4/07/2023 10:00;3.4;477;43;30.118;1;0
4/07/2023 11:00;7.1;641;28;30.106;2;90
4/07/2023 12:00;9.8;757;21;30.095;6;67.5
4/07/2023 13:00;12.2;808;16;30.069;7;67.5
4/07/2023 14:00;13.4;790;13;30.042;7;67.5
4/07/2023 15:00;14;701;11;30.026;9;67.5
4/07/2023 16:00;13.6;553;15;29.996;10;67.5
4/07/2023 17:00;12.7;363;17;29.992;12;67.5
4/07/2023 18:00;9;139;25;30.01;13;67.5
4/07/2023 19:00;4.6;8;31;30.048;9;67.5
4/07/2023 20:00;1.9;0;35;30.07;8;90
4/07/2023 21:00;0.4;0;38;30.122;3;67.5
4/07/2023 22:00;0.6;0;39;30.149;1;90
4/07/2023 23:00;-2.2;0;44;30.149;2;0
5/07/2023 00:00;-2.2;0;43;30.142;2;337.5
5/07/2023 01:00;-4.1;0;48;30.132;2;337.5
5/07/2023 02:00;-6.1;0;49;30.118;2;315
5/07/2023 03:00;-6.7;0;56;30.095;2;315
5/07/2023 04:00;-7.3;0;57;30.064;3;315
5/07/2023 05:00;-8.2;0;55;30.056;3;315
5/07/2023 06:00;-8.9;0;61;30.06;3;315
5/07/2023 07:00;-8;0;55;30.068;3;315
5/07/2023 08:00;-7.4;46;53;30.076;4;315
5/07/2023 09:00;-1.6;251;42;30.081;4;292.5
5/07/2023 10:00;6.3;466;24;30.07;5;0
5/07/2023 11:00;10.9;638;11;30.053;4;225
5/07/2023 12:00;13.1;751;11;30.028;5;225
5/07/2023 13:00;14;802;11;29.982;3;292.5
5/07/2023 14:00;14.9;782;10;29.941;3;180
5/07/2023 15:00;15.2;699;8;29.918;6;67.5
5/07/2023 16:00;15.1;558;7;29.9;5;67.5
5/07/2023 17:00;14.1;367;11;29.898;9;45
5/07/2023 18:00;10.4;142;14;29.925;15;45
5/07/2023 19:00;6.5;8;16;29.95;9;67.5
5/07/2023 20:00;2.4;0;21;29.974;3;90
5/07/2023 21:00;1.1;0;25;29.993;3;67.5
5/07/2023 22:00;0.6;0;22;30.005;2;67.5
5/07/2023 23:00;-1.1;0;24;30.022;1;67.5
6/07/2023 00:00;-0.9;0;24;30.021;2;0
6/07/2023 01:00;-5.1;0;36;30.022;2;292.5
6/07/2023 02:00;-5.6;0;40;30.017;3;292.5
6/07/2023 03:00;-6.3;0;34;30;3;315
6/07/2023 04:00;-8.3;0;47;29.988;2;315
6/07/2023 05:00;-8.2;0;43;29.982;3;315
6/07/2023 06:00;-7.7;0;42;29.978;3;315
6/07/2023 07:00;-8.8;0;40;29.997;2;315
6/07/2023 08:00;-7.8;44;45;30.016;2;292.5
6/07/2023 09:00;-2.8;251;35;30.032;3;292.5
6/07/2023 10:00;4.9;468;21;30.017;2;0
6/07/2023 11:00;9.9;638;11;29.998;1;270
6/07/2023 12:00;12;760;7;29.98;1;315
6/07/2023 13:00;13.1;812;5;29.955;3;135
6/07/2023 14:00;13.9;793;5;29.934;7;67.5
6/07/2023 15:00;14.4;709;6;29.906;7;90
6/07/2023 16:00;14.4;563;6;29.897;9;67.5
6/07/2023 17:00;13.9;371;7;29.898;9;45
6/07/2023 18:00;11.2;147;11;29.92;10;67.5
6/07/2023 19:00;5.6;9;17;29.94;9;67.5
6/07/2023 20:00;2.9;0;20;29.984;4;90
6/07/2023 21:00;0;0;26;29.997;5;67.5
6/07/2023 22:00;-1.6;0;29;30.021;4;67.5
6/07/2023 23:00;0.1;0;25;30.029;0;22.5
7/07/2023 00:00;-3.3;0;34;30.021;2;337.5
7/07/2023 01:00;-6.1;0;36;30.027;3;337.5
7/07/2023 02:00;-7.3;0;39;30.021;3;315
7/07/2023 03:00;-7.2;0;39;30.026;2;315
7/07/2023 04:00;-8.8;0;38;30.014;1;315
7/07/2023 05:00;-10.1;0;49;30.013;2;292.5
7/07/2023 06:00;-11.7;0;53;30.026;2;315
7/07/2023 07:00;-11.9;0;57;30.052;2;292.5
7/07/2023 08:00;-9.2;46;51;30.081;2;292.5
7/07/2023 09:00;-4.1;254;39;30.099;3;315
7/07/2023 10:00;2.8;472;31;30.084;2;0
7/07/2023 11:00;10.5;643;11;30.067;1;0
7/07/2023 12:00;11.3;759;8;30.06;2;292.5
7/07/2023 13:00;12.9;810;8;30.04;2;315
7/07/2023 14:00;14;789;7;30.021;3;315
7/07/2023 15:00;14.6;705;6;29.993;5;202.5
7/07/2023 16:00;14.2;561;6;29.984;4;90
7/07/2023 17:00;13;371;9;29.995;10;67.5
7/07/2023 18:00;11;147;9;30.012;13;45
7/07/2023 19:00;7.7;8;10;30.033;6;45
7/07/2023 20:00;3.1;0;20;30.054;3;67.5
7/07/2023 21:00;2;0;22;30.068;3;67.5
7/07/2023 22:00;0.9;0;22;30.084;2;292.5
7/07/2023 23:00;-1;0;28;30.077;2;0
8/07/2023 00:00;-3.1;0;26;30.064;1;0
8/07/2023 01:00;-5.9;0;41;30.077;1;292.5
8/07/2023 02:00;-7.1;0;50;30.079;1;292.5
8/07/2023 03:00;-6.7;0;37;30.062;2;292.5
8/07/2023 04:00;-8.2;0;36;30.049;3;315
8/07/2023 05:00;-8.8;0;45;30.047;1;315
8/07/2023 06:00;-9.4;0;48;30.042;2;315
8/07/2023 07:00;-8.6;0;43;30.055;2;315
8/07/2023 08:00;-7;35;40;30.045;4;315
8/07/2023 09:00;-1.9;253;30;30.058;4;292.5
8/07/2023 10:00;4.3;470;24;30.043;3;0
8/07/2023 11:00;10.4;639;17;30.03;2;225
8/07/2023 12:00;12.4;755;10;29.997;2;202.5
8/07/2023 13:00;13.1;803;11;29.97;4;202.5
8/07/2023 14:00;13.7;784;10;29.938;5;112.5
8/07/2023 15:00;13.7;698;12;29.909;7;67.5
8/07/2023 16:00;14.2;551;12;29.888;7;67.5
8/07/2023 17:00;12.1;361;13;29.905;15;45
8/07/2023 18:00;9.1;143;15;29.925;16;45
8/07/2023 19:00;5.8;7;18;29.983;9;45
8/07/2023 20:00;2.1;0;25;30.017;7;90
8/07/2023 21:00;1.6;0;26;30.041;2;90
8/07/2023 22:00;0.9;0;25;30.073;3;90
8/07/2023 23:00;-0.9;0;31;30.082;3;315
9/07/2023 00:00;-3.3;0;33;30.074;2;315
9/07/2023 01:00;-7.3;0;43;30.069;1;292.5
9/07/2023 02:00;-7;0;45;30.062;2;292.5
9/07/2023 03:00;-5.6;0;39;30.052;4;315
9/07/2023 04:00;-8.1;0;48;30.037;4;337.5
9/07/2023 05:00;-6.4;0;39;30.031;3;315
9/07/2023 06:00;-9.3;0;61;30.023;1;292.5
9/07/2023 07:00;-8.6;0;51;30.024;2;315
9/07/2023 08:00;-7.2;45;48;30.036;2;315
9/07/2023 09:00;11;701;12;29.937;1;202.5
9/07/2023 10:00;11.6;769;17;29.972;2;202.5
9/07/2023 11:00;12.3;801;16;29.968;4;270
9/07/2023 12:00;12.7;767;16;29.936;5;45
9/07/2023 13:00;14.4;667;14;29.912;3;315
9/07/2023 14:00;13.9;516;12;29.901;9;180
9/07/2023 15:00;12.6;316;18;29.902;11;67.5
9/07/2023 16:00;8.2;94;29;29.913;13;67.5
9/07/2023 17:00;3.6;3;41;29.952;8;90
9/07/2023 18:00;2.2;0;44;29.993;8;90
9/07/2023 19:00;-0.2;0;49;30.028;4;67.5
9/07/2023 20:00;0.4;0;53;30.03;3;67.5
9/07/2023 21:00;-3.1;0;55;30.039;4;337.5
9/07/2023 22:00;-3.9;0;58;30.035;2;315
9/07/2023 23:00;-6.6;0;58;30.057;2;292.5
10/07/2023 00:00;-3.6;0;55;30.033;3;315
10/07/2023 01:00;-6;0;61;30.007;3;315
10/07/2023 02:00;-5.9;0;57;29.995;2;315
10/07/2023 03:00;-7.3;0;66;29.995;1;292.5
10/07/2023 04:00;-7.3;0;64;30.013;3;315
10/07/2023 05:00;-7.9;1;64;30.014;3;315
10/07/2023 06:00;-5.7;68;60;30.019;4;315
10/07/2023 07:00;0.1;309;49;30.035;3;315
10/07/2023 08:00;6.6;487;33;30.021;1;0
