date,To,Ig,RH,P,WS,WD
2023-03-13 20:00:00,0.9,0.0,92.0,29.823,1.0,135.0
2023-03-13 21:00:00,1.0,0.0,92.0,29.838,0.0,
2023-03-13 22:00:00,0.9,0.0,92.0,29.835,0.0,315.0
2023-03-13 23:00:00,1.0,0.0,92.0,29.826,2.0,0.0
2023-03-14 00:00:00,1.1,0.0,93.0,29.807,1.0,292.5
2023-03-14 01:00:00,1.2,0.0,93.0,29.789,0.0,270.0
2023-03-14 02:00:00,1.1,0.0,93.0,29.779,1.0,202.5
2023-03-14 03:00:00,1.2,0.0,93.0,29.766,2.0,202.5
2023-03-14 04:00:00,1.1,0.0,93.0,29.758,3.0,202.5
2023-03-14 05:00:00,0.9,0.0,93.0,29.776,2.0,225.0
2023-03-14 06:00:00,1.1,17.0,93.0,29.8,1.0,202.5
2023-03-14 07:00:00,1.6,153.0,93.0,29.817,3.0,202.5
2023-03-14 08:00:00,3.0,321.0,94.0,29.83,4.0,202.5
2023-03-14 09:00:00,5.4,549.0,94.0,29.829,3.0,202.5
2023-03-14 10:00:00,7.3,712.0,82.0,29.807,4.0,202.5
2023-03-14 11:00:00,8.9,906.0,73.0,29.786,4.0,202.5
2023-03-14 12:00:00,11.5,997.0,71.0,29.736,2.0,202.5
2023-03-14 13:00:00,6.8,191.0,80.0,29.728,11.0,270.0
2023-03-14 14:00:00,7.8,204.0,78.0,29.691,3.0,135.0
2023-03-14 15:00:00,8.6,334.0,69.0,29.673,6.0,67.5
2023-03-14 16:00:00,6.4,77.0,85.0,29.693,10.0,45.0
2023-03-14 17:00:00,6.4,90.0,82.0,29.72,10.0,22.5
2023-03-14 18:00:00,4.9,3.0,87.0,29.739,12.0,337.5
2023-03-14 19:00:00,4.8,0.0,88.0,29.775,8.0,337.5
2023-03-14 20:00:00,4.4,0.0,91.0,29.808,5.0,135.0
2023-03-14 21:00:00,4.3,0.0,91.0,29.811,2.0,135.0
2023-03-14 22:00:00,4.2,0.0,91.0,29.793,2.0,292.5
2023-03-14 23:00:00,3.8,0.0,91.0,29.784,0.0,180.0
2023-03-15 00:00:00,3.4,0.0,91.0,29.771,4.0,202.5
2023-03-15 01:00:00,3.9,0.0,90.0,29.759,3.0,180.0
2023-03-15 02:00:00,3.4,0.0,90.0,29.756,3.0,202.5
2023-03-15 03:00:00,2.4,0.0,91.0,29.74,5.0,202.5
2023-03-15 04:00:00,2.1,0.0,92.0,29.745,5.0,225.0
2023-03-15 05:00:00,1.2,0.0,92.0,29.756,6.0,247.5
2023-03-15 06:00:00,1.5,8.0,93.0,29.763,5.0,225.0
2023-03-15 07:00:00,2.7,216.0,93.0,29.777,7.0,225.0
2023-03-15 08:00:00,3.2,290.0,92.0,29.79,8.0,202.5
2023-03-15 09:00:00,5.0,707.0,89.0,29.795,9.0,202.5
2023-03-15 10:00:00,7.1,941.0,79.0,29.781,10.0,225.0
2023-03-15 11:00:00,8.1,1021.0,76.0,29.763,11.0,202.5
2023-03-15 12:00:00,9.1,1036.0,68.0,29.738,10.0,202.5
2023-03-15 13:00:00,9.8,1036.0,61.0,29.706,11.0,202.5
2023-03-15 14:00:00,10.8,880.0,58.0,29.672,8.0,202.5
2023-03-15 15:00:00,11.2,740.0,59.0,29.625,8.0,202.5
2023-03-15 16:00:00,10.3,318.0,63.0,29.62,4.0,202.5
2023-03-15 17:00:00,6.8,129.0,81.0,29.626,14.0,45.0
2023-03-15 18:00:00,6.7,8.0,83.0,29.66,6.0,67.5
2023-03-15 19:00:00,5.6,0.0,87.0,29.695,2.0,135.0
2023-03-15 20:00:00,5.5,0.0,86.0,29.714,3.0,67.5
2023-03-15 21:00:00,5.0,0.0,87.0,29.724,3.0,90.0
2023-03-15 22:00:00,4.5,0.0,88.0,29.725,6.0,292.5
2023-03-15 23:00:00,3.6,0.0,90.0,29.735,4.0,247.5
2023-03-16 00:00:00,2.9,0.0,91.0,29.735,5.0,315.0
2023-03-16 01:00:00,1.7,0.0,91.0,29.728,2.0,315.0
2023-03-16 02:00:00,1.2,0.0,92.0,29.744,1.0,0.0
2023-03-16 03:00:00,1.6,0.0,92.0,29.737,3.0,0.0
2023-03-16 04:00:00,1.7,0.0,92.0,29.721,0.0,157.5
2023-03-16 05:00:00,1.8,0.0,92.0,29.737,0.0,180.0
2023-03-16 13:00:00,3.4,0.0,91.0,29.663,5.0,292.5
2023-03-16 14:00:00,2.2,0.0,91.0,29.704,7.0,292.5
2023-03-16 15:00:00,2.1,0.0,92.0,29.707,4.0,292.5
2023-03-16 16:00:00,1.9,0.0,92.0,29.708,2.0,292.5
2023-03-16 17:00:00,1.9,0.0,92.0,29.724,0.0,247.5
2023-03-16 18:00:00,2.1,0.0,92.0,29.719,0.0,180.0
2023-03-16 19:00:00,1.6,0.0,92.0,29.721,1.0,292.5
2023-03-16 20:00:00,1.3,0.0,92.0,29.747,1.0,0.0
2023-03-16 21:00:00,1.2,65.0,93.0,29.782,3.0,315.0
2023-03-16 22:00:00,3.4,287.0,93.0,29.803,2.0,0.0
2023-03-16 23:00:00,5.9,647.0,88.0,29.809,7.0,225.0
2023-03-17 00:00:00,7.9,849.0,78.0,29.799,7.0,202.5
2023-03-17 01:00:00,9.7,928.0,73.0,29.758,5.0,202.5
2023-03-17 02:00:00,9.6,883.0,67.0,29.732,7.0,247.5
2023-03-17 03:00:00,10.9,657.0,63.0,29.665,5.0,202.5
2023-03-17 04:00:00,10.7,892.0,69.0,29.606,5.0,180.0
2023-03-17 05:00:00,8.1,862.0,84.0,29.574,18.0,90.0
2023-03-17 06:00:00,6.6,291.0,85.0,29.589,17.0,67.5
2023-03-17 07:00:00,6.0,12.0,88.0,29.619,9.0,45.0
2023-03-17 08:00:00,4.2,3.0,89.0,29.635,7.0,135.0
2023-03-17 09:00:00,4.7,0.0,89.0,29.654,6.0,0.0
2023-03-17 10:00:00,4.7,0.0,90.0,29.71,4.0,0.0
2023-03-17 11:00:00,2.9,0.0,91.0,29.759,4.0,0.0
2023-03-17 12:00:00,1.7,0.0,91.0,29.782,3.0,247.5
2023-03-17 13:00:00,1.1,0.0,92.0,29.789,3.0,202.5
2023-03-17 14:00:00,1.4,0.0,92.0,29.788,2.0,202.5
2023-03-17 15:00:00,1.9,0.0,92.0,29.755,1.0,225.0
2023-03-17 16:00:00,2.3,0.0,92.0,29.734,2.0,270.0
2023-03-17 17:00:00,2.0,0.0,92.0,29.723,2.0,292.5
2023-03-17 18:00:00,2.0,0.0,92.0,29.72,2.0,292.5
2023-03-17 19:00:00,2.1,0.0,92.0,29.726,1.0,270.0
2023-03-17 20:00:00,2.1,0.0,93.0,29.738,2.0,0.0
2023-03-17 21:00:00,2.4,28.0,93.0,29.748,2.0,202.5
2023-03-17 22:00:00,3.4,116.0,92.0,29.756,3.0,247.5
2023-03-17 23:00:00,4.2,148.0,91.0,29.752,3.0,202.5
2023-03-18 00:00:00,6.3,457.0,87.0,29.744,1.0,202.5
2023-03-18 01:00:00,8.7,758.0,77.0,29.704,2.0,180.0
2023-03-18 02:00:00,8.9,718.0,74.0,29.679,4.0,202.5
2023-03-18 03:00:00,10.9,858.0,65.0,29.635,3.0,180.0
2023-03-18 04:00:00,11.6,1034.0,63.0,29.601,5.0,180.0
2023-03-18 09:00:00,1.2,0.0,92.0,29.742,1.0,202.5
2023-03-18 10:00:00,1.8,0.0,92.0,29.737,2.0,202.5
2023-03-18 11:00:00,1.8,0.0,92.0,29.748,1.0,292.5
2023-03-18 12:00:00,2.1,0.0,92.0,29.745,2.0,292.5
2023-03-18 13:00:00,2.0,0.0,92.0,29.734,1.0,292.5
2023-03-18 14:00:00,2.2,0.0,93.0,29.72,0.0,202.5
2023-03-18 15:00:00,2.1,0.0,92.0,29.709,2.0,270.0
2023-03-18 16:00:00,2.2,0.0,93.0,29.736,1.0,225.0
2023-03-18 17:00:00,2.3,22.0,93.0,29.76,2.0,202.5
2023-03-18 18:00:00,3.3,90.0,93.0,29.782,3.0,202.5
2023-03-18 19:00:00,4.8,346.0,91.0,29.785,8.0,247.5
2023-03-18 20:00:00,7.1,897.0,84.0,29.784,8.0,202.5
2023-03-18 21:00:00,7.7,875.0,79.0,29.755,10.0,202.5
2023-03-18 22:00:00,8.9,771.0,73.0,29.711,9.0,202.5
2023-03-18 23:00:00,10.4,830.0,60.0,29.671,9.0,202.5
2023-03-19 00:00:00,8.6,372.0,73.0,29.639,15.0,270.0
2023-03-19 01:00:00,10.7,381.0,63.0,29.611,8.0,292.5
2023-03-19 02:00:00,11.4,590.0,60.0,29.587,5.0,180.0
2023-03-19 03:00:00,7.5,146.0,84.0,29.581,6.0,45.0
2023-03-19 04:00:00,5.9,15.0,89.0,29.599,13.0,67.5
2023-03-19 05:00:00,5.8,0.0,87.0,29.65,7.0,45.0
2023-03-19 06:00:00,5.2,0.0,86.0,29.711,8.0,315.0
2023-03-19 07:00:00,3.7,0.0,89.0,29.755,2.0,67.5
2023-03-19 08:00:00,4.4,0.0,90.0,29.768,2.0,67.5
2023-03-19 09:00:00,4.6,0.0,90.0,29.772,2.0,315.0
2023-03-19 10:00:00,4.7,0.0,90.0,29.747,2.0,292.5
2023-03-19 11:00:00,4.6,0.0,90.0,29.73,2.0,315.0
2023-03-19 12:00:00,3.7,0.0,91.0,29.712,2.0,67.5
2023-03-19 13:00:00,3.7,0.0,91.0,29.699,1.0,292.5
2023-03-19 14:00:00,2.8,0.0,91.0,29.714,1.0,292.5
2023-03-19 15:00:00,3.0,0.0,91.0,29.735,3.0,247.5
2023-03-19 16:00:00,2.3,0.0,91.0,29.743,2.0,270.0
2023-03-19 17:00:00,3.9,91.0,90.0,29.763,2.0,270.0
2023-03-19 18:00:00,5.6,354.0,86.0,29.783,4.0,270.0
2023-03-19 19:00:00,6.0,506.0,84.0,29.781,6.0,202.5
2023-03-19 20:00:00,7.2,457.0,81.0,29.77,7.0,202.5
2023-03-19 21:00:00,9.2,869.0,71.0,29.741,8.0,225.0
2023-03-19 22:00:00,9.8,706.0,67.0,29.731,10.0,270.0
2023-03-19 23:00:00,9.8,562.0,68.0,29.704,12.0,270.0
2023-03-20 00:00:00,9.7,684.0,72.0,29.676,16.0,270.0
2023-03-20 01:00:00,8.5,472.0,72.0,29.664,17.0,270.0
2023-03-20 02:00:00,8.7,338.0,72.0,29.662,12.0,270.0
2023-03-20 03:00:00,7.1,129.0,77.0,29.674,12.0,270.0
2023-03-20 04:00:00,6.0,37.0,83.0,29.672,12.0,292.5
2023-03-20 05:00:00,5.7,0.0,83.0,29.698,6.0,270.0
2023-03-20 06:00:00,5.2,0.0,86.0,29.73,7.0,292.5
2023-03-20 07:00:00,4.3,0.0,89.0,29.762,5.0,292.5
2023-03-20 08:00:00,4.8,0.0,86.0,29.76,6.0,247.5
2023-03-20 09:00:00,4.6,0.0,88.0,29.755,7.0,270.0
2023-03-20 10:00:00,3.9,0.0,90.0,29.748,11.0,247.5
2023-03-20 11:00:00,3.6,0.0,91.0,29.755,10.0,270.0
2023-03-20 12:00:00,3.8,0.0,91.0,29.75,5.0,247.5
2023-03-20 13:00:00,3.0,0.0,91.0,29.741,7.0,270.0
2023-03-20 14:00:00,2.3,0.0,91.0,29.741,1.0,270.0
2023-03-20 15:00:00,2.7,0.0,92.0,29.753,6.0,270.0
2023-03-20 16:00:00,1.8,0.0,92.0,29.755,2.0,202.5
2023-03-20 17:00:00,2.4,57.0,92.0,29.776,2.0,247.5
2023-03-20 18:00:00,4.3,215.0,89.0,29.785,9.0,270.0
2023-03-20 19:00:00,5.1,381.0,84.0,29.797,12.0,270.0
2023-03-20 20:00:00,6.6,496.0,75.0,29.788,11.0,270.0
2023-03-20 21:00:00,7.9,643.0,71.0,29.778,10.0,247.5
2023-03-20 22:00:00,9.3,582.0,66.0,29.763,9.0,225.0
2023-03-20 23:00:00,9.7,636.0,63.0,29.742,9.0,270.0
2023-03-21 00:00:00,9.9,649.0,63.0,29.696,9.0,292.5
2023-03-21 01:00:00,11.4,892.0,57.0,29.676,8.0,270.0
2023-03-21 02:00:00,10.9,560.0,57.0,29.665,9.0,270.0
2023-03-21 03:00:00,10.1,319.0,63.0,29.633,8.0,247.5
2023-03-21 04:00:00,8.2,30.0,77.0,29.64,7.0,270.0
2023-03-21 05:00:00,6.5,0.0,85.0,29.665,6.0,90.0
2023-03-21 06:00:00,5.0,0.0,87.0,29.692,9.0,90.0
2023-03-21 07:00:00,4.5,0.0,89.0,29.719,6.0,90.0
2023-03-21 08:00:00,4.7,0.0,90.0,29.743,3.0,315.0
2023-03-21 09:00:00,4.2,0.0,91.0,29.726,1.0,292.5
2023-03-21 10:00:00,3.0,0.0,91.0,29.722,0.0,
2023-03-21 11:00:00,2.3,0.0,91.0,29.742,1.0,247.5
2023-03-21 12:00:00,1.8,0.0,91.0,29.728,2.0,292.5
2023-03-21 13:00:00,2.1,0.0,91.0,29.715,1.0,247.5
2023-03-21 14:00:00,2.2,0.0,92.0,29.704,0.0,337.5
2023-03-21 15:00:00,1.6,0.0,92.0,29.701,1.0,67.5
2023-03-21 16:00:00,2.1,0.0,92.0,29.726,0.0,337.5
2023-03-21 17:00:00,2.5,30.0,92.0,29.746,0.0,180.0
2023-03-21 18:00:00,5.5,281.0,91.0,29.76,0.0,180.0
2023-03-21 19:00:00,8.4,600.0,71.0,29.754,0.0,270.0
2023-03-21 20:00:00,8.4,780.0,71.0,29.733,1.0,202.5
2023-03-21 21:00:00,9.7,952.0,68.0,29.703,2.0,202.5
2023-03-22 02:00:00,3.6,0.0,88.0,29.66,4.0,180.0
2023-03-22 03:00:00,3.6,0.0,89.0,29.687,4.0,180.0
2023-03-22 04:00:00,4.3,0.0,88.0,29.723,5.0,22.5
2023-03-22 05:00:00,3.1,0.0,90.0,29.718,4.0,22.5
2023-03-22 06:00:00,2.8,0.0,91.0,29.701,4.0,112.5
2023-03-22 07:00:00,2.6,0.0,92.0,29.711,2.0,45.0
2023-03-22 08:00:00,2.2,0.0,92.0,29.703,0.0,67.5
2023-03-22 09:00:00,0.9,0.0,92.0,29.682,1.0,67.5
2023-03-22 10:00:00,-0.1,0.0,92.0,29.691,2.0,315.0
2023-03-22 11:00:00,-0.7,0.0,92.0,29.701,1.0,315.0
2023-03-22 12:00:00,-0.6,0.0,93.0,29.734,0.0,225.0
2023-03-22 13:00:00,-1.1,21.0,93.0,29.762,1.0,292.5
2023-03-22 14:00:00,1.2,165.0,93.0,29.778,3.0,315.0
2023-03-22 15:00:00,4.2,517.0,94.0,29.786,1.0,0.0
2023-03-22 16:00:00,5.9,779.0,91.0,29.772,3.0,180.0
2023-03-22 17:00:00,9.2,916.0,71.0,29.733,2.0,180.0
2023-03-22 18:00:00,10.7,1047.0,61.0,29.679,2.0,180.0
2023-03-22 19:00:00,12.7,1079.0,45.0,29.634,3.0,180.0
2023-03-22 20:00:00,12.6,876.0,45.0,29.618,3.0,180.0
2023-03-22 21:00:00,7.7,406.0,72.0,29.584,15.0,337.5
2023-03-22 22:00:00,8.9,298.0,66.0,29.576,13.0,45.0
2023-03-22 23:00:00,7.4,315.0,77.0,29.609,12.0,270.0
2023-03-23 00:00:00,5.4,73.0,81.0,29.629,12.0,247.5
2023-03-23 01:00:00,4.4,1.0,87.0,29.66,9.0,202.5
2023-03-23 02:00:00,4.1,0.0,88.0,29.69,3.0,202.5
2023-03-23 03:00:00,4.2,0.0,89.0,29.729,3.0,292.5
2023-03-23 04:00:00,3.9,0.0,89.0,29.738,2.0,0.0
2023-03-23 05:00:00,3.2,0.0,90.0,29.758,0.0,315.0
2023-03-23 06:00:00,2.7,0.0,90.0,29.757,1.0,292.5
2023-03-23 07:00:00,2.6,0.0,91.0,29.735,1.0,337.5
2023-03-23 08:00:00,2.4,0.0,92.0,29.689,4.0,0.0
2023-03-23 09:00:00,1.8,0.0,92.0,29.674,0.0,0.0
2023-03-23 10:00:00,1.3,0.0,92.0,29.66,2.0,0.0
2023-03-23 11:00:00,0.9,0.0,92.0,29.668,1.0,0.0
2023-03-23 12:00:00,1.0,0.0,92.0,29.699,0.0,202.5
2023-03-23 13:00:00,1.4,18.0,92.0,29.7,1.0,270.0
2023-03-23 14:00:00,2.6,221.0,92.0,29.684,1.0,0.0
2023-03-23 15:00:00,4.1,321.0,93.0,29.687,2.0,337.5
2023-03-23 16:00:00,6.8,372.0,85.0,29.686,0.0,315.0
2023-03-23 17:00:00,9.1,661.0,66.0,29.668,2.0,315.0
2023-03-23 21:00:00,3.9,0.0,86.0,29.581,11.0,67.5
2023-03-23 22:00:00,2.9,0.0,86.0,29.659,6.0,67.5
2023-03-23 23:00:00,2.4,0.0,88.0,29.697,5.0,67.5
2023-03-24 00:00:00,1.8,0.0,90.0,29.728,3.0,67.5
2023-03-24 01:00:00,1.1,0.0,90.0,29.756,2.0,90.0
2023-03-24 02:00:00,0.8,0.0,89.0,29.764,1.0,67.5
2023-03-24 03:00:00,0.7,0.0,90.0,29.755,0.0,
2023-03-24 04:00:00,0.6,0.0,90.0,29.753,0.0,
2023-03-24 05:00:00,-0.1,0.0,90.0,29.743,1.0,67.5
2023-03-24 06:00:00,-0.6,0.0,90.0,29.746,1.0,67.5
2023-03-24 07:00:00,-1.3,0.0,91.0,29.75,0.0,292.5
2023-03-24 08:00:00,-1.7,0.0,91.0,29.782,0.0,337.5
2023-03-24 09:00:00,-1.2,17.0,92.0,29.793,2.0,0.0
2023-03-24 10:00:00,1.6,232.0,90.0,29.808,1.0,0.0
2023-03-24 11:00:00,4.2,488.0,82.0,29.818,0.0,292.5
2023-03-24 12:00:00,5.4,722.0,64.0,29.81,1.0,315.0
2023-03-24 13:00:00,4.9,915.0,64.0,29.813,4.0,90.0
2023-03-24 14:00:00,6.7,987.0,58.0,29.787,3.0,112.5
2023-03-24 15:00:00,8.1,1040.0,50.0,29.745,4.0,45.0
2023-03-24 16:00:00,8.8,861.0,46.0,29.713,6.0,45.0
2023-03-24 17:00:00,9.2,359.0,52.0,29.682,8.0,22.5
2023-03-24 18:00:00,9.3,670.0,51.0,29.659,13.0,45.0
2023-03-24 19:00:00,7.8,457.0,70.0,29.656,16.0,67.5
2023-03-24 20:00:00,4.5,171.0,82.0,29.661,17.0,45.0
2023-03-24 21:00:00,2.4,5.0,89.0,29.71,13.0,45.0
2023-03-24 22:00:00,1.9,0.0,90.0,29.758,9.0,67.5
2023-03-24 23:00:00,1.3,0.0,90.0,29.798,8.0,67.5
2023-03-25 00:00:00,0.6,0.0,91.0,29.823,6.0,67.5
2023-03-25 01:00:00,0.2,0.0,90.0,29.821,4.0,90.0
2023-03-25 02:00:00,-0.3,0.0,86.0,29.84,4.0,90.0
2023-03-25 03:00:00,-0.8,0.0,86.0,29.845,3.0,67.5
2023-03-25 04:00:00,-1.3,0.0,87.0,29.837,1.0,67.5
2023-03-25 05:00:00,-1.5,0.0,89.0,29.821,1.0,45.0
2023-03-25 06:00:00,-1.9,0.0,90.0,29.819,0.0,22.5
2023-03-25 07:00:00,-2.1,0.0,90.0,29.806,0.0,337.5
2023-03-25 08:00:00,-2.7,0.0,91.0,29.807,0.0,337.5
2023-03-25 09:00:00,-2.1,13.0,92.0,29.817,0.0,315.0
2023-03-25 10:00:00,-0.4,226.0,90.0,29.836,1.0,315.0
2023-03-25 11:00:00,1.6,457.0,85.0,29.847,3.0,270.0
2023-03-25 12:00:00,3.7,706.0,80.0,29.85,5.0,225.0
2023-03-25 13:00:00,7.3,879.0,70.0,29.835,4.0,225.0
2023-03-25 14:00:00,9.2,991.0,44.0,29.823,4.0,202.5
2023-03-25 15:00:00,10.5,1023.0,46.0,29.799,3.0,180.0
2023-03-25 16:00:00,11.7,986.0,43.0,29.758,3.0,202.5
2023-03-25 17:00:00,11.9,876.0,41.0,29.705,4.0,315.0
2023-03-25 18:00:00,9.2,507.0,60.0,29.685,10.0,67.5
2023-03-25 19:00:00,7.3,145.0,71.0,29.668,15.0,45.0
2023-03-25 20:00:00,4.7,83.0,81.0,29.694,16.0,67.5
2023-03-25 21:00:00,3.0,8.0,87.0,29.741,11.0,67.5
2023-03-25 22:00:00,2.5,0.0,89.0,29.791,9.0,67.5
2023-03-25 23:00:00,2.0,0.0,88.0,29.809,8.0,67.5
2023-03-26 00:00:00,1.7,0.0,89.0,29.838,3.0,67.5
2023-03-26 01:00:00,1.1,0.0,89.0,29.851,0.0,22.5
2023-03-26 02:00:00,0.3,0.0,90.0,29.857,2.0,0.0
2023-03-26 03:00:00,0.2,0.0,90.0,29.808,0.0,22.5
2023-03-26 04:00:00,-0.1,0.0,91.0,29.786,0.0,
2023-03-26 05:00:00,-1.4,0.0,91.0,29.76,2.0,67.5
2023-03-26 06:00:00,-2.1,0.0,92.0,29.778,0.0,67.5
2023-03-26 07:00:00,-2.5,0.0,92.0,29.779,0.0,90.0
2023-03-26 08:00:00,-3.4,0.0,92.0,29.804,0.0,270.0
2023-03-26 09:00:00,-2.8,5.0,92.0,29.816,3.0,315.0
2023-03-26 10:00:00,-1.3,102.0,93.0,29.84,1.0,315.0
2023-03-26 11:00:00,1.1,297.0,93.0,29.846,1.0,0.0
2023-03-26 12:00:00,4.5,569.0,89.0,29.824,4.0,225.0
2023-03-26 13:00:00,7.6,735.0,74.0,29.804,3.0,180.0
2023-03-26 14:00:00,9.1,947.0,59.0,29.774,4.0,202.5
2023-03-26 15:00:00,9.9,743.0,50.0,29.755,3.0,202.5
2023-03-26 16:00:00,11.4,746.0,41.0,29.733,5.0,180.0
2023-03-26 17:00:00,10.0,803.0,50.0,29.703,7.0,45.0
2023-03-26 18:00:00,12.1,757.0,38.0,29.704,6.0,45.0
2023-03-26 19:00:00,8.6,207.0,62.0,29.721,7.0,45.0
2023-03-26 20:00:00,3.9,10.0,83.0,29.767,7.0,180.0
2023-03-26 21:00:00,1.6,0.0,91.0,29.788,3.0,90.0
2023-03-26 22:00:00,1.5,0.0,92.0,29.798,3.0,225.0
2023-03-26 23:00:00,2.3,0.0,92.0,29.83,5.0,180.0
2023-03-27 00:00:00,2.2,0.0,92.0,29.851,4.0,0.0
2023-03-27 01:00:00,1.9,0.0,92.0,29.841,3.0,0.0
2023-03-27 02:00:00,2.3,0.0,92.0,29.827,0.0,0.0
2023-03-27 03:00:00,2.6,0.0,92.0,29.812,0.0,202.5
2023-03-27 04:00:00,2.2,0.0,92.0,29.791,1.0,0.0
2023-03-27 05:00:00,1.8,0.0,92.0,29.767,1.0,247.5
2023-03-27 06:00:00,1.2,0.0,92.0,29.765,1.0,0.0
2023-03-27 07:00:00,1.1,0.0,92.0,29.769,2.0,0.0
2023-03-27 08:00:00,0.6,0.0,92.0,29.761,0.0,0.0
2023-03-27 09:00:00,0.9,5.0,92.0,29.784,2.0,0.0
2023-03-27 10:00:00,1.7,58.0,92.0,29.799,1.0,0.0
2023-03-27 11:00:00,4.2,319.0,88.0,29.786,2.0,247.5
2023-03-27 12:00:00,6.1,478.0,79.0,29.78,0.0,292.5
2023-03-27 13:00:00,8.4,938.0,69.0,29.766,3.0,180.0
2023-03-27 14:00:00,9.0,946.0,63.0,29.738,6.0,202.5
2023-03-27 21:00:00,1.2,0.0,92.0,29.848,0.0,
2023-03-27 22:00:00,1.5,0.0,92.0,29.884,0.0,202.5
2023-03-27 23:00:00,1.6,0.0,92.0,29.875,2.0,202.5
2023-03-28 00:00:00,0.8,0.0,92.0,29.882,2.0,67.5
2023-03-28 01:00:00,0.7,0.0,93.0,29.875,1.0,0.0
2023-03-28 02:00:00,1.2,0.0,93.0,29.864,1.0,202.5
2023-03-28 03:00:00,1.2,0.0,93.0,29.866,0.0,202.5
2023-03-28 04:00:00,1.3,0.0,93.0,29.859,2.0,225.0
2023-03-28 05:00:00,1.3,8.0,93.0,29.88,3.0,0.0
2023-03-28 06:00:00,1.7,92.0,93.0,29.897,6.0,0.0
2023-03-28 07:00:00,3.2,217.0,91.0,29.924,5.0,225.0
2023-03-28 08:00:00,4.7,384.0,84.0,29.936,4.0,202.5
2023-03-28 09:00:00,6.7,753.0,78.0,29.893,3.0,202.5
2023-03-28 10:00:00,7.6,733.0,71.0,29.869,4.0,202.5
2023-03-28 11:00:00,9.6,984.0,60.0,29.815,2.0,180.0
2023-03-28 12:00:00,10.2,944.0,54.0,29.777,3.0,202.5
2023-03-28 13:00:00,8.1,507.0,72.0,29.753,13.0,45.0
2023-03-28 14:00:00,9.0,709.0,61.0,29.731,11.0,45.0
2023-03-28 15:00:00,7.1,295.0,74.0,29.761,15.0,45.0
2023-03-28 16:00:00,4.8,61.0,83.0,29.788,13.0,67.5
2023-03-28 17:00:00,3.9,5.0,86.0,29.814,12.0,135.0
2023-03-28 18:00:00,3.9,0.0,85.0,29.846,6.0,90.0
2023-03-28 19:00:00,2.9,0.0,88.0,29.873,4.0,67.5
2023-03-28 20:00:00,2.3,0.0,90.0,29.883,2.0,45.0
2023-03-28 21:00:00,1.9,0.0,91.0,29.885,0.0,202.5
2023-03-28 22:00:00,0.7,0.0,91.0,29.883,1.0,270.0
2023-03-28 23:00:00,0.2,0.0,92.0,29.879,3.0,225.0
2023-03-29 00:00:00,0.4,0.0,92.0,29.87,4.0,247.5
2023-03-29 01:00:00,-0.8,0.0,92.0,29.854,4.0,292.5
2023-03-29 02:00:00,-0.2,0.0,93.0,29.847,2.0,315.0
2023-03-29 03:00:00,-1.1,0.0,93.0,29.834,2.0,315.0
2023-03-29 04:00:00,-2.1,0.0,93.0,29.869,2.0,315.0
2023-03-29 05:00:00,-2.4,6.0,93.0,29.896,0.0,315.0
2023-03-29 06:00:00,-2.2,111.0,93.0,29.919,0.0,292.5
2023-03-29 07:00:00,0.3,289.0,93.0,29.934,1.0,0.0
2023-03-29 08:00:00,3.2,530.0,94.0,29.918,2.0,202.5
2023-03-29 09:00:00,6.6,871.0,88.0,29.883,5.0,225.0
2023-03-29 10:00:00,9.1,1034.0,61.0,29.863,7.0,202.5
2023-03-29 11:00:00,10.0,989.0,52.0,29.844,5.0,202.5
2023-03-29 12:00:00,9.9,903.0,48.0,29.83,6.0,90.0
2023-03-29 13:00:00,11.7,906.0,45.0,29.813,7.0,112.5
2023-03-29 14:00:00,10.6,374.0,49.0,29.774,9.0,45.0
2023-03-29 15:00:00,10.5,414.0,51.0,29.772,12.0,45.0
2023-03-29 16:00:00,8.1,151.0,59.0,29.775,17.0,45.0
2023-03-29 17:00:00,5.3,6.0,65.0,29.802,14.0,45.0
2023-03-29 18:00:00,4.2,0.0,69.0,29.845,7.0,67.5
2023-03-29 19:00:00,2.8,0.0,72.0,29.865,3.0,67.5
2023-03-29 20:00:00,1.7,0.0,80.0,29.87,3.0,67.5
2023-03-29 21:00:00,1.7,0.0,78.0,29.886,1.0,67.5
2023-03-29 22:00:00,1.2,0.0,77.0,29.885,0.0,270.0
2023-03-29 23:00:00,0.3,0.0,82.0,29.869,1.0,292.5
2023-03-30 00:00:00,-0.2,0.0,80.0,29.867,3.0,0.0
2023-03-30 01:00:00,-0.7,0.0,84.0,29.854,2.0,0.0
2023-03-30 02:00:00,-1.3,0.0,86.0,29.856,0.0,
2023-03-30 03:00:00,-1.7,0.0,82.0,29.845,2.0,337.5
2023-03-30 04:00:00,-1.5,0.0,81.0,29.858,0.0,337.5
2023-03-30 05:00:00,-1.2,12.0,82.0,29.882,0.0,0.0
2023-03-30 06:00:00,0.9,195.0,76.0,29.901,1.0,270.0
2023-03-30 07:00:00,4.9,466.0,64.0,29.899,1.0,270.0
2023-03-30 08:00:00,6.9,686.0,40.0,29.889,1.0,202.5
2023-03-30 09:00:00,8.9,859.0,32.0,29.892,1.0,45.0
2023-03-30 10:00:00,9.9,1011.0,32.0,29.869,3.0,315.0
2023-03-30 11:00:00,10.4,927.0,32.0,29.836,5.0,90.0
2023-03-30 12:00:00,11.2,964.0,32.0,29.796,6.0,45.0
