Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATICO CEN:Zone Mean Air Temperature [C](Hourly),ATICO E:Zone Mean Air Temperature [C](Hourly),MODULO:Zone Mean Air Temperature [C](Hourly),ATICO O:Zone Mean Air Temperature [C](Hourly) 
 10/18  07:00:00,-5.4,13.37544352079151,8.852707191021656,5.534573303085054,10.843639541150168 
 10/18  08:00:00,0.35,28.77053261883082,21.51480799226197,7.840120982928294,25.120400714993406 
 10/18  09:00:00,5.6499999999999999,39.91821668511342,31.81288198503242,11.897935320727078,35.73257175097683 
 10/18  10:00:00,9.1125,44.739662008433757,38.537467836189588,14.1379538502908,41.39148574778103 
 10/18  11:00:00,11.3875,44.273940676057048,40.61209459290269,15.710328298257322,41.90843147564619 
 10/18  12:00:00,13.0375,41.72158860444068,40.500095380997368,16.582317753754514,40.67060640782887 
 10/18  13:00:00,14.225,40.65251641040056,38.99298902817502,16.903024624536376,38.21223152424677 
 10/18  14:00:00,14.662499999999998,40.29033696763874,37.52604438693545,16.72819948007142,35.23341897809133 
 10/18  15:00:00,14.0125,36.074635432032199,32.24403613568764,15.785535284539435,28.87461100592017 
 10/18  16:00:00,12.2875,26.886876058013919,24.21371510444819,14.052534171432749,21.190883485845494 
 10/18  17:00:00,9.6875,13.856090907864627,13.482152910549586,11.506387588278554,12.343929725929938 
 10/18  18:00:00,6.225,6.888352341448593,7.571352831539425,9.646395631279108,7.065225699979961 
 10/18  19:00:00,2.8,3.346944812455499,3.9924621576499139,7.6485546865734899,3.5796652244624349 
 10/18  20:00:00,0.6,0.9703900855268636,1.4444527548218185,6.6907299706818599,1.0440083776069585 
 10/18  21:00:00,-0.75,-0.5998537892426985,-0.29393543218513859,6.060682575018424,-0.6885732019974968 
 10/18  22:00:00,-1.6374999999999998,-1.5721673801737984,-1.4663797441854794,5.606387342367871,-1.8486051998116549 
 10/18  23:00:00,-3.15,-2.700717423819385,-2.6831552981729827,5.136342021113581,-3.0470529787199007 
